HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0012496	OG0012268	-	XP_020905485.1	XP_001632452.3	XP_022805214.1	
N0.HOG0012497	OG0012269	-	XP_020905491.1	XP_032236470.2	XP_022807541.1	
N0.HOG0012498	OG0012270	-	XP_020905494.1	XP_048581659.1	XP_022792622.1	
N0.HOG0012499	OG0012271	-	XP_028517160.1, XP_020905513.1	XP_048580884.1		
N0.HOG0012500	OG0012272	-	XP_020905520.1		XP_022797136.1	Xe_015866-T1
N0.HOG0012501	OG0012273	-	XP_020905536.1	XP_032236357.2	XP_022786601.1	
N0.HOG0012502	OG0012274	-	XP_020905539.1		XP_022797111.1	Xe_015865-T1
N0.HOG0012503	OG0012275	-	XP_020905543.1	XP_001636637.3	XP_022809335.1	
N0.HOG0012504	OG0012276	-	XP_020905549.1		XP_022797110.1	Xe_015638-T1
N0.HOG0012505	OG0012277	-	XP_020905564.1	XP_048577720.1	XP_022781932.1	
N0.HOG0012506	OG0012278	-	XP_020905565.1	XP_048577566.1	XP_022781956.1	
N0.HOG0012507	OG0012279	-	XP_020905571.1	XP_001633135.1	XP_022782801.1	
N0.HOG0012508	OG0012280	-	XP_020905588.1	XP_048586608.1	XP_022796483.1	
N0.HOG0012509	OG0012281	-	XP_020905593.1	XP_048582266.1	XP_022786824.1	
N0.HOG0012510	OG0012282	-	XP_020905595.1	XP_048586605.1	XP_022796477.1	
N0.HOG0012511	OG0012283	-	XP_020905613.1	XP_032231231.2	XP_022798612.1	
N0.HOG0012512	OG0012284	-	XP_020905616.1	XP_032237154.1	XP_022788081.1	
N0.HOG0012513	OG0012285	-	XP_020905651.1	XP_001640623.3	XP_022777619.1	
N0.HOG0012514	OG0012286	-	XP_020905652.1	XP_032235874.1	XP_022791148.1	
N0.HOG0012515	OG0012287	-	XP_020905665.1		XP_022800188.1	Xe_014374-T1
N0.HOG0012516	OG0012288	-	XP_020905668.2	XP_032230360.1	XP_022801667.1	
N0.HOG0012517	OG0012289	-	XP_020905691.1	XP_048585682.1	XP_022784346.1	
N0.HOG0012518	OG0012290	-	XP_020905693.1	XP_001640627.2	XP_022806428.1	
N0.HOG0012519	OG0012291	-	XP_020905700.1	XP_032237055.2	XP_022804529.1	
N0.HOG0012520	OG0012292	-	XP_020905741.1		XP_022808754.1, XP_022777505.1	
N0.HOG0012521	OG0012293	-	XP_020905742.1	XP_048577178.1	XP_022786682.1	
N0.HOG0012522	OG0012294	-	XP_020905753.1	XP_032230549.2	XP_022784125.1	
N0.HOG0012523	OG0012295	-	XP_020905757.1	XP_001629151.1	XP_022796370.1	
N0.HOG0012524	OG0012296	-	XP_020905758.1	XP_032219153.1	XP_022805509.1	
N0.HOG0012525	OG0012297	-	XP_020905764.1	XP_032232608.1	XP_022782823.1	
N0.HOG0012526	OG0012298	-	XP_020905765.2	XP_032239248.2	XP_022800786.1	
N0.HOG0012527	OG0012299	-	XP_020905766.1	XP_032237532.1	XP_022799394.1	
N0.HOG0012528	OG0012300	-	XP_020905772.1	XP_001631332.1	XP_022800528.1	
N0.HOG0012529	OG0012301	-	XP_020905776.1	XP_032236048.1	XP_022800510.1	
N0.HOG0012530	OG0012302	-	XP_020905803.1	XP_001639532.3	XP_022803700.1	
N0.HOG0012531	OG0012303	-	XP_020905855.1	XP_001635396.2	XP_022787074.1	
N0.HOG0012532	OG0012304	-	XP_020905856.1	XP_001639242.1	XP_022787092.1	
N0.HOG0012533	OG0012305	-	XP_020905858.1	XP_032229675.1	XP_022782759.1	
N0.HOG0012534	OG0012306	-	XP_020905864.2	XP_032239209.2	XP_022785777.1	
N0.HOG0012535	OG0012307	-	XP_020905919.1	XP_032218302.2	XP_022790793.1	
N0.HOG0012536	OG0012308	-	XP_020905954.1	XP_032218233.1	XP_022796022.1	
N0.HOG0012537	OG0012309	-	XP_020905970.1	XP_032240338.2	XP_022785196.1	
N0.HOG0012538	OG0012310	-	XP_020905988.1, XP_020905991.1	XP_048588902.1		
N0.HOG0012539	OG0012311	-	XP_020906013.1	XP_032240313.2	XP_022798837.1	
N0.HOG0012540	OG0012312	-	XP_020906014.1	XP_032239534.2	XP_022785287.1	
N0.HOG0012541	OG0012313	-	XP_020906020.1	XP_032233661.2	XP_022789952.1	
N0.HOG0012542	OG0012314	-	XP_020906031.1	XP_001629665.2	XP_022800597.1	
N0.HOG0012543	OG0012315	-	XP_020906063.2	XP_048589538.1	XP_022790582.1	
N0.HOG0012544	OG0012316	-	XP_020906084.1	XP_001624322.2	XP_022788670.1	
N0.HOG0012545	OG0012317	-	XP_020906087.1	XP_048588425.1	XP_022791556.1	
N0.HOG0012546	OG0012318	-	XP_020906093.1	XP_032243274.2	XP_022791555.1	
N0.HOG0012547	OG0012319	-	XP_020906102.1	XP_001635527.2	XP_022805841.1	
N0.HOG0012548	OG0012320	-	XP_020906111.1	XP_032227450.2	XP_022790262.1	
N0.HOG0012549	OG0012321	-	XP_020906125.1	XP_001639837.3	XP_022789439.1	
N0.HOG0012550	OG0012322	-	XP_020906129.1	XP_032220993.2	XP_022789460.1	
N0.HOG0012551	OG0012323	-	XP_020906157.1	XP_048587891.1	XP_022785239.1	
N0.HOG0012552	OG0012324	-	XP_020906163.1	XP_032243065.2	XP_022798147.1	
N0.HOG0012553	OG0012325	-	XP_020906165.2	XP_032217788.1	XP_022785250.1	
N0.HOG0012554	OG0012326	-	XP_020906176.1	XP_001635106.2	XP_022782290.1	
N0.HOG0012555	OG0012327	-	XP_020906181.1	XP_048586647.1	XP_022807367.1	
N0.HOG0012556	OG0012328	-	XP_020906182.1	XP_048586098.1	XP_022807368.1	
N0.HOG0012557	OG0012329	-	XP_020906186.1	XP_048576757.1		Xe_014206-T1
N0.HOG0012558	OG0012330	-	XP_020906214.1	XP_032229125.1	XP_022786595.1	
N0.HOG0012559	OG0012331	-	XP_020906217.1	XP_032229122.2	XP_022786622.1	
N0.HOG0012560	OG0012332	-	XP_020913407.1, XP_020906226.1, XP_020909922.2			
N0.HOG0012561	OG0012333	-	XP_020906284.1	XP_048586774.1	XP_022805737.1	
N0.HOG0012562	OG0012334	-	XP_028514874.1, XP_020906289.1, XP_020909975.1			
N0.HOG0012563	OG0012335	-	XP_020906290.1	XP_032239894.2	XP_022793596.1	
N0.HOG0012564	OG0012336	-	XP_020906299.1	XP_001628284.1	XP_022793585.1	
N0.HOG0012565	OG0012337	-	XP_028518457.1, XP_020906313.1	XP_048585445.1		
N0.HOG0012566	OG0012338	-	XP_020906317.1	XP_032240780.1	XP_022783471.1	
N0.HOG0012567	OG0012339	-	XP_028513968.1, XP_028516474.1, XP_020906355.2			
N0.HOG0012568	OG0012340	-	XP_020906382.1	XP_032225892.1	XP_022794309.1	
N0.HOG0012569	OG0012341	-	XP_028519192.1, XP_020906421.1, XP_020915376.1			
N0.HOG0012570	OG0012342	-	XP_020906460.1	XP_032225435.2	XP_022789984.1	
N0.HOG0012571	OG0012343	-	XP_020906466.1	XP_032230560.1	XP_022791306.1	
N0.HOG0012572	OG0012344	-	XP_020906473.1	XP_032238789.2	XP_022791329.1	
N0.HOG0012573	OG0012345	-	XP_020906479.1		XP_022794204.1	Xe_006730-T1
N0.HOG0012574	OG0012346	-	XP_020906483.1		XP_022781057.1	Xe_005643-T1
N0.HOG0012575	OG0012347	-	XP_020906491.1	XP_032236272.2	XP_022802233.1	
N0.HOG0012576	OG0012348	-	XP_020906495.2	XP_032221981.1	XP_022782023.1	
N0.HOG0012577	OG0012349	-	XP_020906526.1	XP_032239981.2	XP_022788199.1	
N0.HOG0012578	OG0012350	-	XP_020906544.1	XP_032223572.1	XP_022783000.1	
N0.HOG0012579	OG0012351	-	XP_020906564.1	XP_001623904.1		Xe_003412-T1
N0.HOG0012580	OG0012352	-	XP_020906605.1	XP_001639221.1		Xe_007840-T1
N0.HOG0012581	OG0012353	-	XP_020906607.1	XP_032228045.2	XP_022786471.1	
N0.HOG0012582	OG0012354	-	XP_020906623.1	XP_048587017.1	XP_022790141.1	
N0.HOG0012583	OG0012355	-	XP_020906641.1	XP_001635381.1	XP_022786435.1	
N0.HOG0012584	OG0012356	-	XP_020906647.1	XP_048586961.1	XP_022782798.1	
N0.HOG0012585	OG0012357	-	XP_020906648.2	XP_048586997.1	XP_022803148.1	
N0.HOG0012586	OG0012358	-	XP_020906649.1	XP_001637159.3	XP_022783179.1	
N0.HOG0012587	OG0012359	-	XP_020906652.1	XP_032229934.1	XP_022796789.1	
N0.HOG0012588	OG0012360	-	XP_020906672.1	XP_001636378.3	XP_022802759.1	
N0.HOG0012589	OG0012361	-	XP_020906685.1	XP_032239625.2	XP_022793363.1	
N0.HOG0012590	OG0012362	-	XP_020906693.1	XP_048587063.1	XP_022786392.1	
N0.HOG0012591	OG0012363	-	XP_020906695.2	XP_032230097.2	XP_022795263.1	
N0.HOG0012592	OG0012364	-	XP_020906727.1	XP_001639251.1	XP_022806516.1	
N0.HOG0012593	OG0012365	-	XP_020906752.1	XP_048587144.1	XP_022797645.1	
N0.HOG0012594	OG0012366	-	XP_020906754.1	XP_001636355.2	XP_022787853.1	
N0.HOG0012595	OG0012367	-	XP_020906786.1	XP_048587517.1	XP_022797640.1	
N0.HOG0012596	OG0012368	-	XP_028516620.1, XP_020906798.1		XP_022778184.1	
N0.HOG0012597	OG0012369	-	XP_020906834.1	XP_032233842.1	XP_022793762.1	
N0.HOG0012598	OG0012370	-	XP_020906838.1		XP_022779774.1, XP_022779785.1	
N0.HOG0012599	OG0012371	-	XP_020906839.1	XP_032233809.2	XP_022801956.1	
N0.HOG0012600	OG0012372	-	XP_020906843.1	XP_032233889.1	XP_022787331.1	
N0.HOG0012601	OG0012373	-	XP_020906866.1	XP_032231552.1	XP_022800599.1	
N0.HOG0012602	OG0012374	-	XP_020906876.1	XP_032233793.2	XP_022793740.1	
N0.HOG0012603	OG0012375	-	XP_028516580.1, XP_020914909.2, XP_020906882.1			
N0.HOG0012604	OG0012376	-	XP_020906883.1	XP_048579894.1	XP_022782467.1	
N0.HOG0012605	OG0012377	-	XP_020906895.1	XP_032222803.1	XP_022798807.1	
N0.HOG0012606	OG0012378	-	XP_020906916.1	XP_032220163.2	XP_022789932.1	
N0.HOG0012607	OG0012379	-	XP_020906928.1	XP_001623397.2	XP_022804258.1	
N0.HOG0012608	OG0012380	-	XP_020906933.1	XP_001636453.2	XP_022795206.1	
N0.HOG0012609	OG0012381	-	XP_020906942.1	XP_001624754.2	XP_022785677.1	
N0.HOG0012610	OG0012382	-	XP_020906963.1	XP_001639734.3	XP_022785676.1	
N0.HOG0012611	OG0012383	-	XP_020906972.1	XP_032233012.2	XP_022785644.1	
N0.HOG0012612	OG0012384	-	XP_020906973.1	XP_001634787.3	XP_022785711.1	
N0.HOG0012613	OG0012385	-	XP_020906974.1	XP_001634852.3	XP_022785697.1	
N0.HOG0012614	OG0012386	-	XP_020906978.1	XP_001634855.2	XP_022799243.1	
N0.HOG0012615	OG0012387	-	XP_020907044.1	XP_032237922.2	XP_022803815.1	
N0.HOG0012616	OG0012388	-	XP_020908171.1, XP_020907049.1	XP_048587325.1		
N0.HOG0012617	OG0012389	-	XP_020907050.1	XP_032235347.1	XP_022796869.1	
N0.HOG0012618	OG0012390	-	XP_020907063.1	XP_001623171.2	XP_022799395.1	
N0.HOG0012619	OG0012391	-	XP_020907100.1	XP_032239972.2	XP_022793586.1	
N0.HOG0012620	OG0012392	-	XP_020907114.1	XP_001635923.2	XP_022794462.1	
N0.HOG0012621	OG0012393	-	XP_020907115.1	XP_032222218.1	XP_022785343.1	
N0.HOG0012622	OG0012394	-	XP_020907132.1		XP_022778238.1	Xe_004671-T1
N0.HOG0012623	OG0012395	-	XP_020907143.1	XP_032226936.1	XP_022784593.1	
N0.HOG0012624	OG0012396	-	XP_020907154.2	XP_032221728.2	XP_022800814.1	
N0.HOG0012625	OG0012397	-	XP_028518045.1, XP_028517948.1, XP_020907155.2			
N0.HOG0012626	OG0012398	-	XP_020907158.1	XP_032228066.2	XP_022804113.1	
N0.HOG0012627	OG0012399	-	XP_020907161.1	XP_032220664.1	XP_022782838.1	
N0.HOG0012628	OG0012400	-	XP_020907201.1	XP_001634583.1	XP_022783468.1	
N0.HOG0012629	OG0012401	-	XP_020907221.1	XP_032218843.1	XP_022796541.1	
N0.HOG0012630	OG0012402	-	XP_020907228.1	XP_001640162.1	XP_022805110.1	
N0.HOG0012631	OG0012403	-	XP_020907241.1	XP_032218887.1	XP_022796545.1	
N0.HOG0012632	OG0012404	-	XP_020907249.1	XP_048588098.1	XP_022796555.1	
N0.HOG0012633	OG0012405	-	XP_020907251.1	XP_001636412.3	XP_022784476.1	
N0.HOG0012634	OG0012406	-	XP_020907272.2, XP_028516720.1, XP_028516730.1			
N0.HOG0012635	OG0012407	-	XP_020907273.1	XP_032243306.2	XP_022793540.1	
N0.HOG0012636	OG0012408	-	XP_020907279.2	XP_001636410.3	XP_022784416.1	
N0.HOG0012637	OG0012409	-	XP_020907284.1	XP_032219848.2	XP_022804121.1	
N0.HOG0012638	OG0012410	-	XP_020907308.2	XP_048588112.1, XP_032230114.2		
N0.HOG0012639	OG0012411	-	XP_020907313.1	XP_001625019.2	XP_022802572.1	
N0.HOG0012640	OG0012412	-	XP_020907342.1	XP_032223587.1	XP_022799628.1	
N0.HOG0012641	OG0012413	-	XP_020907363.1	XP_032230634.2	XP_022799619.1	
N0.HOG0012642	OG0012414	-	XP_020907381.1	XP_048588824.1	XP_022779157.1	
N0.HOG0012643	OG0012415	-	XP_020907385.2	XP_048580187.1	XP_022797582.1	
N0.HOG0012644	OG0012416	-	XP_020907420.1	XP_048587897.1	XP_022795584.1	
N0.HOG0012645	OG0012417	-	XP_020907437.1	XP_032241488.2	XP_022788575.1	
N0.HOG0012646	OG0012418	-	XP_020907440.1	XP_001634967.2	XP_022787450.1	
N0.HOG0012647	OG0012419	-	XP_020907441.1	XP_001637932.2	XP_022798719.1	
N0.HOG0012648	OG0012420	-	XP_020907459.1	XP_048584610.1	XP_022781793.1	
N0.HOG0012649	OG0012421	-	XP_020907461.1	XP_001631812.1	XP_022786168.1	
N0.HOG0012650	OG0012422	-	XP_020907466.1	XP_048584688.1	XP_022781725.1	
N0.HOG0012651	OG0012423	-	XP_020907474.1	XP_048584687.1	XP_022781704.1	
N0.HOG0012652	OG0012424	-	XP_020907490.1	XP_032222722.2	XP_022779025.1	
N0.HOG0012653	OG0012425	-	XP_020907503.1	XP_032222565.2	XP_022779069.1	
N0.HOG0012654	OG0012426	-	XP_020907564.1	XP_032237789.1	XP_022786192.1	
N0.HOG0012655	OG0012427	-	XP_028514530.1, XP_020907585.1	XP_048579984.1		
N0.HOG0012656	OG0012428	-	XP_020907588.1	XP_032236561.1	XP_022786163.1	
N0.HOG0012657	OG0012429	-	XP_020907599.1	XP_001637626.2	XP_022789174.1	
N0.HOG0012658	OG0012430	-	XP_020907632.2	XP_032241050.2, XP_032241059.2		
N0.HOG0012659	OG0012431	-	XP_020907641.1	XP_032241211.2	XP_022806366.1	
N0.HOG0012660	OG0012432	-	XP_020907663.1	XP_001637251.2	XP_022788911.1	
N0.HOG0012661	OG0012433	-	XP_020907673.1	XP_001632739.1	XP_022796181.1	
N0.HOG0012662	OG0012434	-	XP_020907686.1	XP_032231351.2	XP_022782280.1	
N0.HOG0012663	OG0012435	-	XP_020907690.1	XP_032221666.2	XP_022796481.1	
N0.HOG0012664	OG0012436	-	XP_020907699.1	XP_001636162.1	XP_022777685.1	
N0.HOG0012665	OG0012437	-	XP_020907703.1	XP_001627691.1	XP_022803292.1	
N0.HOG0012666	OG0012438	-	XP_020907707.1		XP_022806134.1	Xe_008435-T1
N0.HOG0012667	OG0012439	-	XP_020907710.1	XP_032221669.1	XP_022796476.1	
N0.HOG0012668	OG0012440	-	XP_020907757.1	XP_048582698.1	XP_022798397.1	
N0.HOG0012669	OG0012441	-	XP_020907770.1	XP_032218433.2	XP_022802679.1	
N0.HOG0012670	OG0012442	-	XP_020907783.1	XP_032231396.2	XP_022804464.1	
N0.HOG0012671	OG0012443	-	XP_020907802.1	XP_032231412.1	XP_022804475.1	
N0.HOG0012672	OG0012444	-	XP_020907806.1	XP_001629115.2	XP_022806153.1	
N0.HOG0012673	OG0012445	-	XP_020907829.1	XP_032231213.2	XP_022788239.1	
N0.HOG0012674	OG0012446	-	XP_020907841.1	XP_032218009.2	XP_022803402.1	
N0.HOG0012675	OG0012447	-	XP_020907852.1	XP_032225984.2	XP_022778169.1	
N0.HOG0012676	OG0012448	-	XP_020907875.1	XP_001630386.2	XP_022794940.1	
N0.HOG0012677	OG0012449	-	XP_020907879.1	XP_048577700.1	XP_022781144.1	
N0.HOG0012678	OG0012450	-	XP_020907920.1	XP_001626550.2, XP_001637622.1		
N0.HOG0012679	OG0012451	-	XP_020907933.1	XP_048584530.1	XP_022796614.1	
N0.HOG0012680	OG0012452	-	XP_020907978.1	XP_048589004.1	XP_022798423.1	
N0.HOG0012681	OG0012453	-	XP_020907988.2, XP_028514129.1		XP_022779593.1	
N0.HOG0012682	OG0012454	-	XP_020907999.1	XP_001626162.2	XP_022792969.1	
N0.HOG0012683	OG0012455	-	XP_020908008.1	XP_001626176.2	XP_022798464.1	
N0.HOG0012684	OG0012456	-	XP_020908028.1		XP_022806868.1	Xe_018345-T1
N0.HOG0012685	OG0012457	-	XP_020908031.1	XP_032234288.1	XP_022801113.1	
N0.HOG0012686	OG0012458	-	XP_020908042.1	XP_048585061.1	XP_022784646.1	
N0.HOG0012687	OG0012459	-	XP_020908048.1	XP_048588904.1		Xe_015750-T1
N0.HOG0012688	OG0012460	-	XP_020908772.1, XP_020908051.1	XP_032243172.2		
N0.HOG0012689	OG0012461	-	XP_020908061.1	XP_032232454.1	XP_022801777.1	
N0.HOG0012690	OG0012462	-	XP_020908072.1	XP_032236940.2	XP_022779167.1	
N0.HOG0012691	OG0012463	-	XP_020908073.1	XP_001622346.3	XP_022801778.1	
N0.HOG0012692	OG0012464	-	XP_020908080.1	XP_048588831.1	XP_022788632.1	
N0.HOG0012693	OG0012465	-	XP_020908087.1	XP_032236104.1	XP_022788588.1	
N0.HOG0012694	OG0012466	-	XP_020908092.1	XP_001635602.2	XP_022792567.1	
N0.HOG0012695	OG0012467	-	XP_020908113.1	XP_032234293.2	XP_022779116.1	
N0.HOG0012696	OG0012468	-	XP_020908117.1	XP_048588713.1		Xe_015899-T1
N0.HOG0012697	OG0012469	-	XP_020908143.1	XP_001623813.1	XP_022790906.1	
N0.HOG0012698	OG0012470	-	XP_020908183.1	XP_032242045.1	XP_022779683.1	
N0.HOG0012699	OG0012471	-	XP_020908184.1	XP_001634638.3	XP_022783092.1	
N0.HOG0012700	OG0012472	-	XP_020908199.2	XP_032225974.2	XP_022789690.1	
N0.HOG0012701	OG0012473	-	XP_020908204.1	XP_032225975.1	XP_022803507.1	
N0.HOG0012702	OG0012474	-	XP_020908213.1	XP_001637800.1	XP_022807112.1	
N0.HOG0012703	OG0012475	-	XP_020908214.1	XP_048584053.1	XP_022801212.1	
N0.HOG0012704	OG0012476	-	XP_020908246.1	XP_032223011.1	XP_022798286.1	
N0.HOG0012705	OG0012477	-	XP_020908250.1	XP_001630046.1	XP_022801303.1	
N0.HOG0012706	OG0012478	-	XP_020908251.1	XP_032233363.2	XP_022795391.1	
N0.HOG0012707	OG0012479	-	XP_020910465.1, XP_020910469.1, XP_020908257.2			
N0.HOG0012708	OG0012480	-	XP_020908266.1	XP_001634774.2	XP_022804769.1	
N0.HOG0012709	OG0012481	-	XP_020908267.1	XP_032240074.2	XP_022804777.1	
N0.HOG0012710	OG0012482	-	XP_020908274.1	XP_048585127.1	XP_022796986.1	
N0.HOG0012711	OG0012483	-	XP_020908299.1	XP_032221596.2	XP_022780911.1	
N0.HOG0012712	OG0012484	-	XP_020908319.1	XP_001636324.1	XP_022790125.1	
N0.HOG0012713	OG0012485	-	XP_020908323.1	XP_001647521.2	XP_022791615.1	
N0.HOG0012714	OG0012486	-	XP_020908332.1	XP_048580085.1		Xe_022246-T1
N0.HOG0012715	OG0012487	-	XP_020908353.1	XP_001624490.2	XP_022790726.1	
N0.HOG0012716	OG0012488	-	XP_020908360.1	XP_048588917.1	XP_022779186.1	
N0.HOG0012717	OG0012489	-	XP_020908417.1	XP_048580192.1	XP_022785585.1	
N0.HOG0012718	OG0012490	-	XP_020908420.1	XP_001635489.1	XP_022808235.1	
N0.HOG0012719	OG0012491	-	XP_028517086.1, XP_020908425.1	XP_001635402.2		
N0.HOG0012720	OG0012492	-	XP_020908442.1		XP_022778572.1, XP_022778731.1	
N0.HOG0012721	OG0012493	-	XP_028519752.1, XP_020908456.1	XP_032225183.2		
N0.HOG0012722	OG0012494	-	XP_020908458.1	XP_032235289.2	XP_022797146.1	
N0.HOG0012723	OG0012495	-	XP_020908459.1	XP_048589476.1	XP_022797163.1	
N0.HOG0012724	OG0012496	-	XP_020908537.1	XP_032233991.1	XP_022780520.1	
N0.HOG0012725	OG0012497	-	XP_020908539.1	XP_032238115.2	XP_022800773.1	
N0.HOG0012726	OG0012498	-	XP_020908542.1	XP_048581585.1		Xe_027527-T2
N0.HOG0012727	OG0012499	-	XP_020908560.1	XP_048587424.1	XP_022785279.1	
N0.HOG0012728	OG0012500	-	XP_020908568.1	XP_032237325.1	XP_022801695.1	
N0.HOG0012729	OG0012501	-	XP_020914968.1, XP_020908578.1	XP_001633039.2		
N0.HOG0012730	OG0012502	-	XP_020908620.1	XP_001632987.2	XP_022797154.1	
N0.HOG0012731	OG0012503	-	XP_020908625.1	XP_001635041.3	XP_022791602.1	
N0.HOG0012732	OG0012504	-	XP_020908642.1	XP_032222229.2	XP_022806992.1	
N0.HOG0012733	OG0012505	-	XP_020908646.1	XP_032235042.1	XP_022801003.1	
N0.HOG0012734	OG0012506	-	XP_020908650.1	XP_032235358.1	XP_022785520.1	
N0.HOG0012735	OG0012507	-	XP_020908654.1	XP_032235357.1	XP_022785519.1	
N0.HOG0012736	OG0012508	-	XP_020908664.1	XP_032230827.1	XP_022782453.1	
N0.HOG0012737	OG0012509	-	XP_028512669.1, XP_020916758.1, XP_020908671.1			
N0.HOG0012738	OG0012510	-	XP_020908677.2	XP_001633591.2	XP_022782439.1	
N0.HOG0012739	OG0012511	-	XP_020908694.1	XP_001627594.3	XP_022782299.1	
N0.HOG0012740	OG0012512	-	XP_020908696.1	XP_001636909.3	XP_022782369.1	
N0.HOG0012741	OG0012513	-	XP_020908697.1	XP_032221103.2	XP_022782407.1	
N0.HOG0012742	OG0012514	-	XP_020908718.1	XP_048575665.1	XP_022784937.1	
N0.HOG0012743	OG0012515	-	XP_020908784.2	XP_032230489.2	XP_022790785.1	
N0.HOG0012744	OG0012516	-	XP_020908801.1	XP_001628418.1	XP_022791520.1	
N0.HOG0012745	OG0012517	-	XP_020908807.1	XP_001628419.1	XP_022792524.1	
N0.HOG0012746	OG0012518	-	XP_020908839.1	XP_001632744.2	XP_022799905.1	
N0.HOG0012747	OG0012519	-	XP_020908842.1	XP_001638119.1	XP_022792388.1	
N0.HOG0012748	OG0012520	-	XP_020908852.1	XP_032231422.2	XP_022799242.1	
N0.HOG0012749	OG0012521	-	XP_020908855.1	XP_048588756.1	XP_022798303.1	
N0.HOG0012750	OG0012522	-	XP_020908868.1	XP_032217712.2	XP_022810644.1	
N0.HOG0012751	OG0012523	-	XP_020913151.1, XP_028512426.1, XP_020908915.1			
N0.HOG0012752	OG0012524	-	XP_020908933.1, XP_020908950.2	XP_001631429.2		
N0.HOG0012753	OG0012525	-	XP_020908965.1	XP_001627062.2	XP_022802180.1	
N0.HOG0012754	OG0012526	-	XP_020908966.1	XP_032222630.2	XP_022789396.1	
N0.HOG0012755	OG0012527	-	XP_020908967.2	XP_001641375.2	XP_022789328.1	
N0.HOG0012756	OG0012528	-	XP_020908979.1	XP_032222631.1	XP_022789385.1	
N0.HOG0012757	OG0012529	-	XP_020908990.1	XP_048585589.1, XP_048584519.1		
N0.HOG0012758	OG0012530	-	XP_020909004.1	XP_001630503.2	XP_022792254.1	
N0.HOG0012759	OG0012531	-	XP_020909021.1	XP_032231875.2	XP_022780682.1	
N0.HOG0012760	OG0012532	-	XP_020909028.1	XP_032240346.1	XP_022787519.1	
N0.HOG0012761	OG0012533	-	XP_020909040.1		XP_022795447.1, XP_022795464.1	
N0.HOG0012762	OG0012534	-	XP_020909071.1	XP_032220942.2	XP_022803947.1	
N0.HOG0012763	OG0012535	-	XP_020909075.1, XP_028517296.1, XP_020909076.1			
N0.HOG0012764	OG0012536	-	XP_020909102.2	XP_001639063.3	XP_022794024.1	
N0.HOG0012765	OG0012537	-	XP_020909103.1		XP_022795916.1	Xe_014318-T1
N0.HOG0012766	OG0012538	-	XP_020909106.1	XP_048585425.1	XP_022784706.1	
N0.HOG0012767	OG0012539	-	XP_020909112.1	XP_001640743.2	XP_022784662.1	
N0.HOG0012768	OG0012540	-	XP_020909122.1	XP_001623650.2	XP_022792098.1	
N0.HOG0012769	OG0012541	-	XP_020909140.1		XP_022792099.1	Xe_004534-T1
N0.HOG0012770	OG0012542	-	XP_020909143.1	XP_001636667.1	XP_022780569.1	
N0.HOG0012771	OG0012543	-	XP_020909175.1	XP_032241288.2, XP_001635765.2		
N0.HOG0012772	OG0012544	-	XP_020909186.1, XP_020909185.1	XP_001630789.2		
N0.HOG0012773	OG0012545	-	XP_020909189.1	XP_001637491.1	XP_022802310.1	
N0.HOG0012774	OG0012546	-	XP_020909207.1	XP_032238357.2	XP_022782200.1	
N0.HOG0012775	OG0012547	-	XP_020909212.1	XP_032237193.2	XP_022779448.1	
N0.HOG0012776	OG0012548	-	XP_020909214.1	XP_001632342.3		Xe_003264-T1
N0.HOG0012777	OG0012549	-	XP_020909216.1	XP_032217718.1	XP_022784529.1	
N0.HOG0012778	OG0012550	-	XP_020909217.1		XP_022792830.1	Xe_012357-T1
N0.HOG0012779	OG0012551	-	XP_020909220.1	XP_032225788.1	XP_022792860.1	
N0.HOG0012780	OG0012552	-	XP_020909222.1	XP_001622863.1	XP_022792781.1	
N0.HOG0012781	OG0012553	-	XP_020909233.1	XP_032219611.1	XP_022808298.1	
N0.HOG0012782	OG0012554	-	XP_020909236.1	XP_032237183.2	XP_022779446.1	
N0.HOG0012783	OG0012555	-	XP_020909257.1	XP_048586543.1		Xe_011806-T1
N0.HOG0012784	OG0012556	-	XP_020909265.1	XP_001640616.2	XP_022790786.1	
N0.HOG0012785	OG0012557	-	XP_020909267.1	XP_032221649.1		Xe_012466-T1
N0.HOG0012786	OG0012558	-	XP_020909270.1	XP_032237210.2	XP_022784398.1	
N0.HOG0012787	OG0012559	-	XP_020909276.1	XP_032232513.2	XP_022787148.1	
N0.HOG0012788	OG0012560	-	XP_020909300.1	XP_032240447.2	XP_022788010.1	
N0.HOG0012789	OG0012561	-	XP_020909301.1	XP_001632324.1	XP_022784293.1	
N0.HOG0012790	OG0012562	-	XP_020909312.1	XP_032219630.2	XP_022789472.1	
N0.HOG0012791	OG0012563	-	XP_020909314.1	XP_032224633.2	XP_022804028.1	
N0.HOG0012792	OG0012564	-	XP_020909327.1	XP_032232053.2	XP_022792423.1	
N0.HOG0012793	OG0012565	-	XP_020909330.1	XP_032228193.2	XP_022784298.1	
N0.HOG0012794	OG0012566	-	XP_020909339.1	XP_048586321.1	XP_022800438.1	
N0.HOG0012795	OG0012567	-	XP_020909340.1	XP_001632302.2	XP_022789419.1	
N0.HOG0012796	OG0012568	-	XP_020909343.1	XP_032221805.2	XP_022808299.1	
N0.HOG0012797	OG0012569	-	XP_020909361.1	XP_001624168.1	XP_022787197.1	
