HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0005470	OG0005277	n0	XP_020895614.1	XP_001624909.2		
N2.HOG0005471	OG0005278	n0	XP_020895615.1	XP_032228130.2		
N2.HOG0005472	OG0005279	n0	XP_020895616.1	XP_001624910.2		
N2.HOG0005473	OG0005280	n0	XP_020895622.1	XP_001634096.3		
N2.HOG0005474	OG0005281	n0	XP_020895623.1	XP_032224268.2		
N2.HOG0005475	OG0005282	n0	XP_020895624.1	XP_032225299.2		
N2.HOG0005476	OG0005283	n0	XP_020895625.1	XP_048577979.1		
N2.HOG0005477	OG0005284	n0	XP_020895633.1	XP_032238167.1		
N2.HOG0005478	OG0005285	n0	XP_020895635.1	XP_032228131.1		
N2.HOG0005479	OG0005286	n0	XP_020895636.1	XP_048577743.1		
N2.HOG0005480	OG0005287	n0	XP_020895640.1	XP_001630637.2		
N2.HOG0005481	OG0005288	n0	XP_020895642.1	XP_001634099.1		
N2.HOG0005482	OG0005289	n0	XP_020895644.1	XP_032242470.2		
N2.HOG0005483	OG0005290	n0	XP_020895650.1	XP_001624350.1		
N2.HOG0005484	OG0005291	n0	XP_020895658.1	XP_001624344.3		
N2.HOG0005485	OG0005292	n0	XP_020895670.1	XP_048577449.1		
N2.HOG0005486	OG0005293	n0	XP_020895671.1	XP_001625953.1		
N2.HOG0005487	OG0005294	n0	XP_020895672.1	XP_048577820.1		
N2.HOG0005488	OG0005295	n0	XP_020895677.1	XP_048577491.1		
N2.HOG0005489	OG0005296	n0	XP_020895679.1	XP_001638736.1		
N2.HOG0005490	OG0005297	n0	XP_020895680.1	XP_001630881.2		
N2.HOG0005491	OG0005298	n0	XP_020895684.1	XP_048578233.1		
N2.HOG0005492	OG0005299	n0	XP_020895686.1	XP_048577717.1		
N2.HOG0005493	OG0005300	n0	XP_020908484.1, XP_020895719.2	XP_032240211.1		
N2.HOG0005494	OG0005301	n0	XP_020895724.1	XP_032230990.1		
N2.HOG0005495	OG0005302	n0	XP_020895730.1	XP_001639511.1		
N2.HOG0005496	OG0005303	n0	XP_020895731.1	XP_032243134.2		
N2.HOG0005497	OG0005304	n0	XP_020895733.1	XP_048583055.1		
N2.HOG0005498	OG0005305	n0	XP_020895744.1	XP_048583795.1		
N2.HOG0005499	OG0005306	n0	XP_020895749.1	XP_001622470.1		
N2.HOG0005500	OG0005307	n0	XP_020895753.1	XP_032221265.2		
N2.HOG0005501	OG0005308	n0	XP_020895763.1	XP_001632624.1		
N2.HOG0005502	OG0005309	n0	XP_020895766.1	XP_032229065.1		
N2.HOG0005503	OG0005310	n0	XP_020895768.1	XP_048580424.1		
N2.HOG0005504	OG0005311	n0	XP_020895777.1	XP_032233859.2		
N2.HOG0005505	OG0005312	n0	XP_020895779.1	XP_001628145.2		
N2.HOG0005506	OG0005313	n0	XP_020895780.1	XP_048584956.1		
N2.HOG0005507	OG0005314	n0	XP_020895782.1	XP_032241072.1		
N2.HOG0005508	OG0005315	n0	XP_020895788.1	XP_001629333.1		
N2.HOG0005509	OG0005316	n0	XP_020895790.1	XP_032238553.1		
N2.HOG0005510	OG0005317	n0	XP_020895791.1	XP_001632656.2		
N2.HOG0005511	OG0005318	n0	XP_020895793.1	XP_001641062.2		
N2.HOG0005512	OG0005319	n0	XP_020895800.1	XP_001635623.2		
N2.HOG0005513	OG0005320	n0	XP_020895803.1	XP_001641455.1		
N2.HOG0005514	OG0005321	n0	XP_020895804.1	XP_032239555.2		
N2.HOG0005515	OG0005322	n0	XP_020895805.1	XP_032225445.2		
N2.HOG0005516	OG0005323	n0	XP_020895806.1	XP_048579988.1		
N2.HOG0005517	OG0005324	n0	XP_020895807.1	XP_048578258.1		
N2.HOG0005518	OG0005325	n0	XP_020895809.1	XP_001635673.1		
N2.HOG0005519	OG0005326	n0	XP_020895811.1	XP_001626437.2		
N2.HOG0005520	OG0005327	n0	XP_020895820.1	XP_001635633.2		
N2.HOG0005521	OG0005328	n0	XP_020895821.1	XP_048582341.1		
N2.HOG0005522	OG0005329	n0	XP_020895823.1	XP_001635632.1		
N2.HOG0005523	OG0005330	n0	XP_020895827.1	XP_001640937.1		
N2.HOG0005524	OG0005331	n0	XP_020895828.1	XP_032229881.1		
N2.HOG0005525	OG0005332	n0	XP_020895831.1	XP_032228433.2		
N2.HOG0005526	OG0005333	n0	XP_020895833.1	XP_048589669.1		
N2.HOG0005527	OG0005334	n0	XP_028519294.1, XP_020895847.1			
N2.HOG0005528	OG0005335	n0	XP_020895849.1	XP_001647517.3		
N2.HOG0005529	OG0005336	n0	XP_020895850.1	XP_001635664.2		
N2.HOG0005530	OG0005337	n0	XP_020895857.1	XP_032234244.2		
N2.HOG0005531	OG0005338	n0	XP_020895865.1	XP_032236371.2		
N2.HOG0005532	OG0005339	n0	XP_020895868.1	XP_032236368.2		
N2.HOG0005533	OG0005340	n0	XP_020895869.1, XP_020917725.1	XP_048589784.1		
N2.HOG0005534	OG0005341	n0	XP_020895872.1	XP_048589259.1		
N2.HOG0005535	OG0005342	n0	XP_020895876.1	XP_048589708.1		
N2.HOG0005536	OG0005343	n0	XP_020895888.1	XP_001629940.3		
N2.HOG0005537	OG0005344	n0	XP_020895891.1	XP_048589145.1		
N2.HOG0005538	OG0005345	n0	XP_020895902.1	XP_032219262.2		
N2.HOG0005539	OG0005346	n0	XP_020895904.1	XP_032228831.1		
N2.HOG0005540	OG0005347	n0	XP_020895907.1	XP_032228833.1		
N2.HOG0005541	OG0005348	n0	XP_020895913.1	XP_048581126.1		
N2.HOG0005542	OG0005349	n0	XP_020895920.1	XP_048575725.1		
N2.HOG0005543	OG0005350	n0	XP_020895922.1	XP_001638600.2		
N2.HOG0005544	OG0005351	n0	XP_020895934.1	XP_001633500.3		
N2.HOG0005545	OG0005352	n0	XP_020895956.1	XP_048581100.1, XP_048590505.1, XP_032239884.2		
N2.HOG0005546	OG0005353	n0	XP_020895962.1	XP_032240270.2		
N2.HOG0005547	OG0005354	n0	XP_020895963.1	XP_048580089.1		
N2.HOG0005548	OG0005355	n0	XP_020895965.1	XP_048580123.1		
N2.HOG0005549	OG0005356	n0	XP_020895969.1	XP_048584356.1		
N2.HOG0005550	OG0005357	n0	XP_028519621.1, XP_020895977.1, XP_020896115.1, XP_028517946.1			
N2.HOG0005551	OG0005358	n0	XP_020895993.1	XP_048582360.1		
N2.HOG0005552	OG0005359	n0	XP_020895994.1	XP_032239447.2		
N2.HOG0005553	OG0005360	n0	XP_020895997.1	XP_032220461.2		
N2.HOG0005554	OG0005361	n0	XP_020895998.1	XP_001636595.2		
N2.HOG0005555	OG0005362	n0	XP_020896001.1	XP_032238470.2		
N2.HOG0005556	OG0005363	n0	XP_020896009.1	XP_048581796.1		
N2.HOG0005557	OG0005364	n0	XP_020896014.2	XP_048580679.1		
N2.HOG0005558	OG0005365	n0	XP_028516356.1, XP_020904467.1, XP_020896037.1			
N2.HOG0005559	OG0005366	n0	XP_020896047.1	XP_048582391.1		
N2.HOG0005560	OG0005367	n0	XP_020896056.1	XP_032234114.2		
N2.HOG0005561	OG0005368	n0	XP_020896058.1	XP_048582422.1		
N2.HOG0005562	OG0005369	n0	XP_020896059.1	XP_032242375.1		
N2.HOG0005563	OG0005370	n0	XP_020896061.1	XP_032238511.2		
N2.HOG0005564	OG0005371	n0	XP_020896063.1	XP_001629751.1		
N2.HOG0005565	OG0005372	n0	XP_020896067.1	XP_032231314.2		
N2.HOG0005566	OG0005373	n0	XP_020896068.1	XP_032231312.1		
N2.HOG0005567	OG0005374	n0	XP_020896069.1	XP_001639522.3		
N2.HOG0005568	OG0005375	n0	XP_020896070.1	XP_048582037.1		
N2.HOG0005569	OG0005376	n0	XP_020896071.1	XP_001639570.2		
N2.HOG0005570	OG0005377	n0	XP_020896072.1	XP_001631948.1		
N2.HOG0005571	OG0005378	n0	XP_020896075.1	XP_032232146.2		
N2.HOG0005572	OG0005379	n0	XP_020896076.1	XP_001639517.2		
N2.HOG0005573	OG0005380	n0	XP_020896077.1	XP_001637178.3		
N2.HOG0005574	OG0005381	n0	XP_020896079.1	XP_048582159.1		
N2.HOG0005575	OG0005382	n0	XP_020896080.1	XP_001633360.2		
N2.HOG0005576	OG0005383	n0	XP_020896082.1	XP_032236503.2		
N2.HOG0005577	OG0005384	n0	XP_020896086.1	XP_001631732.2		
N2.HOG0005578	OG0005385	n0	XP_020896093.1	XP_001629768.2		
N2.HOG0005579	OG0005386	n0	XP_020896094.1	XP_001629747.2		
N2.HOG0005580	OG0005387	n0	XP_020896096.1, XP_020896099.1	XP_032225600.2		
N2.HOG0005581	OG0005388	n0	XP_020896103.1	XP_048581979.1		
N2.HOG0005582	OG0005389	n0	XP_020896111.1	XP_032243074.2		
N2.HOG0005583	OG0005390	n0	XP_020896112.2	XP_048582342.1		
N2.HOG0005584	OG0005391	n0	XP_020896118.1	XP_048582424.1		
N2.HOG0005585	OG0005392	n0	XP_020896121.1	XP_032223693.1		
N2.HOG0005586	OG0005393	n0	XP_020896133.1	XP_048590645.1		
N2.HOG0005587	OG0005394	n0	XP_020896135.1	XP_032243328.2		
N2.HOG0005588	OG0005395	n0	XP_020896137.1	XP_032239553.1		
N2.HOG0005589	OG0005396	n0	XP_020896139.1	XP_032232322.1		
N2.HOG0005590	OG0005397	n0	XP_020896143.1	XP_048579784.1		
N2.HOG0005591	OG0005398	n0	XP_020896145.1	XP_001626514.2		
N2.HOG0005592	OG0005399	n0	XP_020896161.1	XP_032232321.2		
N2.HOG0005593	OG0005400	n0	XP_020896166.1	XP_032243069.2		
N2.HOG0005594	OG0005401	n0	XP_020896177.1	XP_001625860.2		
N2.HOG0005595	OG0005402	n0	XP_020896178.1	XP_001637535.1		
N2.HOG0005596	OG0005403	n0	XP_020896179.1	XP_032219051.1		
N2.HOG0005597	OG0005404	n0	XP_020896181.1	XP_032233287.1		
N2.HOG0005598	OG0005405	n0	XP_020896184.1	XP_032237036.1		
N2.HOG0005599	OG0005406	n0	XP_020896185.1	XP_032219685.1		
N2.HOG0005600	OG0005407	n0	XP_020896187.1	XP_001638385.2		
N2.HOG0005601	OG0005408	n0	XP_020896188.1	XP_048590277.1		
N2.HOG0005602	OG0005409	n0	XP_020896194.1	XP_001638384.2		
N2.HOG0005603	OG0005410	n0	XP_020896197.1	XP_001632163.2		
N2.HOG0005604	OG0005411	n0	XP_020896199.1	XP_048590378.1		
N2.HOG0005605	OG0005412	n0	XP_020896200.1	XP_032240215.1		
N2.HOG0005606	OG0005413	n0	XP_028513697.1, XP_020896201.1, XP_028513690.1			
N2.HOG0005607	OG0005414	n0	XP_020896202.1	XP_048590571.1		
N2.HOG0005608	OG0005415	n0	XP_020896215.1	XP_048581791.1		
N2.HOG0005609	OG0005416	n0	XP_020896224.1	XP_032219468.1		
N2.HOG0005610	OG0005417	n0	XP_020896225.1	XP_001638948.3		
N2.HOG0005611	OG0005418	n0	XP_020896231.1	XP_001632646.2		
N2.HOG0005612	OG0005419	n0	XP_020896234.1	XP_048585850.1		
N2.HOG0005613	OG0005420	n0	XP_020896235.1	XP_032243076.2		
N2.HOG0005614	OG0005421	n0	XP_020896246.1	XP_048581177.1		
N2.HOG0005615	OG0005422	n0	XP_020896256.1	XP_001638230.1		
N2.HOG0005616	OG0005423	n0	XP_020896258.1	XP_001638255.2		
N2.HOG0005617	OG0005424	n0	XP_020896259.1	XP_001637231.2		
N2.HOG0005618	OG0005425	n0	XP_020896261.1	XP_032243067.2		
N2.HOG0005619	OG0005426	n0	XP_020896263.1	XP_048588286.1		
N2.HOG0005620	OG0005427	n0	XP_020896281.1	XP_032243125.1		
N2.HOG0005621	OG0005428	n0	XP_020896285.1	XP_032221330.1		
N2.HOG0005622	OG0005429	n0	XP_020896288.1	XP_001622502.3		
N2.HOG0005623	OG0005430	n0	XP_020896289.1	XP_001623402.2		
N2.HOG0005624	OG0005431	n0	XP_020896291.1	XP_032226352.2		
N2.HOG0005625	OG0005432	n0	XP_020896298.1	XP_001630310.1		
N2.HOG0005626	OG0005433	n0	XP_020896306.2	XP_048579867.1		
N2.HOG0005627	OG0005434	n0	XP_020896311.1	XP_048579870.1		
N2.HOG0005628	OG0005435	n0	XP_020896314.1, XP_020896313.1	XP_001622431.3		
N2.HOG0005629	OG0005436	n0	XP_020896317.1	XP_032219671.2		
N2.HOG0005630	OG0005437	n0	XP_020896319.1	XP_048587883.1		
N2.HOG0005631	OG0005438	n0	XP_020896320.1	XP_048583199.1		
N2.HOG0005632	OG0005439	n0	XP_020896321.1	XP_048578101.1		
N2.HOG0005633	OG0005440	n0	XP_020896322.1	XP_001637205.1		
N2.HOG0005634	OG0005441	n0	XP_020896325.2	XP_032243144.1		
N2.HOG0005635	OG0005442	n0	XP_020896326.1	XP_032219676.1		
N2.HOG0005636	OG0005443	n0	XP_020896331.1	XP_001635443.1		
N2.HOG0005637	OG0005444	n0	XP_020896343.1	XP_048587040.1		
N2.HOG0005638	OG0005445	n0	XP_020896347.1	XP_032240931.1		
N2.HOG0005639	OG0005446	n0	XP_020896348.1			
N2.HOG0005640	OG0005447	n0	XP_020896351.1	XP_032240888.1		
N2.HOG0005641	OG0005448	n0	XP_020896355.2	XP_032231683.2		
N2.HOG0005642	OG0005449	n0	XP_020896357.1	XP_048587037.1		
N2.HOG0005643	OG0005450	n0	XP_020896358.1	XP_001635481.3		
N2.HOG0005644	OG0005451	n0	XP_020896391.1	XP_032240929.1		
N2.HOG0005645	OG0005452	n0	XP_020896392.1, XP_028517347.1	XP_001640609.2		
N2.HOG0005646	OG0005453	n0	XP_020896400.1	XP_032232270.1		
N2.HOG0005647	OG0005454	n0	XP_020896405.2	XP_001635485.2		
N2.HOG0005648	OG0005455	n0	XP_020896406.1	XP_032240928.1		
N2.HOG0005649	OG0005456	n0	XP_020896430.1	XP_032219736.2		
N2.HOG0005650	OG0005457	n0	XP_020896436.1	XP_048585101.1		
N2.HOG0005651	OG0005458	n0	XP_020896439.1	XP_032222580.2		
N2.HOG0005652	OG0005459	n0	XP_028515036.1, XP_020896451.1	XP_048582118.1, XP_001628321.1		
N2.HOG0005653	OG0005460	n0	XP_020896461.1	XP_001628437.3		
N2.HOG0005654	OG0005461	n0	XP_020896466.2	XP_032242606.1		
N2.HOG0005655	OG0005462	n0	XP_020896467.1	XP_032233496.2		
N2.HOG0005656	OG0005463	n0	XP_020896469.1	XP_032242610.1		
N2.HOG0005657	OG0005464	n0	XP_020896470.1	XP_048577016.1		
N2.HOG0005658	OG0005465	n0	XP_020896472.1	XP_032243267.1		
N2.HOG0005659	OG0005466	n0	XP_020896474.1	XP_032232271.1		
N2.HOG0005660	OG0005467	n0	XP_020896480.1	XP_032237953.2		
N2.HOG0005661	OG0005468	n0	XP_020896486.1	XP_001628415.2		
N2.HOG0005662	OG0005469	n0	XP_020896487.1	XP_048579811.1		
N2.HOG0005663	OG0005470	n0	XP_020896490.1	XP_032240330.2		
N2.HOG0005664	OG0005471	n0	XP_020896492.1	XP_032226915.2		
N2.HOG0005665	OG0005472	n0	XP_020896497.1	XP_001627051.1		
N2.HOG0005666	OG0005473	n0	XP_020896498.1	XP_001641645.2		
N2.HOG0005667	OG0005474	n0	XP_020896501.1, XP_020899219.1	XP_048588119.1		
N2.HOG0005668	OG0005475	n0	XP_020896525.1, XP_020899231.1	XP_001632032.3		
N2.HOG0005669	OG0005476	n0	XP_020896530.1	XP_001625251.3		
N2.HOG0005670	OG0005477	n0	XP_020910943.1, XP_020896533.1	XP_032231581.2		
N2.HOG0005671	OG0005478	n0	XP_020896542.1	XP_032230931.2		
N2.HOG0005672	OG0005479	n0	XP_020896546.1	XP_048588747.1		
N2.HOG0005673	OG0005480	n0	XP_020896554.1	XP_048590212.1		
N2.HOG0005674	OG0005481	n0	XP_020896555.1	XP_032218930.2		
N2.HOG0005675	OG0005482	n0	XP_020896556.1	XP_032219057.2		
N2.HOG0005676	OG0005483	n0	XP_020896558.1	XP_001634617.2		
N2.HOG0005677	OG0005484	n0	XP_020896565.1	XP_001628349.2		
N2.HOG0005678	OG0005485	n0	XP_020896566.2	XP_001628329.2		
N2.HOG0005679	OG0005486	n0	XP_020896568.1	XP_032232312.1		
N2.HOG0005680	OG0005487	n0	XP_020896574.1	XP_001628350.1		
N2.HOG0005681	OG0005488	n0	XP_020896579.1	XP_032226244.1		
N2.HOG0005682	OG0005489	n0	XP_020896581.1	XP_001631558.3		
N2.HOG0005683	OG0005490	n0	XP_020896585.1	XP_001628328.1		
N2.HOG0005684	OG0005491	n0	XP_020896612.1	XP_032220532.1		
N2.HOG0005685	OG0005492	n0	XP_020896618.1	XP_001635226.3		
N2.HOG0005686	OG0005493	n0	XP_020896632.1	XP_048577098.1		
N2.HOG0005687	OG0005494	n0	XP_020896637.1	XP_032219162.2		
N2.HOG0005688	OG0005495	n0	XP_020896643.2	XP_001638010.1		
N2.HOG0005689	OG0005496	n0	XP_020896650.1	XP_001638485.2		
N2.HOG0005690	OG0005497	n0	XP_020896652.1	XP_001626021.1		
N2.HOG0005691	OG0005498	n0	XP_020905911.1, XP_028517751.1, XP_020896656.1	XP_048587692.1		
N2.HOG0005692	OG0005499	n0	XP_020896671.1	XP_032242481.2		
N2.HOG0005693	OG0005500	n0	XP_020896680.1	XP_001623001.3		
N2.HOG0005694	OG0005501	n0	XP_020896697.1	XP_001638781.2		
N2.HOG0005695	OG0005502	n0	XP_020896707.1	XP_001636767.3		
N2.HOG0005696	OG0005503	n0	XP_020896708.1	XP_032235155.2		
N2.HOG0005697	OG0005504	n0	XP_020896709.1	XP_001636725.3		
N2.HOG0005698	OG0005505	n0	XP_020896717.1	XP_032221819.2		
N2.HOG0005699	OG0005506	n0	XP_020896725.1	XP_032219514.2		
N2.HOG0005700	OG0005507	n0	XP_020896728.1	XP_001640689.1		
N2.HOG0005701	OG0005508	n0	XP_020896729.1	XP_032221687.1		
N2.HOG0005702	OG0005509	n0	XP_020896733.1	XP_001636174.1		
N2.HOG0005703	OG0005510	n0	XP_020896734.1	XP_048586381.1		
N2.HOG0005704	OG0005511	n0	XP_020896737.1	XP_048585779.1		
N2.HOG0005705	OG0005512	n0	XP_020896739.1	XP_032231872.2		
N2.HOG0005706	OG0005513	n0	XP_020896751.1	XP_001632217.1		
N2.HOG0005707	OG0005514	n0	XP_020896752.2	XP_032237108.1		
N2.HOG0005708	OG0005515	n0	XP_020896754.2	XP_032237135.2		
N2.HOG0005709	OG0005516	n0	XP_020896755.1	XP_048586027.1		
N2.HOG0005710	OG0005517	n0	XP_020896757.1	XP_001640531.2		
N2.HOG0005711	OG0005518	n0	XP_020896758.1	XP_001635091.2		
N2.HOG0005712	OG0005519	n0	XP_020896759.1	XP_001640639.3		
N2.HOG0005713	OG0005520	n0	XP_020896762.1	XP_048586403.1		
N2.HOG0005714	OG0005521	n0	XP_020896764.1	XP_032237128.1		
N2.HOG0005715	OG0005522	n0	XP_020896765.1	XP_032227227.2		
N2.HOG0005716	OG0005523	n0	XP_020896769.1	XP_032235767.1		
N2.HOG0005717	OG0005524	n0	XP_020896775.1	XP_048580735.1		
N2.HOG0005718	OG0005525	n0	XP_020896777.1	XP_001625120.2		
N2.HOG0005719	OG0005526	n0	XP_020896778.2	XP_048576357.1		
N2.HOG0005720	OG0005527	n0	XP_020896781.1	XP_001625345.1		
N2.HOG0005721	OG0005528	n0	XP_020896787.1	XP_032221661.2		
N2.HOG0005722	OG0005529	n0	XP_020896790.1	XP_001640605.1		
N2.HOG0005723	OG0005530	n0	XP_020896792.1	XP_032227506.1		
N2.HOG0005724	OG0005531	n0	XP_020896794.1	XP_001624361.1		
N2.HOG0005725	OG0005532	n0	XP_020896801.1	XP_001632316.3		
N2.HOG0005726	OG0005533	n0	XP_020896820.2	XP_032239841.2		
N2.HOG0005727	OG0005534	n0	XP_020896821.1	XP_001631143.3		
N2.HOG0005728	OG0005535	n0	XP_020896823.1	XP_032221803.1, XP_001640600.1		
N2.HOG0005729	OG0005536	n0	XP_020896834.1	XP_001640651.1		
N2.HOG0005730	OG0005537	n0	XP_020896841.1	XP_001624055.1		
N2.HOG0005731	OG0005538	n0	XP_020896843.1	XP_048585854.1		
N2.HOG0005732	OG0005539	n0	XP_020896847.1	XP_032227239.2		
N2.HOG0005733	OG0005540	n0	XP_020896848.1	XP_001632270.2		
N2.HOG0005734	OG0005541	n0	XP_020896849.1	XP_001632224.2		
N2.HOG0005735	OG0005542	n0	XP_020896867.1	XP_048585919.1		
N2.HOG0005736	OG0005543	n0	XP_020896877.1	XP_001634252.2		
N2.HOG0005737	OG0005544	n0	XP_020896886.1	XP_001624181.2		
N2.HOG0005738	OG0005545	n0	XP_020896887.1	XP_048579486.1		
N2.HOG0005739	OG0005546	n0	XP_020896889.1	XP_001632254.2		
N2.HOG0005740	OG0005547	n0	XP_020896898.1	XP_001641161.2		
N2.HOG0005741	OG0005548	n0	XP_020896902.1	XP_048586353.1		
N2.HOG0005742	OG0005549	n0	XP_020896903.1	XP_032234545.2, XP_032233626.2		
N2.HOG0005743	OG0005550	n0	XP_020896904.1	XP_001631203.1		
N2.HOG0005744	OG0005551	n0	XP_020896905.1	XP_001632219.1		
N2.HOG0005745	OG0005552	n0	XP_020896910.1	XP_048585923.1		
N2.HOG0005746	OG0005553	n0	XP_020896916.1	XP_032228667.2		
N2.HOG0005747	OG0005554	n0	XP_020896919.1	XP_032237143.1		
N2.HOG0005748	OG0005555	n0	XP_020896926.1	XP_001630201.2		
N2.HOG0005749	OG0005556	n0	XP_020896937.1, XP_020905625.1, XP_028516256.1, XP_028516255.1			
N2.HOG0005750	OG0005557	n0	XP_020896953.1	XP_032221663.2		
N2.HOG0005751	OG0005558	n0	XP_020896957.1	XP_001622870.2		
N2.HOG0005752	OG0005559	n0	XP_020896964.1	XP_001638817.3		
N2.HOG0005753	OG0005560	n0	XP_020896969.1	XP_001634972.2		
N2.HOG0005754	OG0005561	n0	XP_020896976.1	XP_048586566.1		
N2.HOG0005755	OG0005562	n0	XP_020896988.1	XP_048579484.1		
N2.HOG0005756	OG0005563	n0	XP_020896994.1	XP_048585707.1		
N2.HOG0005757	OG0005564	n0	XP_020897002.1	XP_032221707.2		
N2.HOG0005758	OG0005565	n0	XP_028513941.1, XP_020897018.1	XP_048576617.1, XP_048576614.1		
N2.HOG0005759	OG0005566	n0	XP_020897026.1	XP_001635706.2		
N2.HOG0005760	OG0005567	n0	XP_020897029.1	XP_048584967.1		
N2.HOG0005761	OG0005568	n0	XP_020897033.2	XP_048585179.1		
N2.HOG0005762	OG0005569	n0	XP_020897034.1	XP_001635169.1		
N2.HOG0005763	OG0005570	n0	XP_020897037.1	XP_001634826.2		
N2.HOG0005764	OG0005571	n0	XP_020897049.1	XP_032233030.2		
N2.HOG0005765	OG0005572	n0	XP_020897051.1	XP_032240642.2		
N2.HOG0005766	OG0005573	n0	XP_020897052.1	XP_001635272.1		
N2.HOG0005767	OG0005574	n0	XP_020897112.2, XP_020897056.2	XP_001624437.2		
N2.HOG0005768	OG0005575	n0	XP_020897057.1	XP_032222537.2		
N2.HOG0005769	OG0005576	n0	XP_020897059.1	XP_001625640.1		
N2.HOG0005770	OG0005577	n0	XP_020897060.1	XP_001623179.1		
N2.HOG0005771	OG0005578	n0	XP_020897061.1	XP_032222071.2		
N2.HOG0005772	OG0005579	n0	XP_020897062.1, XP_020910324.1, XP_020911642.2	XP_001626521.2		
N2.HOG0005773	OG0005580	n0	XP_020897065.1	XP_001640776.3		
N2.HOG0005774	OG0005581	n0	XP_020897071.1	XP_048584811.1		
N2.HOG0005775	OG0005582	n0	XP_020897074.1	XP_001635219.2		
N2.HOG0005776	OG0005583	n0	XP_020897076.1	XP_001630958.2		
N2.HOG0005777	OG0005584	n0	XP_020897078.1	XP_048578232.1		
N2.HOG0005778	OG0005585	n0	XP_020897080.1			
N2.HOG0005779	OG0005586	n0	XP_020897083.1	XP_048584835.1		
N2.HOG0005780	OG0005587	n0	XP_020897084.1	XP_001639706.3		
N2.HOG0005781	OG0005588	n0	XP_020897086.1	XP_001623190.1		
N2.HOG0005782	OG0005589	n0	XP_020897088.1	XP_032233214.2		
N2.HOG0005783	OG0005590	n0	XP_020897089.1	XP_032233227.2		
N2.HOG0005784	OG0005591	n0	XP_020897091.1	XP_001624451.1		
N2.HOG0005785	OG0005592	n0	XP_020897092.1	XP_032227612.2		
N2.HOG0005786	OG0005593	n0	XP_020897093.2	XP_032229401.1		
N2.HOG0005787	OG0005594	n0	XP_020897106.1	XP_001635239.2		
N2.HOG0005788	OG0005595	n0	XP_020897124.1	XP_048581696.1		
N2.HOG0005789	OG0005596	n0	XP_020897131.1	XP_001633140.1		
N2.HOG0005790	OG0005597	n0	XP_020897132.1	XP_032241117.1		
N2.HOG0005791	OG0005598	n0	XP_020897134.1	XP_001627541.3		
N2.HOG0005792	OG0005599	n0	XP_020897140.1	XP_001626005.3		
N2.HOG0005793	OG0005600	n0	XP_020897141.1	XP_001631281.1		
N2.HOG0005794	OG0005601	n0	XP_020897142.1	XP_032220240.1		
N2.HOG0005795	OG0005602	n0	XP_020897144.1	XP_032235982.1		
N2.HOG0005796	OG0005603	n0	XP_020897149.1	XP_032238811.2		
N2.HOG0005797	OG0005604	n0	XP_020897161.1	XP_032229617.1		
N2.HOG0005798	OG0005605	n0	XP_020897164.1	XP_001630546.3		
N2.HOG0005799	OG0005606	n0	XP_020897165.1	XP_001630509.1		
N2.HOG0005800	OG0005607	n0	XP_020897166.1	XP_001630545.1		
N2.HOG0005801	OG0005608	n0	XP_020897169.1	XP_032242823.2		
N2.HOG0005802	OG0005609	n0	XP_020897172.1	XP_032239113.1		
N2.HOG0005803	OG0005610	n0	XP_020897174.1	XP_032236115.2		
N2.HOG0005804	OG0005611	n0	XP_020897180.1	XP_001633504.1		
N2.HOG0005805	OG0005612	n0	XP_020897181.1	XP_048580934.1		
N2.HOG0005806	OG0005613	n0	XP_020897183.2	XP_032234165.1		
N2.HOG0005807	OG0005614	n0	XP_020897184.1, XP_020897185.1	XP_001634477.3		
N2.HOG0005808	OG0005615	n0	XP_020897188.1	XP_032237382.2		
N2.HOG0005809	OG0005616	n0	XP_020897197.1	XP_001633488.1		
N2.HOG0005810	OG0005617	n0	XP_020897214.2, XP_028517481.1			
N2.HOG0005811	OG0005618	n0	XP_020897219.1	XP_032236861.1		
N2.HOG0005812	OG0005619	n0	XP_020897223.1	XP_032236866.1		
N2.HOG0005813	OG0005620	n0	XP_020897225.1	XP_032240996.2		
N2.HOG0005814	OG0005621	n0	XP_020897228.1	XP_001632995.2		
N2.HOG0005815	OG0005622	n0	XP_020897229.1	XP_048588564.1		
N2.HOG0005816	OG0005623	n0	XP_020897230.1	XP_032240995.2		
N2.HOG0005817	OG0005624	n0	XP_020897239.1	XP_001633026.1		
N2.HOG0005818	OG0005625	n0	XP_020897243.1	XP_048581905.1		
N2.HOG0005819	OG0005626	n0	XP_020897246.1	XP_032239754.1		
N2.HOG0005820	OG0005627	n0	XP_020897254.1	XP_048584396.1		
N2.HOG0005821	OG0005628	n0	XP_020897262.1	XP_048584399.1		
N2.HOG0005822	OG0005629	n0	XP_020897272.1	XP_048577368.1		
N2.HOG0005823	OG0005630	n0	XP_020897279.1	XP_032228357.2		
N2.HOG0005824	OG0005631	n0	XP_020897280.1	XP_001625126.2		
N2.HOG0005825	OG0005632	n0	XP_020897281.2	XP_001628741.2		
N2.HOG0005826	OG0005633	n0	XP_020897283.1	XP_032229560.1		
N2.HOG0005827	OG0005634	n0	XP_020897287.1	XP_048590317.1		
N2.HOG0005828	OG0005635	n0	XP_020897288.1	XP_001628728.3		
N2.HOG0005829	OG0005636	n0	XP_020897295.1	XP_001624985.1		
