Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0006874	XP_022797012.1	XP_048585418.1
OG0006875	XP_022779882.1	XP_001641952.2
OG0006876	XP_022779906.1	XP_001641951.2
OG0006877	XP_022791955.1	XP_048578755.1
OG0006878	XP_022797010.1	XP_048584880.1
OG0006879	XP_022805877.1	XP_048578922.1
OG0006880	XP_022805876.1	XP_048578839.1
OG0006881	XP_022778179.1	XP_032221166.2
OG0006882	XP_022808618.1, XP_022779914.1	XP_048578676.1
OG0006883	XP_022779823.1	XP_032239996.2
OG0006884	XP_022778389.1	XP_032223353.2
OG0006885	XP_022801173.1	XP_048580693.1
OG0006886	XP_022801170.1	XP_032234730.2
OG0006887	XP_022797821.1	XP_001641921.1
OG0006888	XP_022797810.1	XP_032238419.2
OG0006889	XP_022786103.1	XP_032226177.1
OG0006890	XP_022784785.1	XP_001634411.1
OG0006891	XP_022789589.1	XP_048580592.1
OG0006892	XP_022799554.1	XP_032236259.1
OG0006893	XP_022788400.1	XP_001629910.2
OG0006894	XP_022806032.1	XP_001637107.2
OG0006895	XP_022799575.1	XP_032235061.1
OG0006896	XP_022799547.1	XP_032235065.1
OG0006897	XP_022799556.1	XP_001631549.2
OG0006898	XP_022806245.1	XP_001637039.3
OG0006899	XP_022788398.1	XP_001629882.1
OG0006900	XP_022788812.1	XP_001631672.1
OG0006901	XP_022793511.1	XP_032230767.1
OG0006902	XP_022792894.1	XP_032231536.1
OG0006903	XP_022792904.1	XP_001634527.2
OG0006904	XP_022792909.1, XP_022792922.1	XP_032222781.1
OG0006905	XP_022792908.1	XP_001634291.1
OG0006906	XP_022794636.1	XP_048579760.1
OG0006907	XP_022799422.1	XP_032222380.1
OG0006909	XP_022794599.1	XP_032241087.1
OG0006910	XP_022794602.1	XP_032241090.1
OG0006911	XP_022794609.1	XP_001637963.2
OG0006912	XP_022798708.1	XP_048579815.1
OG0006913	XP_022799438.1	XP_001626449.2
OG0006914	XP_022791213.1	XP_032234910.1
OG0006915	XP_022799456.1	XP_048579298.1
OG0006916	XP_022783934.1	XP_001633358.1
OG0006917	XP_022790657.1	XP_032239135.2
OG0006918	XP_022789733.1	XP_048582600.1
OG0006919	XP_022789709.1	XP_001636586.1
OG0006920	XP_022805639.1	XP_001642129.1
OG0006921	XP_022802079.1	XP_001633944.2
OG0006922	XP_022798154.1	XP_001630334.3
OG0006923	XP_022804388.1	XP_048582771.1
OG0006924	XP_022807498.1	XP_048584141.1
OG0006925	XP_022783140.1	XP_032239978.2
OG0006926	XP_022808768.1	XP_032239976.2
OG0006927	XP_022792825.1	XP_032232445.2
OG0006928	XP_022808765.1	XP_001630294.3
OG0006929	XP_022792177.1	XP_032234226.1
OG0006930	XP_022797927.1	XP_048589288.1
OG0006931	XP_022798313.1	XP_001641665.3
OG0006932	XP_022798312.1	XP_032223105.1
OG0006933	XP_022800760.1	XP_032242168.2
OG0006934	XP_022797930.1	XP_032223034.2
OG0006935	XP_022799921.1	XP_032229009.1
OG0006936	XP_022791345.1	XP_048588936.1
OG0006937	XP_022799923.1	XP_001625687.1
OG0006938	XP_022796189.1	XP_001635582.3
OG0006939	XP_022800450.1	XP_001638862.2
OG0006940	XP_022799915.1	XP_032229228.1
OG0006942	XP_022784579.1	XP_048584242.1
OG0006943	XP_022800922.1	XP_032226315.2
OG0006944	XP_022801784.1	XP_001634839.2, XP_001634840.2
OG0006945	XP_022791228.1	XP_048588246.1
OG0006946	XP_022800908.1	XP_048588678.1
OG0006947	XP_022779089.1	XP_001632746.1
OG0006948	XP_022791197.1	XP_001632997.1
OG0006949	XP_022798025.1	XP_001624766.2
OG0006950	XP_022779209.1	XP_048588553.1
OG0006951	XP_022791241.1, XP_022798321.1	XP_032230710.2
OG0006952	XP_022791202.1	XP_032241033.2
OG0006953	XP_022791039.1	XP_001637258.3
OG0006954	XP_022791087.1	XP_032243285.1
OG0006955	XP_022808569.1	XP_032241065.2
OG0006956	XP_022800917.1	XP_032241034.1
OG0006957	XP_022793167.1	XP_048588707.1
OG0006958	XP_022800909.1	XP_048588127.1
OG0006959	XP_022791198.1	XP_001627338.3
OG0006960	XP_022791727.1	XP_048588748.1
OG0006961	XP_022791230.1	XP_048588292.1
OG0006962	XP_022796160.1	XP_048588751.1
OG0006963	XP_022791238.1	XP_048588293.1
OG0006964	XP_022796162.1	XP_001635523.1
OG0006965	XP_022791020.1	XP_048588530.1
OG0006966	XP_022791075.1	XP_001637314.2
OG0006967	XP_022779193.1	XP_048588542.1
OG0006968	XP_022791235.1	XP_048588253.1
OG0006969	XP_022804756.1	XP_001629975.2
OG0006970	XP_022791574.1	XP_001626938.2
OG0006971	XP_022791063.1	XP_032243283.2
OG0006972	XP_022800921.1	XP_048588130.1
OG0006973	XP_022791599.1	XP_001630008.2
OG0006974	XP_022791746.1	XP_048588143.1
OG0006975	XP_022793021.1	XP_001637260.3
OG0006976	XP_022801766.1	XP_032243222.2
OG0006977	XP_022800914.1	XP_001635504.1
OG0006978	XP_022805343.1	XP_032243262.2
OG0006979	XP_022792166.1	XP_001631419.1
OG0006980	XP_022797378.1	XP_001636019.2
OG0006981	XP_022807299.1	XP_048582483.1
OG0006982	XP_022803840.1	XP_001628318.2
OG0006983	XP_022803850.1	XP_001628294.2
OG0006984	XP_022801818.1	XP_032241638.2
OG0006985	XP_022804613.1	XP_001628293.1
OG0006986	XP_022804611.1	XP_032232295.1
OG0006987	XP_022797308.1	XP_001626261.3
OG0006988	XP_022800093.1	XP_048585048.1
OG0006989	XP_022784677.1	XP_032222003.2
OG0006990	XP_022784633.1	XP_032233660.2
OG0006992	XP_022784704.1	XP_001640847.2
OG0006993	XP_022797312.1	XP_048588928.1
OG0006994	XP_022781646.1	XP_032220710.1
OG0006995	XP_022781645.1	XP_032220704.1
OG0006996	XP_022779261.1	XP_032229515.2
OG0006997	XP_022779259.1	XP_048579997.1
OG0006998	XP_022797410.1	XP_001637874.3
OG0006999	XP_022788542.1	XP_032239536.2
OG0007000	XP_022788567.1	XP_048579863.1
OG0007001	XP_022788530.1	XP_001626069.2
OG0007002	XP_022797562.1	XP_001635943.2
OG0007003	XP_022782638.1	XP_032225325.1
OG0007004	XP_022782597.1	XP_032240282.2
OG0007005	XP_022785622.1	XP_048577387.1
OG0007006	XP_022788551.1	XP_032241485.1
OG0007007	XP_022779247.1	XP_001637904.2
OG0007008	XP_022797572.1	XP_032241423.1
OG0007009	XP_022788571.1	XP_001626053.2
OG0007010	XP_022797310.1	XP_001626271.2
OG0007011	XP_022779291.1	XP_001637972.1
OG0007012	XP_022791522.1	XP_001629360.3
OG0007013	XP_022797318.1	XP_001626270.1
OG0007014	XP_022782325.1	XP_032220591.2
OG0007015	XP_022782319.1	XP_048584754.1, XP_048584756.1
OG0007016	XP_022789871.1	XP_032228617.2
OG0007017	XP_022790863.1	XP_032222557.1
OG0007018	XP_022782374.1	XP_001639778.2
OG0007019	XP_022788956.1	XP_048588937.1
OG0007020	XP_022805784.1, XP_022805783.1	XP_001628748.3
OG0007021	XP_022807993.1	XP_032230042.2
OG0007022	XP_022807995.1	XP_001626557.2
OG0007023	XP_022809997.1	XP_048590283.1
OG0007024	XP_022807990.1	XP_048590710.1
OG0007025	XP_022804048.1	XP_001637526.1
OG0007026	XP_022809245.1	XP_032240191.1
OG0007027	XP_022790350.1	XP_001633013.2
OG0007028	XP_022809872.1	XP_001634879.2
OG0007029	XP_022809253.1	XP_001634882.2
OG0007030	XP_022809767.1	XP_032227887.2
OG0007031	XP_022801793.1	XP_001632042.2
OG0007032	XP_022809715.1	XP_032227891.2
OG0007033	XP_022807900.1	XP_032242989.2
OG0007034	XP_022803418.1	XP_001639902.2
OG0007035	XP_022807540.1	XP_001637085.2
OG0007036	XP_022799373.1	XP_032232280.1
OG0007037	XP_022798974.1	XP_001639829.2
OG0007038	XP_022798993.1	XP_001639903.2
OG0007039	XP_022806900.1	XP_001639828.2
OG0007040	XP_022807551.1	XP_032227167.2
OG0007041	XP_022807547.1	XP_001624091.2
OG0007042	XP_022782471.1	XP_048580420.1
OG0007043	XP_022789196.1, XP_022789242.1	XP_001638678.3
OG0007044	XP_022789233.1, XP_022789226.1	XP_001638679.3
OG0007045	XP_022807548.1	XP_032227169.2
OG0007046	XP_022807544.1	XP_001624093.2
OG0007047	XP_022807545.1	XP_001624082.1
OG0007048	XP_022784613.1	XP_001638286.2
OG0007049	XP_022790049.1	XP_001641403.2
OG0007050	XP_022790034.1	XP_001641282.1
OG0007051	XP_022790044.1	XP_048576871.1
OG0007052	XP_022802678.1	XP_032224958.2
OG0007053	XP_022790032.1	XP_001641402.1
OG0007054	XP_022793728.1	XP_048577145.1
OG0007055	XP_022790029.1	XP_032232842.2
OG0007056	XP_022790014.1	XP_032222546.2
OG0007057	XP_022793245.1	XP_048588390.1
OG0007058	XP_022792537.1	XP_048587924.1
OG0007059	XP_022783472.1	XP_048577565.1
OG0007060	XP_022781431.1	XP_001634085.2
OG0007061	XP_022783178.1	XP_001638773.2
OG0007062	XP_022781923.1	XP_048583980.1
OG0007063	XP_022799656.1	XP_048577697.1
OG0007064	XP_022783352.1	XP_001630751.3
OG0007065	XP_022783037.1	XP_001630769.3
OG0007066	XP_022781390.1	XP_032239266.1
OG0007067	XP_022781389.1	XP_001634079.2
OG0007068	XP_022796642.1	XP_001630656.1
OG0007069	XP_022781313.1	XP_001633154.2
OG0007070	XP_022795215.1	XP_032235151.2
OG0007071	XP_022796715.1	XP_001622965.2
OG0007072	XP_022795223.1	XP_048578238.1
OG0007073	XP_022796373.1	XP_048577550.1
OG0007074	XP_022791647.1	XP_048587925.1
OG0007075	XP_022793051.1	XP_032218667.1
OG0007076	XP_022807618.1	XP_048579120.1
OG0007077	XP_022783080.1	XP_001630812.2
OG0007078	XP_022795179.1	XP_001630629.2
OG0007079	XP_022796382.1	XP_001636747.3
OG0007080	XP_022797376.1	XP_032243066.1
OG0007081	XP_022797505.1	XP_032230061.2
OG0007082	XP_022802011.1	XP_032221190.1
OG0007083	XP_022797381.1	XP_001621535.1
OG0007084	XP_022782512.1	XP_032243077.1
OG0007085	XP_022797481.1	XP_032230062.1
OG0007086	XP_022785091.1	XP_032243079.2
OG0007087	XP_022797482.1	XP_001626598.1
OG0007088	XP_022791428.1	XP_032218793.1
OG0007089	XP_022807738.1	XP_048585877.1
OG0007090	XP_022803839.1	XP_048585872.1
OG0007091	XP_022793566.1	XP_001623906.1
OG0007092	XP_022804102.1	XP_032237594.2
OG0007093	XP_022783333.1	XP_001641870.2
OG0007094	XP_022783406.1	XP_048589393.1
OG0007095	XP_022785756.1	XP_048589394.1
OG0007096	XP_022794001.1	XP_001630729.3
OG0007097	XP_022794013.1	XP_048589354.1
OG0007098	XP_022781171.1	XP_001639066.1
OG0007099	XP_022807619.1	XP_048588575.1
OG0007100	XP_022781128.1	XP_001630715.2
OG0007101	XP_022805126.1	XP_001620423.3
OG0007102	XP_022801247.1	XP_032235656.2
OG0007103	XP_022783358.1	XP_001630687.2
OG0007104	XP_022796125.1	XP_001641867.2
OG0007105	XP_022801156.1	XP_032228741.2
OG0007106	XP_022807620.1	XP_032229085.2
OG0007107	XP_022803427.1	XP_048581613.1
OG0007108	XP_022792651.1	XP_001629565.1
OG0007109	XP_022792663.1	XP_032237306.1
OG0007110	XP_022792676.1	XP_048581158.1
OG0007111	XP_022792539.1	XP_001632974.3
OG0007112	XP_022792624.1	XP_001629562.1
OG0007113	XP_022796678.1	XP_001639219.1
OG0007114	XP_022803430.1	XP_048581623.1
OG0007115	XP_022792679.1	XP_001626704.2
OG0007116	XP_022796666.1	XP_032242836.1
OG0007117	XP_022784965.1	XP_048575664.1
OG0007118	XP_022784199.1	XP_032230389.2
OG0007119	XP_022790576.1	XP_048587933.1
OG0007120	XP_022784201.1	XP_001632084.1
OG0007121	XP_022787783.1	XP_001627549.3
OG0007122	XP_022787794.1	XP_032238848.2
OG0007123	XP_022787780.1	XP_032238849.1
OG0007124	XP_022781773.1	XP_048585105.1
OG0007125	XP_022778628.1	XP_032227907.1
OG0007126	XP_022778843.1	XP_032233023.2
OG0007127	XP_022781800.1	XP_032236744.2
OG0007128	XP_022801414.1	XP_001626936.2
OG0007129	XP_022781735.1	XP_001623192.2
OG0007130	XP_022781727.1	XP_032236750.2
OG0007131	XP_022801448.1	XP_048588926.1
OG0007132	XP_022797643.1	XP_001636361.2
OG0007133	XP_022783831.1	XP_048587302.1
OG0007134	XP_022780799.1	XP_032234083.2
OG0007135	XP_022796786.1	XP_032231948.1
OG0007136	XP_022783856.1	XP_001628995.2
OG0007137	XP_022796777.1	XP_001628062.2
OG0007138	XP_022796561.1	XP_048585545.1
OG0007139	XP_022796776.1	XP_001630957.2
OG0007140	XP_022780699.1	XP_001630465.1
OG0007141	XP_022780704.1	XP_032234953.2
OG0007142	XP_022786577.1	XP_032223493.1
OG0007143	XP_022779879.1	XP_001630351.1
OG0007145	XP_022788959.1	XP_048588123.1
OG0007147	XP_022786567.1	XP_032240060.2
OG0007148	XP_022780768.1	XP_001635761.1
OG0007149	XP_022780769.1	XP_001635800.1
OG0007150	XP_022780805.1	XP_001635801.2
OG0007151	XP_022780827.1	XP_032234963.1
OG0007152	XP_022794736.1	XP_048580461.1
OG0007153	XP_022789250.1	XP_048580563.1
OG0007154	XP_022792635.1	XP_048580644.1
OG0007155	XP_022799061.1	XP_032229504.2
OG0007156	XP_022788958.1	XP_001638157.2
OG0007157	XP_022782556.1	XP_048579782.1
OG0007158	XP_022782595.1	XP_032241142.1
OG0007159	XP_022782585.1	XP_032241493.2
OG0007160	XP_022793665.1	XP_001634995.2
OG0007161	XP_022806998.1, XP_022805321.1	XP_032231549.2
OG0007162	XP_022798831.1	XP_001637845.3
OG0007163	XP_022791559.1	XP_001635532.3
OG0007164	XP_022801257.1	XP_032219279.2
OG0007165	XP_022798013.1	XP_032239092.1
OG0007166	XP_022808067.1	XP_032235548.1
OG0007167	XP_022786933.1	XP_032241899.1
OG0007168	XP_022786898.1	XP_001636296.1
OG0007169	XP_022781076.1	XP_048587345.1
OG0007170	XP_022809883.1	XP_032240847.1
OG0007171	XP_022804550.1	XP_001630937.2
OG0007172	XP_022794012.1	XP_032240744.2
OG0007173	XP_022793896.1	XP_001623289.1
OG0007174	XP_022783988.1	XP_048584122.1
OG0007175	XP_022793882.1	XP_001623291.2
OG0007176	XP_022793883.1	XP_048583581.1
OG0007177	XP_022782645.1	XP_048583482.1
OG0007178	XP_022794172.1	XP_032227953.1
OG0007179	XP_022794150.1	XP_048583823.1
OG0007180	XP_022779976.1	XP_048583312.1
OG0007181	XP_022778428.1	XP_001627113.1
OG0007182	XP_022804715.1	XP_048583329.1
OG0007183	XP_022782824.1	XP_001637818.3
OG0007185	XP_022780324.1	XP_032228891.1
OG0007186	XP_022780320.1	XP_032242724.2
OG0007187	XP_022780326.1	XP_032234393.2
OG0007188	XP_022780274.1	XP_048584580.1
OG0007189	XP_022780255.1	XP_048575739.1
OG0007190	XP_022781011.1	XP_032220251.1
OG0007191	XP_022780999.1	XP_032220275.1
OG0007192	XP_022781065.1	XP_001639412.2
OG0007193	XP_022780983.1	XP_032220197.1
OG0007194	XP_022789664.1	XP_032222723.2
OG0007195	XP_022781178.1	XP_032235241.2
OG0007196	XP_022784518.1	XP_001631568.2
OG0007197	XP_022784486.1	XP_048584230.1
OG0007198	XP_022791435.1	XP_032243308.1
OG0007199	XP_022791484.1	XP_032217699.1
OG0007200	XP_022791457.1	XP_001637401.1
OG0007201	XP_022784455.1	XP_032226570.2
OG0007202	XP_022797389.1	XP_032218802.1
OG0007203	XP_022797366.1	XP_032218769.2
OG0007204	XP_022784526.1	XP_001637424.2
OG0007205	XP_022804197.1	XP_001637402.3
OG0007206	XP_022791462.1	XP_032217749.1
OG0007207	XP_022786496.1	XP_032223166.1
OG0007208	XP_022807607.1	XP_001629527.1
OG0007209	XP_022807566.1	XP_001623267.1
OG0007210	XP_022807565.1	XP_001623261.1
OG0007211	XP_022807573.1	XP_001623262.1
OG0007212	XP_022807605.1	XP_032233709.2
OG0007213	XP_022803380.1	XP_001629530.3
OG0007214	XP_022781875.1	XP_001624240.3
OG0007215	XP_022780382.1	XP_001637634.2
OG0007216	XP_022780379.1	XP_032217993.1
OG0007217	XP_022780404.1	XP_032217999.2
OG0007218	XP_022792045.1	XP_001629284.1
OG0007219	XP_022795594.1	XP_001629288.1
OG0007220	XP_022780432.1	XP_048583831.1
OG0007221	XP_022784085.1	XP_032230214.1
OG0007222	XP_022787948.1	XP_048586869.1
OG0007223	XP_022784097.1	XP_001626713.1
OG0007224	XP_022799320.1	XP_001637747.2
OG0007225	XP_022799330.1	XP_001637806.1
OG0007226	XP_022794179.1	XP_032232245.2
OG0007227	XP_022799523.1	XP_001639814.1
OG0007228	XP_022803370.1	XP_001623735.2
OG0007229	XP_022799331.1	XP_048584216.1
OG0007230	XP_022780437.1	XP_001623280.2
OG0007231	XP_022799319.1	XP_048583309.1
OG0007232	XP_022803384.1	XP_032238558.2
OG0007233	XP_022803408.1	XP_032233694.1
OG0007235	XP_022780402.1	XP_032226734.1
OG0007236	XP_022780457.1	XP_032226715.2
OG0007237	XP_022783731.1	XP_048583639.1
OG0007238	XP_022784887.1	XP_048583527.1
OG0007239	XP_022799309.1	XP_032218014.2
OG0007240	XP_022781926.1	XP_001625480.3
OG0007241	XP_022783743.1	XP_048584217.1
OG0007242	XP_022784144.1	XP_048584220.1
OG0007243	XP_022780449.1	XP_048583626.1
OG0007244	XP_022792366.1	XP_048583755.1
OG0007245	XP_022805550.1	XP_048583605.1
OG0007246	XP_022806789.1	XP_048583751.1
OG0007247	XP_022780476.1	XP_048584008.1
OG0007248	XP_022784132.1	XP_032226198.2
OG0007249	XP_022789919.1	XP_001626712.2
OG0007250	XP_022780433.1	XP_032224450.2
OG0007251	XP_022799323.1	XP_048583968.1
OG0007252	XP_022780373.1	XP_048583821.1
OG0007253	XP_022784450.1	XP_032228534.2
OG0007254	XP_022780357.1	XP_048583586.1
OG0007255	XP_022780383.1	XP_001631593.2
OG0007256	XP_022794177.1	XP_001639723.1
OG0007257	XP_022802757.1	XP_001629308.1
OG0007258	XP_022794128.1	XP_001630524.1
OG0007259	XP_022781848.1	XP_032233969.1
OG0007260	XP_022803369.1	XP_048583856.1
OG0007261	XP_022786887.1	XP_032231620.2
OG0007262	XP_022780419.1	XP_032232199.1
OG0007263	XP_022784253.1	XP_001628257.3
OG0007264	XP_022802585.1	XP_048584228.1
OG0007265	XP_022810204.1	XP_001629312.2
OG0007266	XP_022780359.1	XP_048583576.1
OG0007267	XP_022780361.1	XP_032226216.2
OG0007268	XP_022780447.1	XP_032218179.1
OG0007269	XP_022781831.1	XP_032227302.1
OG0007270	XP_022781929.1	XP_001625494.1
OG0007271	XP_022780413.1	XP_048583985.1
OG0007272	XP_022779008.1	XP_048584128.1
OG0007273	XP_022791948.1	XP_032233403.1
OG0007274	XP_022798723.1	XP_032233446.1
OG0007275	XP_022780407.1	XP_001637641.2
OG0007276	XP_022780369.1	XP_032233678.2
OG0007277	XP_022780473.1, XP_022780349.1	XP_048583311.1
OG0007278	XP_022801121.1	XP_048588438.1
OG0007279	XP_022788950.1	XP_001637255.2
OG0007280	XP_022790580.1	XP_048586983.1
OG0007281	XP_022801131.1	XP_032230975.2
OG0007282	XP_022788893.1	XP_001637322.2
OG0007283	XP_022807702.1	XP_048583017.1
OG0007284	XP_022805066.1	XP_001640764.1
OG0007285	XP_022805067.1	XP_001640868.2
OG0007286	XP_022794556.1	XP_048575764.1
OG0007287	XP_022791973.1	XP_032240692.2
OG0007288	XP_022786433.1	XP_032241884.2
OG0007289	XP_022790405.1	XP_001632100.2
OG0007290	XP_022801969.1	XP_048575766.1
OG0007291	XP_022793411.1	XP_001640869.2
OG0007292	XP_022805062.1	XP_001640766.2
OG0007293	XP_022798924.1	XP_001623847.1
OG0007294	XP_022780752.1	XP_048578413.1
OG0007295	XP_022798900.1	XP_048578559.1
OG0007296	XP_022780697.1	XP_001621859.1
OG0007297	XP_022798660.1	XP_001636687.1
OG0007298	XP_022784680.1	XP_032230616.1
OG0007299	XP_022802627.1	XP_032240135.2
OG0007300	XP_022802630.1	XP_001634782.2
OG0007301	XP_022779870.1	XP_001626653.3
OG0007302	XP_022781992.1	XP_048585235.1
OG0007303	XP_022780169.1	XP_001626200.2
OG0007304	XP_022780518.1	XP_001631495.3
OG0007305	XP_022784498.1	XP_048581768.1
OG0007306	XP_022801807.1	XP_032236233.1
OG0007307	XP_022805330.1	XP_001637914.3
OG0007308	XP_022791470.1	XP_032237626.1, XP_001635985.1
OG0007309	XP_022808146.1	XP_048582420.1
OG0007310	XP_022780868.1	XP_032239117.2
OG0007311	XP_022798847.1	XP_032239150.2
OG0007312	XP_022780974.1	XP_032239149.1
OG0007313	XP_022795136.1	XP_032239779.2
OG0007314	XP_022781511.1	XP_001639604.2
OG0007315	XP_022792039.1	XP_032219241.1
OG0007316	XP_022786077.1	XP_001634575.3
OG0007317	XP_022785933.1	XP_001635936.3
OG0007318	XP_022792038.1	XP_032222197.2
OG0007319	XP_022794258.1	XP_048577240.1
OG0007320	XP_022793858.1	XP_032222942.1
OG0007321	XP_022794318.1	XP_032241482.1
OG0007322	XP_022793848.1	XP_032222943.1
OG0007323	XP_022803577.1	XP_001634261.2
OG0007324	XP_022805678.1	XP_001629412.2
OG0007325	XP_022788231.1	XP_032223239.2
OG0007326	XP_022781298.1	XP_001641734.1
OG0007327	XP_022801587.1	XP_001626795.2
OG0007328	XP_022800482.1	XP_001626774.1
OG0007329	XP_022785745.1	XP_001636549.1
OG0007330	XP_022789513.1, XP_022804201.1	XP_032238965.1
OG0007331	XP_022801508.1	XP_001636478.2
OG0007332	XP_022795354.1	XP_001641859.1
OG0007333	XP_022801298.1	XP_048589184.1
OG0007334	XP_022801299.1	XP_001622041.3
OG0007335	XP_022801294.1	XP_032242193.1
OG0007337	XP_022793170.1	XP_001627443.2
OG0007338	XP_022785732.1	XP_048589191.1
OG0007339	XP_022799348.1	XP_032230323.1
OG0007340	XP_022799350.1	XP_032230327.1
OG0007341	XP_022807794.1	XP_032219882.1
OG0007342	XP_022793172.1	XP_032231076.2
OG0007343	XP_022807790.1	XP_032223039.2
OG0007344	XP_022780486.1	XP_048587105.1
OG0007345	XP_022788206.1	XP_001623746.3
OG0007346	XP_022800649.1	XP_001636568.1
OG0007347	XP_022807994.1	XP_048587148.1
OG0007348	XP_022781222.1, XP_022781300.1	XP_032223042.2
OG0007349	XP_022807787.1	XP_048589206.1
OG0007351	XP_022786149.1	XP_032231087.2
OG0007352	XP_022786452.1	XP_001627456.3
OG0007353	XP_022786476.1	XP_048589340.1
OG0007354	XP_022799357.1	XP_001626780.1
OG0007355	XP_022800725.1	XP_048589327.1
OG0007357	XP_022799361.1	XP_048589812.1
OG0007358	XP_022799355.1	XP_032230313.2
OG0007359	XP_022779249.1	XP_048587104.1
OG0007360	XP_022782459.1	XP_032241460.1, XP_032241457.2
OG0007361	XP_022786042.1	XP_048580075.1
OG0007362	XP_022803434.1	XP_001641009.1
OG0007363	XP_022797564.1	XP_001641545.1
OG0007364	XP_022796365.1	XP_001635857.2
OG0007365	XP_022803855.1	XP_048579321.1
OG0007366	XP_022780614.1	XP_048575981.1
OG0007367	XP_022795458.1	XP_048586582.1
OG0007368	XP_022795409.1	XP_001625693.1
OG0007369	XP_022781494.1	XP_001636656.2
OG0007371	XP_022802857.1	XP_001630166.3
OG0007372	XP_022792659.1	XP_048584869.1
OG0007373	XP_022790592.1	XP_032231668.2
OG0007374	XP_022780175.1	XP_048581013.1
OG0007375	XP_022781566.1	XP_001636588.1
OG0007376	XP_022780177.1	XP_032239739.1
OG0007377	XP_022781539.1	XP_001636653.1
OG0007378	XP_022782541.1	XP_032218355.1
OG0007379	XP_022788495.1	XP_001634997.1
OG0007380	XP_022788492.1	XP_001637928.1
OG0007381	XP_022788497.1	XP_001634944.1
OG0007382	XP_022782532.1	XP_048580109.1
OG0007383	XP_022788515.1	XP_032222761.2
OG0007384	XP_022780208.1	XP_048587317.1
OG0007385	XP_022794645.1	XP_001635466.2
OG0007386	XP_022782544.1	XP_001637919.1
OG0007387	XP_022782725.1	XP_032241197.1
OG0007388	XP_022794731.1	XP_032236381.1
OG0007389	XP_022805221.1	XP_032242818.2
OG0007390	XP_022806908.1	XP_048581420.1
OG0007391	XP_022805231.1	XP_048580761.1
OG0007392	XP_022792655.1	XP_001631702.1
OG0007393	XP_022801385.1	XP_032239145.2
OG0007395	XP_022806964.1	XP_032223633.2
OG0007396	XP_022794730.1	XP_001634116.2
