Orthogroup	spis_longest_isoform_marker	xenia_longest_isoforms
OG0005124	XP_022788084.1	Xe_012410-T1
OG0005125	XP_022807692.1	Xe_012181-T1
OG0005126	XP_022807688.1	Xe_012184-T1
OG0005127	XP_022809120.1	Xe_025827-T1
OG0005128	XP_022783324.1	Xe_015862-T1
OG0005129	XP_022783325.1	Xe_015863-T1
OG0005130	XP_022800739.1	Xe_029003-T1
OG0005131	XP_022805144.1	Xe_015757-T1
OG0005133	XP_022783357.1	Xe_014966-T1
OG0005134	XP_022798265.1	Xe_015869-T1
OG0005135	XP_022801182.1	Xe_004277-T1
OG0005136	XP_022801690.1	Xe_015487-T1
OG0005137	XP_022801340.1	Xe_016146-T1
OG0005138	XP_022780665.1	Xe_024261-T1
OG0005139	XP_022787211.1	Xe_015048-T1
OG0005140	XP_022790442.1	Xe_022720-T1
OG0005141	XP_022800747.1	Xe_016194-T1
OG0005143	XP_022788317.1	Xe_014184-T1
OG0005144	XP_022783208.1	Xe_011080-T1
OG0005145	XP_022800002.1	Xe_022784-T1
OG0005146	XP_022782692.1	Xe_009788-T1
OG0005147	XP_022787488.1	Xe_009698-T1
OG0005149	XP_022779307.1	Xe_010186-T1
OG0005150	XP_022796079.1	Xe_021510-T1
OG0005151	XP_022794455.1	Xe_022241-T1
OG0005152	XP_022779274.1	Xe_010187-T1
OG0005153	XP_022785020.1	Xe_025014-T1
OG0005154	XP_022796036.1	Xe_021506-T1
OG0005155	XP_022794445.1	Xe_022240-T1
OG0005156	XP_022804434.1	Xe_025161-T1
OG0005157	XP_022787457.1	Xe_010016-T1
OG0005158	XP_022794421.1	Xe_021461-T1
OG0005159	XP_022791834.1	Xe_009432-T1
OG0005161	XP_022788348.1	Xe_001300-T1
OG0005162	XP_022790411.1	Xe_024263-T1
OG0005163	XP_022787300.1	Xe_009821-T1
OG0005164	XP_022800609.1	Xe_022147-T1
OG0005168	XP_022784008.1	Xe_008251-T1
OG0005169	XP_022784070.1	Xe_020702-T1
OG0005170	XP_022780024.1	Xe_018606-T1
OG0005171	XP_022785072.1	Xe_014536-T1
OG0005172	XP_022788655.1	Xe_015759-T1
OG0005175	XP_022797434.1	Xe_009363-T1
OG0005176	XP_022785109.1	Xe_015306-T1
OG0005177	XP_022785083.1	Xe_015018-T1
OG0005178	XP_022793639.1	Xe_015700-T1
OG0005179	XP_022788617.1	Xe_015340-T1
OG0005180	XP_022788618.1	Xe_014725-T1
OG0005182	XP_022793634.1	Xe_015698-T1
OG0005184	XP_022787493.1	Xe_011318-T1
OG0005185	XP_022788654.1	Xe_015341-T1
OG0005186	XP_022790255.1	Xe_015435-T1
OG0005187	XP_022785056.1	Xe_014910-T1
OG0005188	XP_022785043.1	Xe_014721-T1
OG0005189	XP_022785113.1	Xe_015577-T1
OG0005190	XP_022779135.1	Xe_014789-T1
OG0005191	XP_022788625.1	Xe_008395-T1
OG0005192	XP_022805272.1	Xe_014487-T1
OG0005193	XP_022805275.1	Xe_014486-T1
OG0005195	XP_022778694.1	Xe_023253-T1
OG0005197	XP_022798778.1	Xe_012550-T1
OG0005198	XP_022789563.1	Xe_012904-T1
OG0005199	XP_022809367.1	Xe_013007-T1
OG0005200	XP_022780166.1	Xe_012928-T1
OG0005201	XP_022789531.1	Xe_012903-T1
OG0005202	XP_022798762.1	Xe_012637-T1
OG0005203	XP_022789910.1	Xe_002892-T1
OG0005204	XP_022789911.1	Xe_026779-T1
OG0005205	XP_022803678.1	Xe_002764-T1
OG0005206	XP_022786301.1	Xe_002787-T1
OG0005207	XP_022788102.1	Xe_002387-T1
OG0005208	XP_022803676.1	Xe_002741-T1
OG0005209	XP_022795064.1	Xe_002762-T1
OG0005210	XP_022795065.1	Xe_002746-T1
OG0005211	XP_022788098.1	Xe_002676-T1
OG0005212	XP_022784051.1	Xe_002428-T1
OG0005213	XP_022785286.1	Xe_002677-T1
OG0005214	XP_022806833.1	Xe_002755-T1
OG0005215	XP_022794345.1	Xe_002786-T1
OG0005216	XP_022785111.1	Xe_002399-T1
OG0005217	XP_022788141.1	Xe_002679-T1
OG0005218	XP_022807431.1	Xe_002398-T1
OG0005219	XP_022804588.1	Xe_002610-T1
OG0005220	XP_022780173.1	Xe_012497-T1
OG0005221	XP_022795069.1	Xe_002545-T2
OG0005222	XP_022806261.1	Xe_002443-T1
OG0005223	XP_022786305.1	Xe_002840-T1
OG0005224	XP_022810287.1	Xe_002611-T1
OG0005225	XP_022789874.1	Xe_002573-T1
OG0005226	XP_022806839.1	Xe_015886-T1
OG0005227	XP_022807082.1	Xe_002867-T1
OG0005228	XP_022795015.1	Xe_002841-T1
OG0005230	XP_022805867.1	Xe_002576-T1
OG0005231	XP_022794362.1	Xe_002666-T1
OG0005232	XP_022786357.1	Xe_028838-T1
OG0005233	XP_022808029.1	Xe_002436-T1
OG0005234	XP_022786335.1	Xe_002368-T1
OG0005235	XP_022803675.1	Xe_002765-T1
OG0005236	XP_022809328.1	Xe_012751-T1
OG0005237	XP_022806562.1	Xe_002376-T1
OG0005239	XP_022789863.1	Xe_002574-T1
OG0005240	XP_022789867.1	Xe_015423-T1
OG0005241	XP_022794352.1	Xe_002378-T1
OG0005242	XP_022808316.1	Xe_002891-T1
OG0005243	XP_022805866.1	Xe_002577-T1
OG0005244	XP_022790866.1	Xe_019811-T1
OG0005245	XP_022805234.1	Xe_002722-T1
OG0005246	XP_022806560.1	Xe_002375-T1
OG0005248	XP_022808313.1	Xe_002881-T1
OG0005250	XP_022807971.1	Xe_002820-T1
OG0005251	XP_022806564.1	Xe_002372-T1
OG0005252	XP_022806260.1	Xe_002580-T1
OG0005253	XP_022790975.1	Xe_002393-T1
OG0005254	XP_022786328.1	Xe_002535-T1
OG0005255	XP_022802943.1	Xe_002515-T1
OG0005256	XP_022802937.1	Xe_002516-T1
OG0005257	XP_022802957.1	Xe_002476-T1
OG0005258	XP_022786323.1	Xe_002852-T1
OG0005259	XP_022802942.1	Xe_002514-T1
OG0005260	XP_022801196.1	Xe_002551-T1
OG0005261	XP_022797783.1	Xe_013250-T1
OG0005262	XP_022797755.1	Xe_013251-T1
OG0005263	XP_022782917.1	Xe_013401-T1
OG0005264	XP_022784688.1	Xe_013872-T1
OG0005265	XP_022791896.1	Xe_013186-T1
OG0005266	XP_022803559.1	Xe_003400-T1
OG0005267	XP_022784624.1	Xe_013874-T1
OG0005268	XP_022784626.1	Xe_013873-T1
OG0005269	XP_022802900.1	Xe_013178-T1
OG0005270	XP_022782480.1	Xe_021914-T1
OG0005271	XP_022797778.1	Xe_013318-T1
OG0005272	XP_022780266.1	Xe_017700-T1
OG0005273	XP_022797776.1	Xe_013249-T1
OG0005274	XP_022797768.1	Xe_009617-T1
OG0005275	XP_022794672.1	Xe_013513-T1
OG0005276	XP_022802902.1	Xe_013177-T1
OG0005277	XP_022788506.1	Xe_011438-T1
OG0005278	XP_022789143.1	Xe_011451-T1
OG0005279	XP_022788711.1	Xe_011471-T1
OG0005280	XP_022788662.1	Xe_011320-T1
OG0005281	XP_022781350.1	Xe_011215-T1
OG0005282	XP_022782101.1	Xe_011214-T1
OG0005283	XP_022781351.1	Xe_010636-T1
OG0005284	XP_022789804.1	Xe_011677-T1
OG0005285	XP_022790187.1	Xe_011404-T1
OG0005286	XP_022781383.1	Xe_011627-T1
OG0005287	XP_022796616.1	Xe_011668-T1
OG0005288	XP_022790344.1	Xe_011626-T1
OG0005289	XP_022788724.1	Xe_010529-T1
OG0005290	XP_022785579.1	Xe_011326-T1
OG0005291	XP_022785565.1	Xe_011334-T1
OG0005292	XP_022781362.1	Xe_011363-T1
OG0005293	XP_022788564.1	Xe_010513-T1
OG0005294	XP_022782967.1	Xe_011675-T1
OG0005295	XP_022795489.1	Xe_009822-T1
OG0005296	XP_022796997.1	Xe_011371-T1
OG0005298	XP_022785509.1	Xe_010947-T1
OG0005299	XP_022781765.1	Xe_011621-T1
OG0005301	XP_022780565.1	Xe_005125-T1
OG0005302	XP_022796163.1	Xe_004811-T1
OG0005303	XP_022782174.1	Xe_001162-T1
OG0005304	XP_022780541.1	Xe_004810-T1
OG0005305	XP_022782137.1	Xe_001164-T1
OG0005306	XP_022798675.1	Xe_011485-T1
OG0005307	XP_022782108.1	Xe_001163-T1
OG0005308	XP_022793333.1	Xe_000412-T1
OG0005309	XP_022780501.1	Xe_004939-T1
OG0005310	XP_022782140.1	Xe_000610-T1
OG0005311	XP_022791817.1	Xe_028913-T1
OG0005312	XP_022782062.1	Xe_001160-T1
OG0005313	XP_022784447.1	Xe_023068-T1
OG0005314	XP_022787329.1	Xe_009705-T1
OG0005315	XP_022787278.1	Xe_000921-T1
OG0005316	XP_022779336.1	Xe_018648-T1
OG0005317	XP_022782141.1	Xe_000611-T1
OG0005318	XP_022779281.1	Xe_009603-T1
OG0005319	XP_022794447.1	Xe_021464-T1
OG0005320	XP_022785290.1	Xe_022028-T1
OG0005322	XP_022802451.1	Xe_021841-T1
OG0005323	XP_022786076.1	Xe_000509-T1
OG0005324	XP_022786104.1	Xe_009706-T1
OG0005325	XP_022802454.1	Xe_021840-T1
OG0005326	XP_022785627.1	Xe_025186-T1
OG0005327	XP_022801042.1	Xe_009674-T1
OG0005328	XP_022782121.1	Xe_000990-T1
OG0005329	XP_022801054.1	Xe_001105-T1
OG0005330	XP_022801055.1	Xe_001104-T1
OG0005331	XP_022785625.1	Xe_025185-T1
OG0005332	XP_022791854.1	Xe_001316-T1
OG0005333	XP_022782058.1	Xe_000798-T1
OG0005334	XP_022777776.1	Xe_000442-T1
OG0005335	XP_022793110.1	Xe_021846-T1
OG0005336	XP_022787332.1	Xe_009820-T1
OG0005337	XP_022786215.1	Xe_015901-T1
OG0005338	XP_022787294.1	Xe_015771-T1
OG0005339	XP_022788076.1	Xe_015736-T1
OG0005341	XP_022785921.1	Xe_014349-T1
OG0005342	XP_022787641.1	Xe_015715-T1
OG0005343	XP_022786255.1	Xe_015770-T1
OG0005344	XP_022786205.1	Xe_015902-T1
OG0005345	XP_022797895.1	Xe_020469-T1
OG0005346	XP_022795797.1	Xe_020491-T1
OG0005347	XP_022795795.1	Xe_020467-T1
OG0005348	XP_022779918.1	Xe_020701-T1
OG0005349	XP_022780305.1	Xe_016382-T1
OG0005350	XP_022795798.1	Xe_020489-T1
OG0005351	XP_022796889.1	Xe_020499-T1
OG0005353	XP_022787340.1	Xe_001365-T1
OG0005354	XP_022787277.1	Xe_000517-T1
OG0005355	XP_022787363.1	Xe_009322-T1
OG0005356	XP_022808499.1	Xe_003371-T1
OG0005358	XP_022798113.1	Xe_000293-T1
OG0005359	XP_022798106.1	Xe_006134-T1
OG0005360	XP_022804677.1	Xe_000513-T1
OG0005361	XP_022787656.1	Xe_004392-T1
OG0005362	XP_022787643.1	Xe_019262-T1
OG0005363	XP_022787652.1	Xe_004393-T1
OG0005364	XP_022783066.1	Xe_001028-T1
OG0005366	XP_022798866.1	Xe_019775-T1
OG0005367	XP_022792059.1	Xe_020625-T1
OG0005368	XP_022781458.1	Xe_004966-T1
OG0005369	XP_022781543.1	Xe_005082-T1
OG0005370	XP_022781546.1	Xe_005085-T1
OG0005371	XP_022800562.1	Xe_005042-T1
OG0005372	XP_022793449.1	Xe_004490-T1
OG0005373	XP_022793460.1	Xe_004449-T2
OG0005374	XP_022803533.1	Xe_019278-T1
OG0005375	XP_022803518.1	Xe_019277-T1
OG0005376	XP_022787717.1	Xe_000269-T1
OG0005377	XP_022780526.1	Xe_004431-T1
OG0005378	XP_022781484.1	Xe_019283-T1
OG0005379	XP_022803519.1	Xe_000299-T1
OG0005380	XP_022782115.1	Xe_000855-T1
OG0005381	XP_022781544.1	Xe_005084-T1
OG0005382	XP_022801393.1	Xe_019450-T1
OG0005383	XP_022785810.1	Xe_005034-T1
OG0005384	XP_022786770.1	Xe_019332-T1
OG0005385	XP_022803241.1	Xe_003057-T1
OG0005386	XP_022798849.1	Xe_002454-T1
OG0005388	XP_022785811.1	Xe_005031-T1
OG0005389	XP_022782087.1	Xe_000355-T1
OG0005390	XP_022808497.1	Xe_004414-T1
OG0005391	XP_022781440.1	Xe_004845-T2
OG0005392	XP_022796939.1	Xe_001055-T1
OG0005393	XP_022804926.1	Xe_002828-T1
OG0005394	XP_022782152.1	Xe_014546-T1
OG0005395	XP_022786102.1	Xe_001380-T1
OG0005396	XP_022799688.1	Xe_002463-T1
OG0005397	XP_022782557.1	Xe_009585-T1
OG0005398	XP_022804585.1	Xe_002444-T1
OG0005399	XP_022799699.1	Xe_002464-T1
OG0005400	XP_022782084.1	Xe_000356-T1
OG0005401	XP_022794365.1	Xe_008594-T1
OG0005402	XP_022807432.1	Xe_002878-T1
OG0005403	XP_022799967.1	Xe_002510-T1
OG0005404	XP_022799964.1	Xe_002509-T1
OG0005405	XP_022794348.1	Xe_002471-T1
OG0005406	XP_022805587.1	Xe_003606-T1
OG0005407	XP_022788156.1	Xe_002433-T1
OG0005408	XP_022805677.1	Xe_016004-T1
OG0005409	XP_022807213.1	Xe_002617-T1
OG0005410	XP_022795011.1	Xe_002473-T1
OG0005411	XP_022794994.1	Xe_002474-T1
OG0005412	XP_022788114.1	Xe_002496-T1
OG0005414	XP_022794995.1	Xe_002719-T1
OG0005415	XP_022796933.1	Xe_001051-T1
OG0005416	XP_022785576.1	Xe_011196-T1
OG0005417	XP_022796937.1	Xe_001052-T1
OG0005418	XP_022783060.1	Xe_001067-T1
OG0005419	XP_022783043.1	Xe_001068-T1
OG0005420	XP_022782165.1	Xe_000850-T1
OG0005421	XP_022779739.1	Xe_001262-T1
OG0005422	XP_022782118.1	Xe_010083-T1
OG0005423	XP_022787606.1	Xe_000623-T1
OG0005424	XP_022783085.1	Xe_001066-T1
OG0005425	XP_022782114.1	Xe_000853-T1
OG0005426	XP_022787613.1	Xe_015747-T1
OG0005427	XP_022795590.1	Xe_000417-T1
OG0005428	XP_022799763.1	Xe_009591-T1
OG0005429	XP_022787578.1	Xe_011967-T1
OG0005430	XP_022804393.1	Xe_000952-T1
OG0005431	XP_022804394.1	Xe_000951-T1
OG0005432	XP_022808504.1	Xe_003372-T1
OG0005433	XP_022795982.1	Xe_000525-T1
OG0005434	XP_022808205.1	Xe_000374-T1
OG0005436	XP_022782057.1	Xe_000384-T1
OG0005437	XP_022799772.1	Xe_025042-T1
OG0005438	XP_022795580.1	Xe_000418-T1
OG0005439	XP_022803043.1	Xe_001246-T1
OG0005440	XP_022777856.1	Xe_001089-T1
OG0005441	XP_022799738.1	Xe_009716-T1
OG0005442	XP_022782072.1	Xe_000799-T1
OG0005443	XP_022789672.1	Xe_008320-T1
OG0005444	XP_022794320.1	Xe_008014-T1
OG0005445	XP_022789692.1	Xe_008318-T1
OG0005446	XP_022784480.1, XP_022784481.1	Xe_007006-T1
OG0005447	XP_022789655.1	Xe_008317-T1
OG0005448	XP_022794317.1	Xe_008085-T1
OG0005449	XP_022787856.1	Xe_008792-T1
OG0005450	XP_022789659.1	Xe_008321-T1
OG0005451	XP_022789671.1	Xe_008322-T1
OG0005453	XP_022793310.1	Xe_000400-T1
OG0005454	XP_022789695.1	Xe_007480-T1
OG0005455	XP_022789658.1	Xe_007433-T1
OG0005456	XP_022796941.1	Xe_009679-T1
OG0005457	XP_022790825.1	Xe_026747-T1
OG0005458	XP_022780621.1	Xe_023245-T1
OG0005460	XP_022793319.1	Xe_014008-T1
OG0005461	XP_022790795.1	Xe_021990-T1
OG0005462	XP_022790774.1	Xe_021569-T1
OG0005463	XP_022790776.1	Xe_021473-T1
OG0005464	XP_022787530.1	Xe_011807-T1
OG0005465	XP_022790704.1	Xe_014106-T1
OG0005466	XP_022793329.1	Xe_000398-T1
OG0005467	XP_022788602.1	Xe_015623-T1
OG0005468	XP_022791622.1	Xe_014007-T1
OG0005469	XP_022788720.1	Xe_009865-T1
OG0005470	XP_022807089.1	Xe_020657-T1
OG0005471	XP_022780075.1	Xe_022242-T1
OG0005472	XP_022782103.1	Xe_000942-T1
OG0005476	XP_022788345.1	Xe_009713-T1
OG0005478	XP_022791903.1	Xe_014708-T1
OG0005479	XP_022792025.1	Xe_014709-T1
OG0005480	XP_022806555.1	Xe_002565-T1
OG0005481	XP_022804574.1	Xe_002406-T1
OG0005482	XP_022804582.1	Xe_002407-T1
OG0005483	XP_022796926.1	Xe_001057-T1
OG0005484	XP_022799702.1	Xe_002669-T1
OG0005485	XP_022799701.1	Xe_002467-T1
OG0005486	XP_022799683.1	Xe_002466-T1
OG0005487	XP_022799673.1	Xe_002668-T1
OG0005488	XP_022799674.1	Xe_021648-T1
OG0005489	XP_022787023.1	Xe_001039-T1
OG0005490	XP_022799700.1	Xe_002567-T1
OG0005491	XP_022799223.1	Xe_022814-T1
OG0005492	XP_022794910.1	Xe_013325-T1
OG0005493	XP_022808670.1	Xe_005421-T1
OG0005494	XP_022808658.1	Xe_005422-T1
OG0005495	XP_022799380.1	Xe_005858-T1
OG0005496	XP_022799381.1	Xe_005268-T1
OG0005499	XP_022781357.1	Xe_010742-T1
OG0005500	XP_022808708.1	Xe_011327-T1
OG0005501	XP_022781269.1	Xe_011613-T1
OG0005502	XP_022782110.1	Xe_010386-T1
OG0005503	XP_022781254.1	Xe_010388-T1
OG0005504	XP_022782122.1	Xe_010387-T1
OG0005505	XP_022788030.1	Xe_012009-T1
OG0005506	XP_022803606.1	Xe_011954-T1
OG0005507	XP_022803600.1	Xe_011956-T1
OG0005508	XP_022799049.1	Xe_012167-T1
OG0005509	XP_022798614.1	Xe_012195-T1
OG0005510	XP_022798599.1	Xe_012198-T1
OG0005511	XP_022787266.1	Xe_012026-T1
OG0005512	XP_022797651.1	Xe_012508-T1
OG0005513	XP_022796492.1	Xe_002563-T1
OG0005514	XP_022796508.1	Xe_012368-T1
OG0005515	XP_022796467.1	Xe_019408-T1
OG0005516	XP_022787154.1	Xe_012000-T1
OG0005517	XP_022796509.1	Xe_012366-T1
OG0005518	XP_022788032.1	Xe_012125-T1
OG0005519	XP_022792806.1	Xe_012332-T1
OG0005520	XP_022791010.1	Xe_015553-T1
OG0005521	XP_022799080.1	Xe_011916-T1
OG0005522	XP_022779418.1	Xe_012385-T1
OG0005523	XP_022801595.1	Xe_012103-T1
OG0005525	XP_022796473.1	Xe_012159-T1
OG0005526	XP_022797561.1	Xe_022066-T1
OG0005527	XP_022787180.1	Xe_012464-T1
OG0005528	XP_022806788.1	Xe_022030-T1
OG0005529	XP_022789104.1	Xe_015822-T1
OG0005530	XP_022806437.1	Xe_011979-T1
OG0005531	XP_022806430.1	Xe_011978-T1
OG0005532	XP_022803511.1	Xe_012080-T1
OG0005533	XP_022785168.1	Xe_014891-T1
OG0005534	XP_022803298.1	Xe_012102-T1
OG0005536	XP_022787420.1	Xe_012492-T1
OG0005537	XP_022793090.1	Xe_005010-T1
OG0005538	XP_022779422.1	Xe_012383-T1
OG0005539	XP_022779474.1	Xe_012384-T1
OG0005540	XP_022784302.1	Xe_012251-T1
OG0005541	XP_022784304.1	Xe_012252-T1
OG0005542	XP_022786278.1	Xe_008804-T1
OG0005543	XP_022804334.1	Xe_009187-T1
OG0005544	XP_022782289.1	Xe_012081-T1
OG0005545	XP_022791656.1	Xe_022182-T1
OG0005546	XP_022790935.1	Xe_012268-T1
OG0005547	XP_022797589.1	Xe_022215-T1
OG0005548	XP_022800729.1	Xe_012011-T1
OG0005550	XP_022788070.1	Xe_023282-T1
OG0005551	XP_022799047.1	Xe_012426-T1
OG0005552	XP_022798615.1	Xe_012163-T1
OG0005553	XP_022787181.1	Xe_014458-T1
OG0005554	XP_022803508.1	Xe_012306-T1
OG0005555	XP_022777429.1	Xe_012351-T1
OG0005557	XP_022791031.1	Xe_012266-T1
OG0005558	XP_022787209.1	Xe_006099-T1
OG0005559	XP_022806418.1	Xe_012036-T1
OG0005560	XP_022797580.1	Xe_021178-T1
OG0005562	XP_022794613.1	Xe_022082-T1
OG0005563	XP_022803601.1	Xe_011955-T1
OG0005564	XP_022794350.1	Xe_012023-T1
OG0005566	XP_022781463.1	Xe_016204-T1
OG0005567	XP_022792680.1	Xe_013929-T1
OG0005568	XP_022781590.1	Xe_013095-T1
OG0005569	XP_022779415.1	Xe_013890-T1
OG0005570	XP_022779075.1	Xe_013067-T1
OG0005571	XP_022797201.1	Xe_013081-T1
OG0005572	XP_022784684.1	Xe_013064-T1
OG0005573	XP_022784685.1	Xe_013829-T1
OG0005575	XP_022779056.1	Xe_013794-T1
OG0005576	XP_022785484.1	Xe_010728-T1
OG0005577	XP_022783710.1	Xe_013228-T1
OG0005578	XP_022806984.1	Xe_013838-T1
OG0005580	XP_022792712.1	Xe_013982-T1
OG0005581	XP_022781670.1	Xe_013094-T1
OG0005582	XP_022779411.1	Xe_013784-T1
OG0005583	XP_022783167.1	Xe_011661-T1
OG0005584	XP_022785497.1	Xe_028936-T1
OG0005585	XP_022780427.1, XP_022780385.1	Xe_016423-T1
OG0005586	XP_022795715.1	Xe_013118-T1
OG0005587	XP_022795707.1	Xe_013910-T1
OG0005588	XP_022791963.1	Xe_013240-T1
OG0005589	XP_022783748.1	Xe_013853-T1
OG0005590	XP_022783654.1	Xe_013893-T1
OG0005591	XP_022792947.1	Xe_013116-T1
OG0005592	XP_022781629.1	Xe_013117-T1
OG0005593	XP_022783742.1	Xe_011415-T1
OG0005594	XP_022781657.1	Xe_013854-T1
OG0005595	XP_022800768.1	Xe_021666-T1
OG0005596	XP_022781445.1	Xe_010917-T1
OG0005597	XP_022781473.1	Xe_010928-T1
OG0005598	XP_022793720.1	Xe_005365-T1
OG0005599	XP_022779589.1	Xe_005594-T1
OG0005600	XP_022798966.1	Xe_005372-T1
OG0005601	XP_022793696.1	Xe_005364-T1
OG0005602	XP_022803948.1	Xe_006926-T1
OG0005603	XP_022778764.1	Xe_005595-T1
OG0005604	XP_022800970.1	Xe_012620-T1
OG0005605	XP_022808805.1	Xe_012932-T1
OG0005606	XP_022808854.1	Xe_012952-T2
OG0005607	XP_022808886.1	Xe_004977-T1
OG0005609	XP_022809747.1	Xe_012948-T1
OG0005610	XP_022782236.1	Xe_012292-T1
OG0005611	XP_022794105.1	Xe_013011-T1
OG0005612	XP_022801000.1	Xe_012619-T1
OG0005613	XP_022801001.1	Xe_013065-T1
OG0005615	XP_022788786.1	Xe_012608-T1
OG0005616	XP_022789776.1	Xe_012850-T1
OG0005617	XP_022780156.1	Xe_026485-T1
OG0005618	XP_022798411.1	Xe_014337-T1
OG0005619	XP_022797372.1	Xe_014336-T1
OG0005620	XP_022810482.1	Xe_007825-T1
OG0005621	XP_022788650.1	Xe_015367-T1
OG0005622	XP_022802129.1	Xe_014666-T1
OG0005623	XP_022801425.1	Xe_014488-T1
OG0005624	XP_022788653.1	Xe_015366-T1
OG0005625	XP_022799401.1	Xe_020481-T1
OG0005626	XP_022780118.1	Xe_013476-T1
OG0005627	XP_022802320.1	Xe_004051-T1
OG0005628	XP_022802305.1	Xe_004048-T1
OG0005629	XP_022784287.1	Xe_003389-T1
OG0005630	XP_022791734.1	Xe_005338-T1
OG0005631	XP_022791735.1	Xe_005339-T1
OG0005632	XP_022794986.1	Xe_002814-T1
OG0005633	XP_022802951.1	Xe_002776-T1
OG0005634	XP_022801211.1	Xe_002549-T1
OG0005635	XP_022801218.1	Xe_002550-T1
OG0005636	XP_022788853.1	Xe_002630-T1
OG0005638	XP_022794991.1	Xe_002813-T1
OG0005639	XP_022798326.1	Xe_014426-T1
OG0005640	XP_022788855.1	Xe_002538-T1
OG0005641	XP_022783688.1	Xe_013080-T1
OG0005642	XP_022789370.1	Xe_013152-T1
OG0005644	XP_022783746.1	Xe_016145-T1
OG0005645	XP_022797784.1	Xe_013075-T1
OG0005646	XP_022802919.1	Xe_013158-T1
OG0005647	XP_022789361.1	Xe_013154-T1
OG0005648	XP_022782913.1	Xe_013039-T1
OG0005649	XP_022805712.1	Xe_013054-T1
OG0005650	XP_022797774.1	Xe_013245-T1
OG0005652	XP_022805063.1	Xe_013684-T1
OG0005653	XP_022789404.1	Xe_013155-T1
OG0005654	XP_022783734.1	Xe_013216-T1
OG0005655	XP_022779441.1	Xe_013234-T1
OG0005656	XP_022789369.1	Xe_013157-T1
OG0005657	XP_022805068.1	Xe_013845-T1
OG0005658	XP_022789986.1	Xe_005479-T1, Xe_005461-T1
OG0005659	XP_022809140.1	Xe_002130-T1
OG0005660	XP_022803584.1	Xe_002186-T1
OG0005661	XP_022803585.1	Xe_002187-T1
OG0005662	XP_022795171.1	Xe_002284-T1
OG0005663	XP_022795218.1	Xe_002361-T1
OG0005664	XP_022780371.1	Xe_002253-T1
OG0005665	XP_022805549.1	Xe_001963-T1
OG0005666	XP_022779140.1	Xe_003072-T1
OG0005668	XP_022784869.1	Xe_002127-T1
OG0005669	XP_022779732.1	Xe_003068-T1
OG0005671	XP_022783877.1	Xe_028847-T1
OG0005672	XP_022799310.1	Xe_003062-T1
OG0005674	XP_022780465.1	Xe_002255-T1
OG0005675	XP_022803563.1	Xe_002178-T1
OG0005676	XP_022795213.1	Xe_002203-T1
OG0005677	XP_022789162.1	Xe_008351-T1
OG0005678	XP_022797047.1	Xe_000510-T1
OG0005679	XP_022803014.1	Xe_000512-T1
OG0005680	XP_022803015.1	Xe_000511-T1
OG0005681	XP_022810028.1	Xe_001375-T1
OG0005682	XP_022796943.1	Xe_001206-T1
OG0005683	XP_022783032.1	Xe_001030-T1
OG0005684	XP_022779020.1	Xe_000893-T1
OG0005685	XP_022797050.1	Xe_001189-T1
OG0005686	XP_022785228.1	Xe_010183-T1
OG0005687	XP_022783067.1	Xe_001029-T1
OG0005688	XP_022797059.1	Xe_001190-T1
OG0005689	XP_022796925.1	Xe_001077-T1
OG0005690	XP_022792382.1	Xe_028802-T1
OG0005691	XP_022796945.1	Xe_000431-T1
OG0005692	XP_022803008.1	Xe_000514-T1
OG0005693	XP_022798556.1	Xe_000569-T1
OG0005694	XP_022799172.1	Xe_021792-T1
OG0005695	XP_022807121.1	Xe_021777-T1
OG0005696	XP_022804355.1	Xe_021603-T1
OG0005697	XP_022799159.1	Xe_029089-T1
OG0005698	XP_022801709.1	Xe_022304-T1
OG0005699	XP_022797986.1	Xe_022379-T1
OG0005700	XP_022807744.1	Xe_000413-T1
OG0005701	XP_022790349.1	Xe_022381-T1
OG0005702	XP_022799942.1	Xe_021791-T1
OG0005703	XP_022804354.1	Xe_000263-T1
OG0005705	XP_022797993.1	Xe_022322-T1
OG0005706	XP_022804366.1	Xe_021604-T1
OG0005707	XP_022796199.1	Xe_019815-T1
OG0005708	XP_022802095.1	Xe_020047-T1
OG0005709	XP_022785856.1	Xe_004652-T1
OG0005710	XP_022796217.1	Xe_020344-T1
OG0005711	XP_022790700.1	Xe_020709-T1
OG0005712	XP_022783918.1	Xe_005068-T1
OG0005713	XP_022798401.1	Xe_004603-T1
OG0005714	XP_022780886.1	Xe_004978-T1
OG0005715	XP_022786830.1	Xe_020731-T1
OG0005716	XP_022798389.1	Xe_004604-T1
OG0005717	XP_022785854.1	Xe_004650-T1
OG0005718	XP_022798391.1	Xe_004605-T1
OG0005719	XP_022802104.1	Xe_004003-T2
OG0005720	XP_022785858.1	Xe_004653-T1
OG0005721	XP_022785862.1	Xe_004654-T1
OG0005722	XP_022780881.1	Xe_004976-T1
OG0005723	XP_022780882.1	Xe_004975-T1
OG0005725	XP_022796235.1	Xe_000218-T1
OG0005726	XP_022796201.1	Xe_019814-T1
OG0005727	XP_022782625.1	Xe_009735-T1
OG0005728	XP_022781028.1	Xe_005574-T1
OG0005729	XP_022779595.1	Xe_005371-T1
OG0005730	XP_022779637.1	Xe_005327-T1
OG0005731	XP_022786668.1	Xe_028500-T1
OG0005732	XP_022804856.1	Xe_005351-T1
OG0005733	XP_022791094.1	Xe_005499-T1
