Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0005909	XP_022788534.1	XP_020898617.1
OG0005911	XP_022806617.1	XP_020898624.1
OG0005912	XP_022787520.1	XP_020898627.1
OG0005913	XP_022806009.1	XP_020898629.1
OG0005914	XP_022803170.1	XP_020898635.1
OG0005915	XP_022787712.1	XP_020898654.1
OG0005916	XP_022798796.1	XP_020898661.1
OG0005917	XP_022798783.1	XP_020898669.1
OG0005918	XP_022795122.1	XP_020898684.1
OG0005919	XP_022795125.1	XP_020898686.1
OG0005920	XP_022795129.1	XP_020898687.1
OG0005921	XP_022807584.1	XP_020898688.1
OG0005922	XP_022809680.1	XP_020898689.1
OG0005923	XP_022785125.1	XP_020898695.1
OG0005924	XP_022785170.1	XP_020898696.1
OG0005925	XP_022804456.1	XP_020898702.1
OG0005926	XP_022801076.1	XP_020898704.1
OG0005927	XP_022802249.1	XP_020898705.1
OG0005928	XP_022807585.1	XP_020898706.1
OG0005929	XP_022795634.1	XP_020898708.1
OG0005930	XP_022805333.1	XP_020898711.1
OG0005931	XP_022804257.1	XP_020898714.1
OG0005932	XP_022801186.1	XP_020916909.2, XP_020898715.1
OG0005933	XP_022804307.1	XP_020898721.1
OG0005934	XP_022804238.1	XP_020898723.1
OG0005935	XP_022806603.1	XP_020898727.1
OG0005936	XP_022795630.1	XP_020898735.1
OG0005937	XP_022806604.1	XP_020898738.1
OG0005938	XP_022803939.1	XP_020898739.1
OG0005939	XP_022804823.1	XP_020898741.1
OG0005940	XP_022804646.1	XP_020898742.1
OG0005941	XP_022803834.1	XP_020898743.1
OG0005942	XP_022789962.1	XP_020898747.1
OG0005943	XP_022806609.1	XP_020898749.1
OG0005944	XP_022787317.1	XP_020898752.1
OG0005945	XP_022785300.1	XP_020898754.1
OG0005946	XP_022782516.1	XP_020898764.1
OG0005947	XP_022802000.1	XP_020898768.1
OG0005948	XP_022787456.1	XP_020898770.1
OG0005949	XP_022795128.1	XP_020898772.2
OG0005950	XP_022787354.1	XP_020898775.1
OG0005951	XP_022788344.1	XP_020898776.1
OG0005952	XP_022797944.1	XP_020898778.1
OG0005953	XP_022785348.1	XP_020898787.1
OG0005954	XP_022779325.1	XP_020898788.1
OG0005955	XP_022785897.1	XP_020898789.1
OG0005956	XP_022800475.1	XP_020898792.1
OG0005957	XP_022805332.1	XP_020898796.1
OG0005958	XP_022805336.1	XP_020898800.1
OG0005959	XP_022787295.1	XP_020898804.1
OG0005960	XP_022806315.1	XP_020898833.1
OG0005961	XP_022804131.1	XP_020898847.1
OG0005962	XP_022802019.1	XP_020898856.1
OG0005963	XP_022784194.1	XP_020898860.2, XP_020906288.2
OG0005964	XP_022803439.1	XP_020898862.1
OG0005965	XP_022803453.1	XP_020898864.1
OG0005966	XP_022808517.1	XP_020898865.1
OG0005967	XP_022779905.1	XP_020898879.1, XP_020914113.1
OG0005968	XP_022784005.1	XP_020898880.1
OG0005969	XP_022799216.1	XP_020898888.1
OG0005970	XP_022807232.1	XP_020898891.1
OG0005971	XP_022788432.1	XP_020898896.1
OG0005972	XP_022784011.1	XP_020901531.1, XP_020898897.1
OG0005974	XP_022797897.1	XP_020898902.1
OG0005975	XP_022795417.1	XP_020898905.1
OG0005976	XP_022800178.1	XP_020898908.1
OG0005977	XP_022802888.1	XP_020898909.1
OG0005978	XP_022803972.1	XP_020898910.1
OG0005979	XP_022795405.1	XP_020898915.2
OG0005980	XP_022795457.1	XP_020898918.1
OG0005981	XP_022795132.1	XP_020903768.1, XP_020898919.1
OG0005982	XP_022806696.1	XP_020898922.1
OG0005983	XP_022802864.1	XP_020898933.1
OG0005984	XP_022784028.1	XP_020898934.1
OG0005985	XP_022806803.1	XP_020898941.1
OG0005986	XP_022802815.1	XP_020898943.1
OG0005987	XP_022779949.1	XP_020898950.1
OG0005988	XP_022797908.1	XP_020898953.1
OG0005989	XP_022799871.1	XP_020898957.1
OG0005990	XP_022802822.1	XP_020898963.1
OG0005991	XP_022778938.1	XP_020898970.1
OG0005994	XP_022806804.1	XP_020898982.1
OG0005996	XP_022802808.1	XP_020899012.2
OG0005997	XP_022802813.1	XP_020899013.1
OG0005998	XP_022802865.1	XP_020899022.1
OG0005999	XP_022784620.1	XP_020899024.1, XP_028515355.1
OG0006000	XP_022788436.1	XP_020899025.1
OG0006001	XP_022789152.1	XP_020899038.1
OG0006002	XP_022793821.1	XP_020899042.1
OG0006003	XP_022789120.1	XP_020899044.1
OG0006004	XP_022796787.1	XP_020899046.1
OG0006005	XP_022789488.1	XP_020899060.1
OG0006006	XP_022791960.1	XP_020899067.1
OG0006007	XP_022793827.1	XP_020899090.1
OG0006008	XP_022779385.1	XP_020899095.1, XP_020914414.1, XP_028517276.1
OG0006010	XP_022785017.1	XP_020899107.1
OG0006011	XP_022795455.1	XP_020899109.1
OG0006012	XP_022800170.1	XP_020899112.1
OG0006013	XP_022797894.1	XP_020899117.1
OG0006014	XP_022795764.1	XP_020899118.1
OG0006015	XP_022792048.1	XP_020899119.1, XP_028517979.1
OG0006016	XP_022784065.1	XP_020899121.1
OG0006017	XP_022784090.1	XP_020899123.1
OG0006018	XP_022800276.1	XP_020899125.1
OG0006019	XP_022806684.1	XP_020899129.1
OG0006020	XP_022806695.1	XP_020899130.1
OG0006021	XP_022795766.1	XP_020899131.1
OG0006022	XP_022792020.1	XP_020899133.1
OG0006023	XP_022800165.1	XP_020899139.1
OG0006024	XP_022800194.1	XP_020899143.1
OG0006025	XP_022796890.1	XP_020899145.1
OG0006026	XP_022780268.1	XP_020911136.1, XP_020899152.1
OG0006027	XP_022797907.1	XP_020899158.1
OG0006028	XP_022795782.1	XP_020899162.1
OG0006029	XP_022795783.1	XP_020899165.1
OG0006030	XP_022784043.1	XP_020899170.1
OG0006031	XP_022784048.1	XP_020899171.1
OG0006032	XP_022800028.1	XP_020899179.1
OG0006033	XP_022809048.1	XP_020899181.1
OG0006034	XP_022797704.1	XP_020899185.1
OG0006035	XP_022808152.1	XP_020899187.1
OG0006036	XP_022788582.1	XP_020899200.1
OG0006037	XP_022790930.1	XP_020899201.1
OG0006038	XP_022791307.1	XP_020899206.1
OG0006039	XP_022797449.1	XP_020899213.1
OG0006040	XP_022802283.1	XP_020899214.1
OG0006041	XP_022793028.1	XP_020899216.1
OG0006042	XP_022792156.1	XP_020899218.1
OG0006043	XP_022792055.1	XP_020899230.1
OG0006044	XP_022791250.1	XP_020899232.1
OG0006045	XP_022791781.1	XP_020899239.1
OG0006046	XP_022792673.1	XP_020899240.1
OG0006047	XP_022791008.1	XP_020899244.1
OG0006048	XP_022793213.1	XP_020899245.1
OG0006049	XP_022803548.1	XP_020899246.1
OG0006050	XP_022805129.1	XP_020899250.1, XP_028517612.1
OG0006051	XP_022779127.1	XP_020899251.1
OG0006052	XP_022779150.1	XP_020899252.1
OG0006053	XP_022791634.1	XP_020899254.1
OG0006054	XP_022801757.1	XP_020899255.1
OG0006055	XP_022792510.1	XP_020899256.1
OG0006056	XP_022797991.1	XP_020899258.1
OG0006057	XP_022798199.1	XP_020904293.1, XP_020899260.1
OG0006058	XP_022800919.1	XP_020899262.1
OG0006059	XP_022790760.1, XP_022790751.1	XP_020899265.2
OG0006060	XP_022792547.1	XP_020899266.1
OG0006061	XP_022792534.1	XP_020899274.1
OG0006062	XP_022792983.1	XP_020899277.1
OG0006063	XP_022779029.1	XP_020899284.1
OG0006064	XP_022792980.1	XP_020899296.1
OG0006065	XP_022779014.1	XP_020899310.1
OG0006066	XP_022802656.1	XP_020899312.1
OG0006067	XP_022809963.1	XP_020899318.2, XP_020899342.1
OG0006068	XP_022788572.1	XP_020899321.1
OG0006069	XP_022800234.1	XP_020899325.1
OG0006070	XP_022797558.1	XP_020899330.1
OG0006072	XP_022798345.1	XP_020899339.1
OG0006073	XP_022788578.1	XP_020914613.1, XP_020899345.1
OG0006074	XP_022802438.1	XP_020899346.1
OG0006075	XP_022785913.1	XP_020899351.1
OG0006076	XP_022802447.1	XP_020899352.1
OG0006077	XP_022800600.1	XP_020899354.2
OG0006078	XP_022806692.1	XP_020899356.1
OG0006079	XP_022794433.1	XP_020899360.1
OG0006080	XP_022797429.1	XP_020899366.1
OG0006081	XP_022797553.1	XP_020899371.1
OG0006082	XP_022788451.1	XP_020899381.1
OG0006084	XP_022780243.1	XP_020899396.1
OG0006085	XP_022781775.1	XP_020899398.1
OG0006086	XP_022781772.1	XP_020899400.1
OG0006087	XP_022781790.1	XP_020899416.1
OG0006088	XP_022781783.1	XP_020899417.1
OG0006090	XP_022806554.1	XP_020899434.1
OG0006091	XP_022799192.1	XP_020899436.1
OG0006092	XP_022799686.1	XP_020899444.1
OG0006093	XP_022799883.1	XP_020899447.1
OG0006094	XP_022798132.1	XP_020909621.1, XP_020899449.1
OG0006095	XP_022800587.1	XP_020899450.1
OG0006096	XP_022807808.1	XP_020908433.1, XP_028517094.1, XP_020899454.1
OG0006097	XP_022799873.1	XP_020899455.1
OG0006098	XP_022785163.1	XP_028514241.1, XP_028514875.1, XP_020899464.1
OG0006099	XP_022780600.1	XP_020899478.1
OG0006100	XP_022779262.1	XP_020899479.1, XP_028515804.1
OG0006101	XP_022806882.1	XP_020899482.1
OG0006102	XP_022781762.1	XP_020899492.1
OG0006103	XP_022785674.1	XP_020899499.1
OG0006104	XP_022801406.1	XP_020899500.1
OG0006105	XP_022779965.1	XP_020899501.1
OG0006106	XP_022781957.1	XP_020899502.1
OG0006107	XP_022790192.1	XP_020899503.1
OG0006108	XP_022784980.1	XP_020899511.1
OG0006109	XP_022793750.1	XP_020899512.1
OG0006110	XP_022790802.1	XP_020899514.1
OG0006111	XP_022790444.1	XP_020899517.1
OG0006112	XP_022781757.1	XP_020899518.1
OG0006113	XP_022785671.1	XP_020899520.2
OG0006114	XP_022801486.1	XP_020899523.1
OG0006115	XP_022801484.1	XP_020899524.1
OG0006116	XP_022780028.1	XP_020899526.2
OG0006117	XP_022807552.1	XP_020899532.1
OG0006118	XP_022785712.1	XP_020899544.1
OG0006120	XP_022790870.1	XP_020899551.1
OG0006121	XP_022780004.1	XP_020899553.1
OG0006122	XP_022780010.1	XP_020899560.1
OG0006124	XP_022782397.1	XP_020899564.1
OG0006125	XP_022781980.1	XP_020899573.1
OG0006126	XP_022779983.1	XP_020899585.1
OG0006127	XP_022779993.1	XP_020899589.1
OG0006128	XP_022785647.1	XP_020899590.1
OG0006129	XP_022804329.1	XP_020899592.1
OG0006130	XP_022790803.1	XP_020899593.1, XP_028512745.1
OG0006131	XP_022780082.1	XP_020899600.1
OG0006132	XP_022790319.1	XP_020899606.1
OG0006133	XP_022790323.1	XP_020899611.1
OG0006134	XP_022782399.1	XP_020899613.1
OG0006135	XP_022777953.1	XP_020899614.1
OG0006136	XP_022800229.1	XP_020899631.1
OG0006137	XP_022810272.1	XP_020899635.1
OG0006138	XP_022790325.1	XP_020899639.1
OG0006139	XP_022800206.1	XP_020899645.1
OG0006140	XP_022794491.1	XP_020899650.1
OG0006141	XP_022779240.1	XP_020899651.1
OG0006142	XP_022779315.1	XP_020899652.1
OG0006143	XP_022800585.1	XP_020917351.1, XP_020899661.1
OG0006144	XP_022788516.1	XP_020899671.1
OG0006145	XP_022788484.1	XP_020899673.1
OG0006146	XP_022798710.1	XP_020899676.1
OG0006147	XP_022782566.1	XP_020899677.1
OG0006148	XP_022782523.1	XP_020899682.1
OG0006149	XP_022783689.1	XP_020899684.1, XP_020910916.1
OG0006150	XP_022804599.1	XP_020899688.2, XP_028516914.1
OG0006151	XP_022798709.1	XP_020899689.1
OG0006152	XP_022798718.1	XP_020899690.1
OG0006153	XP_022779311.1	XP_020899691.1
OG0006154	XP_022778461.1	XP_020899694.1
OG0006155	XP_022782618.1	XP_020899695.1
OG0006156	XP_022795720.1	XP_020899699.1
OG0006157	XP_022794256.1	XP_020899700.1
OG0006158	XP_022794243.1	XP_020899705.1
OG0006159	XP_022808170.1	XP_020899716.1
OG0006160	XP_022806403.1	XP_020899721.2
OG0006161	XP_022802414.1	XP_020899722.1
OG0006162	XP_022802412.1	XP_020899735.1
OG0006163	XP_022783919.1	XP_020899749.2
OG0006164	XP_022784299.1, XP_022805537.1	XP_020899750.1
OG0006165	XP_022782097.1	XP_020899763.2
OG0006166	XP_022779759.1	XP_020899769.1
OG0006167	XP_022783174.1	XP_020899770.1, XP_020915133.1
OG0006168	XP_022782099.1	XP_020899775.1
OG0006169	XP_022808147.1	XP_020899803.1
OG0006171	XP_022790180.1	XP_028513724.1, XP_020899813.1
OG0006172	XP_022799189.1	XP_020899816.1
OG0006173	XP_022802674.1	XP_020899827.1
OG0006174	XP_022780444.1	XP_020899831.1
OG0006175	XP_022802664.1	XP_020899838.1
OG0006176	XP_022779592.1	XP_020899846.1
OG0006177	XP_022802492.1, XP_022802464.1	XP_020899855.1
OG0006178	XP_022779651.1	XP_020899856.1
OG0006179	XP_022779659.1	XP_020899864.1
OG0006180	XP_022782912.1	XP_020899871.1
OG0006181	XP_022782914.1	XP_020899872.1
OG0006182	XP_022791539.1, XP_022800087.1	XP_020899877.1
OG0006183	XP_022790505.1	XP_020899879.2
OG0006184	XP_022790490.1	XP_020899884.1
OG0006185	XP_022792711.1	XP_020899886.1
OG0006186	XP_022779037.1	XP_020899889.1
OG0006187	XP_022779073.1	XP_020899890.1
OG0006188	XP_022794178.1	XP_020899891.1, XP_020908969.1
OG0006189	XP_022782910.1	XP_020899898.1
OG0006190	XP_022782890.1	XP_020899900.1
OG0006191	XP_022783728.1	XP_020899901.1
OG0006192	XP_022792739.1	XP_020899903.1
OG0006193	XP_022782876.1	XP_020899905.1
OG0006194	XP_022782893.1	XP_020899907.1
OG0006195	XP_022779038.1	XP_020899908.1
OG0006196	XP_022779365.1	XP_020899909.1
OG0006197	XP_022782157.1	XP_020899911.1
OG0006198	XP_022779366.1	XP_020899914.1
OG0006199	XP_022796622.1	XP_020899917.1
OG0006200	XP_022806634.1	XP_020899921.1
OG0006201	XP_022802635.1	XP_020899925.1
OG0006202	XP_022779410.1	XP_020899928.1
OG0006203	XP_022780105.1, XP_022782050.1	XP_020899931.1
OG0006204	XP_022784975.1	XP_020899942.1
OG0006205	XP_022781707.1	XP_020899943.1
OG0006206	XP_022780674.1	XP_020899946.1
OG0006207	XP_022780675.1	XP_020899947.1, XP_020917746.1
OG0006208	XP_022781788.1	XP_020899948.1
OG0006209	XP_022782326.1	XP_020899956.2
OG0006210	XP_022781709.1	XP_020899958.1
OG0006211	XP_022781966.1	XP_020899961.1
OG0006212	XP_022784661.1	XP_020899967.1
OG0006213	XP_022790693.1	XP_020899971.1
OG0006214	XP_022784009.1	XP_020899982.1
OG0006215	XP_022783696.1	XP_020899985.1
OG0006216	XP_022782357.1	XP_020899993.1
OG0006217	XP_022779608.1	XP_020900002.1
OG0006218	XP_022779514.1, XP_022779584.1	XP_020900008.1
OG0006219	XP_022779518.1	XP_020900009.1
OG0006220	XP_022781081.1	XP_020900010.1
OG0006221	XP_022801980.1	XP_020900011.1
OG0006222	XP_022789205.1	XP_020900020.1
OG0006223	XP_022788889.1	XP_020900021.1
OG0006224	XP_022786679.1, XP_022786739.1	XP_020900024.2
OG0006225	XP_022779825.1	XP_020900042.1
OG0006226	XP_022779661.1	XP_020900045.1
OG0006227	XP_022779540.1	XP_020900046.2
OG0006228	XP_022805788.1	XP_020900056.1
OG0006229	XP_022799413.1	XP_020900062.2
OG0006230	XP_022804458.1	XP_020900085.1
OG0006231	XP_022794574.1	XP_020900094.1
OG0006232	XP_022790199.1	XP_020900102.1
OG0006233	XP_022783318.1	XP_020900105.1
OG0006234	XP_022783118.1	XP_020900108.1
OG0006235	XP_022798182.1	XP_020900109.1
OG0006236	XP_022803027.1	XP_020900116.1
OG0006237	XP_022804692.1	XP_020900122.2
OG0006238	XP_022804696.1	XP_020900124.1
OG0006239	XP_022782032.1	XP_020900134.1
OG0006240	XP_022807144.1	XP_020900137.1
OG0006241	XP_022789835.1	XP_020900143.1
OG0006242	XP_022782457.1	XP_020900150.1
OG0006243	XP_022810376.1	XP_020900156.1
OG0006244	XP_022801673.1	XP_020900160.1
OG0006245	XP_022790934.1	XP_020900164.1
OG0006246	XP_022788940.1	XP_020900166.1
OG0006247	XP_022798605.1	XP_020900168.1
OG0006248	XP_022799918.1	XP_020900169.1
OG0006249	XP_022804239.1	XP_020900171.1
OG0006250	XP_022801670.1	XP_020900172.2, XP_020916736.1
OG0006251	XP_022810659.1	XP_020900173.1
OG0006252	XP_022801675.1	XP_020900176.1
OG0006253	XP_022788938.1	XP_020900179.1
OG0006254	XP_022804229.1	XP_020900181.1
OG0006256	XP_022801663.1	XP_020900184.1
OG0006257	XP_022800817.1	XP_020900185.1
OG0006258	XP_022791000.1	XP_020900186.1
OG0006259	XP_022809595.1	XP_020900189.1
OG0006260	XP_022787190.1	XP_020900192.1
OG0006261	XP_022801664.1	XP_020900193.1
OG0006262	XP_022809598.1	XP_020900195.1
OG0006263	XP_022790936.1	XP_020900196.1
OG0006264	XP_022796550.1, XP_022802522.1	XP_020900200.1
OG0006265	XP_022809597.1	XP_020900207.1
OG0006266	XP_022788948.1	XP_020900209.1
OG0006267	XP_022790984.1	XP_020900222.1
OG0006268	XP_022788693.1	XP_028514816.1, XP_020900229.1
OG0006269	XP_022796999.1	XP_020900231.1
OG0006270	XP_022794697.1	XP_020900234.1
OG0006271	XP_022799119.1	XP_020900235.1
OG0006272	XP_022778864.1	XP_020914218.2, XP_020900236.1
OG0006273	XP_022791899.1	XP_020900238.1
OG0006274	XP_022783629.1	XP_020900239.1
OG0006275	XP_022800116.1	XP_020900242.1
OG0006276	XP_022794677.1	XP_020900243.1
OG0006277	XP_022802185.1	XP_020900248.1
OG0006278	XP_022784963.1	XP_020900250.2
OG0006279	XP_022794681.1	XP_020900253.1
OG0006280	XP_022794699.1	XP_020900254.1
OG0006281	XP_022786028.1	XP_020900259.1
OG0006282	XP_022779416.1	XP_020900261.1
OG0006283	XP_022794680.1	XP_020900266.1
OG0006284	XP_022794530.1	XP_020900284.2
OG0006285	XP_022788687.1	XP_020900302.1
OG0006286	XP_022803547.1	XP_020900325.1
OG0006287	XP_022801153.1	XP_020900334.1
OG0006288	XP_022794039.1	XP_020900354.1
OG0006289	XP_022781188.1	XP_020900355.1
OG0006290	XP_022809047.1	XP_020900359.1
OG0006291	XP_022781101.1	XP_020904149.1, XP_020900360.2
OG0006292	XP_022784953.1	XP_020900370.1
OG0006293	XP_022796901.1	XP_020900378.1
OG0006294	XP_022804194.1	XP_020900380.1, XP_020910689.1
OG0006295	XP_022783521.1	XP_020910699.2, XP_020900382.1
OG0006296	XP_022780739.1	XP_020900386.1
OG0006297	XP_022783602.1	XP_020900390.1
OG0006298	XP_022783634.1	XP_020900398.1
OG0006299	XP_022795799.1	XP_020900399.1
OG0006300	XP_022810374.1	XP_020900401.1
OG0006301	XP_022795029.1	XP_020909072.1, XP_020900405.1
OG0006302	XP_022783643.1, XP_022777625.1	XP_020900407.1
OG0006303	XP_022795423.1	XP_020900412.2, XP_020916523.1
OG0006304	XP_022789779.1	XP_020900413.1
OG0006305	XP_022783410.1	XP_020900418.1
OG0006306	XP_022783506.1	XP_020900419.1
OG0006307	XP_022783408.1	XP_020900420.1
OG0006308	XP_022793248.1	XP_020900436.1, XP_020900434.1
OG0006309	XP_022783458.1	XP_020900439.1
OG0006310	XP_022788767.1	XP_020900442.1
OG0006311	XP_022809057.1	XP_020900443.1
OG0006312	XP_022810043.1	XP_020900444.1
OG0006313	XP_022785395.1	XP_020900445.1
OG0006314	XP_022788789.1	XP_020900447.1
OG0006315	XP_022783465.1	XP_020900450.1
OG0006316	XP_022783501.1	XP_020900463.2
OG0006317	XP_022794983.1	XP_020900475.1
OG0006318	XP_022796762.1	XP_020900476.1
OG0006319	XP_022795089.1	XP_020900479.1
OG0006320	XP_022795086.1, XP_022795090.1	XP_020900495.1
OG0006321	XP_022784977.1	XP_020900500.1
OG0006322	XP_022784951.1	XP_028514868.1, XP_020900501.1
OG0006323	XP_022799124.1	XP_020900504.1
OG0006324	XP_022804182.1	XP_020900506.1
OG0006325	XP_022799157.1	XP_020900533.1
OG0006326	XP_022799145.1	XP_020900534.1
OG0006327	XP_022797701.1	XP_020900536.1
OG0006328	XP_022804191.1	XP_020900540.1
OG0006329	XP_022804185.1	XP_020900543.1
OG0006330	XP_022783604.1	XP_020900544.1
OG0006331	XP_022783585.1	XP_020900545.2
OG0006332	XP_022804208.1, XP_022804207.1	XP_020900549.1
OG0006333	XP_022804212.1	XP_020900560.1
OG0006334	XP_022783641.1	XP_020900563.1
OG0006335	XP_022799164.1	XP_020900566.1
OG0006336	XP_022799910.1	XP_020900579.1
OG0006337	XP_022783627.1	XP_020900581.1
OG0006338	XP_022783591.1	XP_020900582.1
OG0006339	XP_022779864.1	XP_020900597.1
OG0006340	XP_022782002.1	XP_020900632.1
OG0006341	XP_022803998.1	XP_020900640.1
OG0006342	XP_022804000.1	XP_020900645.1
OG0006343	XP_022803990.1	XP_020900649.1
OG0006344	XP_022803996.1	XP_020900650.1
OG0006345	XP_022782373.1	XP_020900654.2
OG0006346	XP_022803997.1	XP_020900656.1
OG0006347	XP_022782359.1	XP_020900660.1
OG0006349	XP_022796026.1	XP_020900674.1
OG0006350	XP_022796319.1	XP_020900675.1
OG0006351	XP_022796299.1	XP_020900676.1
OG0006352	XP_022796308.1	XP_020900680.1
OG0006353	XP_022791667.1	XP_020900682.1
OG0006354	XP_022796037.1	XP_020900683.1
OG0006355	XP_022788683.1	XP_020900697.1
OG0006356	XP_022796306.1	XP_020900698.1
OG0006357	XP_022808054.1	XP_028513093.1, XP_020900717.1
OG0006358	XP_022788100.1	XP_020900724.1
OG0006359	XP_022808064.1	XP_020900728.1
OG0006360	XP_022807504.1	XP_020900736.1
OG0006361	XP_022807508.1	XP_020900739.1, XP_020900738.1
OG0006362	XP_022794519.1	XP_020900751.2
OG0006363	XP_022788772.1	XP_020900754.1
OG0006364	XP_022783542.1	XP_020900761.1
OG0006365	XP_022783500.1	XP_020900762.1
OG0006366	XP_022797690.1	XP_020900763.2
OG0006367	XP_022802670.1	XP_020900772.1
OG0006368	XP_022790048.1	XP_020900774.1
OG0006369	XP_022783533.1	XP_020900777.1
OG0006370	XP_022788837.1	XP_020900789.1
OG0006371	XP_022795412.1	XP_020900801.1
OG0006373	XP_022786501.1	XP_020900805.1
OG0006374	XP_022802618.1	XP_020900806.1
OG0006375	XP_022783987.1	XP_020900844.1
OG0006376	XP_022793546.1	XP_020900849.1
OG0006377	XP_022784281.1	XP_020900850.1
OG0006378	XP_022791425.1	XP_020900851.1
OG0006379	XP_022781656.1, XP_022781655.1	XP_020900854.1
OG0006380	XP_022804119.1	XP_020900858.1, XP_020900872.1
OG0006381	XP_022795413.1	XP_020900873.1
OG0006382	XP_022804118.1	XP_020900874.1
OG0006383	XP_022793548.1	XP_020900875.1
OG0006384	XP_022791467.1	XP_020900877.1
OG0006385	XP_022793551.1	XP_020900890.1
OG0006386	XP_022786607.1	XP_020900903.1
OG0006387	XP_022786624.1	XP_020900906.1
OG0006388	XP_022786615.1	XP_020900907.1
OG0006389	XP_022786650.1	XP_020900909.1
OG0006390	XP_022793940.1	XP_020900917.1
OG0006391	XP_022804245.1	XP_020900918.1
OG0006392	XP_022779791.1	XP_020900919.1
OG0006393	XP_022787009.1	XP_020900922.1
OG0006394	XP_022786967.1	XP_020900923.1
OG0006395	XP_022788396.1	XP_020900924.1
OG0006396	XP_022793947.1	XP_020900938.1
OG0006397	XP_022788661.1	XP_020900947.1
OG0006398	XP_022789799.1	XP_020900950.1
OG0006399	XP_022782042.1	XP_020900961.2
OG0006400	XP_022789849.1	XP_020900963.1
OG0006401	XP_022805837.1	XP_020900966.1
OG0006402	XP_022789797.1	XP_020900979.1
OG0006403	XP_022779769.1, XP_022779768.1	XP_020900981.1
OG0006404	XP_022784034.1	XP_020900982.1
OG0006405	XP_022809493.1	XP_020900985.1
OG0006407	XP_022795591.1	XP_020900996.1
OG0006408	XP_022778966.1	XP_020901008.1
OG0006409	XP_022809525.1	XP_020906196.1, XP_020901030.1
OG0006410	XP_022800831.1	XP_020901033.1
OG0006411	XP_022784226.1	XP_020901040.1
OG0006412	XP_022800963.1	XP_020917810.1, XP_020901041.1
OG0006413	XP_022806916.1	XP_020901042.1
OG0006414	XP_022800865.1	XP_020901043.1
OG0006415	XP_022807879.1	XP_020901044.1
OG0006416	XP_022800856.1	XP_020901048.1
OG0006418	XP_022808274.1	XP_020901053.1
OG0006419	XP_022807691.1	XP_020901059.1
