gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022789818_1	AA_permease_2/AA_permease_C/	solute_carrier_family_7_member_2	41	4.47	3.06	no	neuron_9
Spis_XP_022787397_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/	ion-NaKCa.HG9.3:SCN10A/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN7A/SCN8A/SCN9A	30	21.74	2.98	no	neuron_9
Spis_XP_022805587_1	Pkinase/	Pkinase.HG12.2:PIM1/PIM2/PIM3	30	15.79	2.98	no	neuron_9
Spis_XP_022792444_1	Reticulon/	reticulon_4	26	4.78	2.88	no	neuron_9
Spis_XP_022793474_1	Laminin_G_3/	Laminin.HG25.0:CLSTN1	125	1.56	2.85	no	neuron_9
Spis_XP_022808401_1	EGF_CA/EGF_CA/	uromodulin	35	2.53	2.81	no	neuron_9
Spis_XP_022800008_1	PLAT/PKD_channel/	ion-NaKCa.HG2.18:like:PKD1L3/PKDREJ:likeclu:14	66	0.89	2.77	no	neuron_9
Spis_XP_022804586_1	AA_permease/	solute_carrier_family_12_member_8	34	5.26	2.68	no	neuron_9
Spis_XP_022786579_1	Synapsin/Synapsin_C/	Synapsin.HG1.0:SYN1/SYN2/SYN3	29	3.18	2.63	no	neuron_9
Spis_XP_022780343_1	DUF885/	uncharacterized protein LOC111321665	23	17.69	2.62	no	neuron_9
Spis_XP_022793177_1	I-set/Ig_3/Ig_3/Ig_3/fn3/fn3/	fibronectin.HG16.0:like:LY75/MMP9/MRC1/MRC2/NCAM1/NCAM2/PLA2R1/SEL1L:likeclu:3/7/8	50	1.11	2.62	no	neuron_9
Spis_XP_022803962_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.15:GABRB1/GABRB2/GABRB3/GABRD/GABRP/GABRQ/GABRR1/GABRR2/GABRR3	30	13.89	2.61	no	neuron_9
Spis_XP_022795806_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	35	1.85	2.6	no	neuron_9
Spis_XP_022810272_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/	ion-NaKCa.HG9.3:SCN10A/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN7A/SCN8A/SCN9A	30	2.25	2.6	no	neuron_9
Spis_XP_022798500_1	Furin-like_2/Furin-like_2/	R_spondin_1	40	15.75	2.54	no	neuron_9
Spis_XP_022796139_1	Ank_2/	transient_receptor_potential_cation_channel_subfamily_A_member_1	22	7.43	2.53	no	neuron_9
Spis_XP_022797129_1	I-set/	MAM_domain_containing_glycosylphosphatidylinositol_anchor_2	50	1.61	2.52	no	neuron_9
Spis_XP_022784057_1	Ank_2/Ank_2/Ank_2/Ank/Ank_4/Ank_2/Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	31	6.33	2.5	no	neuron_9
Spis_XP_022786761_1	RGS/	RGS.HG1.9:RGS17/RGS19/RGS20	29	2.01	2.49	no	neuron_9
Spis_XP_022807594_1	PhoLip_ATPase_N/E1-E2_ATPase/Cation_ATPase/PhoLip_ATPase_C/	ATPase_phospholipid_transporting_8A1	31	2.24	2.48	no	neuron_9
Spis_XP_022795393_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/KAP_NTPase/	kinase_D_interacting_substrate_220	25	3.64	2.47	no	neuron_9
Spis_XP_022780503_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	25	1.04	2.44	no	neuron_9
Spis_XP_022780388_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_ISL1/LIM_ISL2	24	2.59	2.42	yes	neuron_9
Spis_XP_022791236_1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/	zf-C2H2.OVOL1/OVOL2/OVOL3	22	14.01	2.41	yes	neuron_9
Spis_XP_022790424_1	Tetraspanin/	CD151_molecule_Raph_blood_group_	21	3.67	2.4	no	neuron_9
Spis_XP_022795627_1	CUB/Ig_3/Ion_trans_2/	ion-NaKCa.HG3.6:NA	19	1.43	2.35	no	neuron_9
Spis_XP_022779877_1	CAP/CAP/CAP/CAP/CAP/	GLI_pathogenesis_related_2	21	1.63	2.32	no	neuron_9
Spis_XP_022788444_1	7tm_1/	GPCR-rhodopsin.HG18.1:NA	29	11.65	2.32	no	neuron_9
Spis_XP_022797738_1	Katanin_con80/	uncharacterized protein LOC111335992	19	9.45	2.32	no	neuron_9
Spis_XP_022805476_1	ANF_receptor/NCD3G/7tm_3/	GPCR-glutamate.HG1.39:like:GPRC5A/GPRC5B/GPRC5C/GPRC5D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8:likeclu:33	17	5.57	2.32	no	neuron_9
Spis_XP_022781270_1	GATA/GATA/	GATA.GATA1/GATA2/GATA3	20	2.79	2.31	yes	neuron_9
Spis_XP_022794095_1	Laminin_G_2/Laminin_G_2/	Laminin.HG3.15:like:CNTNAP1/CNTNAP2/CNTNAP3/CNTNAP3B/CNTNAP4/CNTNAP5:likeclu:8	17	6.64	2.31	no	neuron_9
Spis_XP_022780262_1	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	36	2.08	2.3	no	neuron_9
Spis_XP_022802315_1		LOW QUALITY PROTEIN: uncharacterized protein LOC111339855	21	11.67	2.27	no	neuron_9
Spis_XP_022786665_1	Transferrin/	melanotransferrin	96	0.76	2.25	no	neuron_9
Spis_XP_022790995_1	C2/C2/	Synaptotagmin.HG4.1:SYT14/SYT16	15	2.52	2.24	no	neuron_9
Spis_XP_022805592_1	SNF/SNF/	solute_carrier_family_6_member_1	25	3.15	2.24	no	neuron_9
Spis_XP_022807356_1		uncharacterized protein LOC111344399, partial	19	4.63	2.24	no	neuron_9
Spis_XP_022780302_1	PKD/REJ/GPS/PLAT/PKD_channel/	polycystin_1_like_2_gene_pseudogene_	19	0.73	2.23	no	neuron_9
Spis_XP_022791653_1	Ion_trans_2/	ion-glutamate.HG2.14:NA	17	1.41	2.21	no	neuron_9
Spis_XP_022783775_1	PID/DUF3694/RabGAP-TBC/	PID.HG4.1:RABGAP1	21	3.04	2.2	no	neuron_9
Spis_XP_022794923_1	zf-C4/Hormone_recep/	zf-C4_Nuclear_receptors.NR2E1/NR2E3	16	15.84	2.2	yes	neuron_9
Spis_XP_022796495_1		uncharacterized protein LOC111334950	22	1.48	2.19	no	neuron_9
Spis_XP_022782619_1	C2/C2/	Synaptotagmin.HG1.46:like:SYT1/SYT2/SYT3/SYT4/SYT5/SYT6/SYT7/SYT8/SYT9/SYT10/SYT11/SYT12/SYT13/SYT17:likeclu:25/30/31/36/38/40/41	15	11.81	2.17	no	neuron_9
Spis_XP_022801677_1	zf-B_box/fn3/SPRY/	fibronectin.HG25.2:TRIM67/TRIM9	15	14.02	2.17	no	neuron_9
Spis_XP_022801297_1	DCX/DCX/Pkinase/	Pkinase.HG58.2:DCLK1/DCLK2/DCLK3	33	1.34	2.16	no	neuron_9
Spis_XP_022780622_1	BTB_2/Ion_trans/	ion-NaKCa.HG1.6:KCNA1/KCNA10/KCNA2/KCNA3/KCNA4/KCNA5/KCNA6/KCNA7	17	7.66	2.15	no	neuron_9
Spis_XP_022787020_1	RRM_1/RRM_1/RRM_1/	RRM.HG6.6:ELAVL1/ELAVL2/ELAVL3/ELAVL4	14	4.61	2.13	no	neuron_9
Spis_XP_022793727_1	R3H/SUZ/	R3H_domain_containing_1	22	2.45	2.13	no	neuron_9
Spis_XP_022800030_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	18	38.3	2.13	no	neuron_9
Spis_XP_022790141_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.15:GABRB1/GABRB2/GABRB3/GABRD/GABRP/GABRQ/GABRR1/GABRR2/GABRR3	18	8.61	2.11	no	neuron_9
Spis_XP_022789347_1	7tm_1/	GPCR-rhodopsin.HG16.26:NA	18	4.44	2.1	no	neuron_9
Spis_XP_022779645_1	PKD/PKD/REJ/GPS/PLAT/PKD_channel/	ion-NaKCa.HG2.5:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14	15	3.42	2.09	no	neuron_9
Spis_XP_022799022_1	Kazal_2/Kazal_2/Kazal_2/	reversion_inducing_cysteine_rich_protein_with_kazal_motifs	23	1.77	2.09	no	neuron_9
Spis_XP_022779971_1		uncharacterized protein LOC111321383 isoform X1	27	2.01	2.08	no	neuron_9
Spis_XP_022805937_1	AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/	adenylate_cyclase_5	37	1.08	2.08	no	neuron_9
Spis_XP_022786754_1	Abhydrolase_2/	lysophospholipase_1	16	2.71	2.07	no	neuron_9
Spis_XP_022780425_1	DUF885/	uncharacterized protein LOC111321726	15	3.39	2.06	no	neuron_9
Spis_XP_022779943_1	Ion_trans_2/	ion-NaKCa.HG3.0:NA	17	4.19	2.03	no	neuron_9
Spis_XP_022780474_1	NPDC1/	neural_proliferation_differentiation_and_control_1	21	1.63	2.03	no	neuron_9
Spis_XP_022790514_1	Homeodomain/	Homeodomains.like:ANTP_EMX1/ANTP_EMX2/ANTP_NOTO/ANTP_VAX1/ANTP_VAX2	17	56.67	2.03	yes	neuron_9
Spis_XP_022797732_1		uncharacterized protein LOC111335985	24	2.94	2.02	no	neuron_9
Spis_XP_022782101_1	NTP_transf_7/	terminal_nucleotidyltransferase_5C	15	3.26	2.01	no	neuron_9
Spis_XP_022805563_1	TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6	20	7.33	9.48	no	neuron_10
Spis_XP_022782337_1	7tm_1/	GPCR-rhodopsin.HG6.47:NA	14	4.17	6.95	no	neuron_10
Spis_XP_022793915_1	ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc/	ANF_receptor.HG3.10:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	12	3.63	6.82	no	neuron_10
Spis_XP_022805424_1	DUF885/	uncharacterized protein LOC111342593 isoform X1	11	5.91	6.05	no	neuron_10
Spis_XP_022790491_1	7tm_1/	GPCR-rhodopsin.HG3.80:NA	22	0.47	5.74	no	neuron_10
Spis_XP_022799249_1	Trypsin/	chymotrypsin_like_elastase_3B	11	1.83	5.34	no	neuron_10
Spis_XP_022810237_1	KIAA1430/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/	annexin_A6	17	1.65	5.17	no	neuron_10
Spis_XP_022794506_1	ETS_PEA3_N/Ets/	Ets.ETV1/ETV4/ETV5	8	2.17	4.96	yes	neuron_10
Spis_XP_022789719_1		uncharacterized protein LOC111329322 isoform X2	14	1.1	4.71	no	neuron_10
Spis_XP_022783309_1		zinc_finger_SWIM_type_containing_5	14	0.49	4.14	no	neuron_10
Spis_XP_022793698_1	LIM/LIM/	LIM_domain_only_4	9	1.13	4.09	no	neuron_10
Spis_XP_022780538_1		uncharacterized protein LOC111321827	34	5.26	4.01	no	neuron_10
Spis_XP_022804454_1	Homeobox_KN/	Homeodomains.TALE_IRX1/TALE_IRX2/TALE_IRX3/TALE_IRX4/TALE_IRX6/TALE_MKX	9	0.54	3.97	yes	neuron_10
Spis_XP_022791711_1	Ank_2/Ank_4/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	6	2.09	3.93	no	neuron_10
Spis_XP_022790669_1		uncharacterized protein LOC111330131 isoform X1	6	1.86	3.82	no	neuron_10
Spis_XP_022792530_1	Arrestin_N/Arrestin_C/	arrestin_beta_1	7	0.63	3.78	no	neuron_10
Spis_XP_022800497_1	Astacin/	meprin_A_subunit_beta	9	0.35	3.74	no	neuron_10
Spis_XP_022799192_1	MH1/MH2/	SMAD_MH1.SMAD6/SMAD7	6	1.76	3.51	yes	neuron_10
Spis_XP_022788591_1		signal_peptide_CUB_domain_and_EGF_like_domain_containing_2	16	0.22	3.47	no	neuron_10
Spis_XP_022784942_1		uncharacterized protein LOC111325393	17	26.15	3.41	no	neuron_10
Spis_XP_022798493_1	7tm_1/	GPCR-rhodopsin.HG22.3:NA	5	3.33	3.41	no	neuron_10
Spis_XP_022791653_1	Ion_trans_2/	ion-glutamate.HG2.14:NA	6	0.5	3.39	no	neuron_10
Spis_XP_022792700_1	Cu2_monooxygen/Cu2_monoox_C/	peptidylglycine_alpha_amidating_monooxygenase	5	0.45	3.3	no	neuron_10
Spis_XP_022801475_1		centrosome-associated protein CEP250-like	10	0.15	3.29	no	neuron_10
Spis_XP_022783924_1		serine/arginine repetitive matrix protein 2-like	10	0.87	3.26	no	neuron_10
Spis_XP_022795806_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	7	0.37	3.24	no	neuron_10
Spis_XP_022786996_1	Sterol-sensing/	Patched.HG8.0:DISP3	8	0.48	3.16	no	neuron_10
Spis_XP_022789801_1	CHDNT/PHD/PHD/Chromo/SNF2_N/Helicase_C/DUF1087/DUF1086/CHDCT2/	Chromo.HG2.0:CHD3/CHD4/CHD5	10	0.46	3.16	no	neuron_10
Spis_XP_022790995_1	C2/C2/	Synaptotagmin.HG4.1:SYT14/SYT16	4	0.67	3.16	no	neuron_10
Spis_XP_022803366_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/	ion-glutamate.HG1.5:like:GRIA1/GRIA2/GRIA3/GRIA4/GRID1/GRID2/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5:likeclu:23/25/27	6	1.08	3.13	no	neuron_10
Spis_XP_022785764_1	Mtp/Mtp/	lysosomal_protein_transmembrane_4_alpha	8	0.37	3.12	no	neuron_10
Spis_XP_022788581_1		uncharacterized protein LOC111328421	20	0.14	3.12	no	neuron_10
Spis_XP_022803712_1	Malate_synthase/	uncharacterized protein LOC111341036	7	0.45	3.09	no	neuron_10
Spis_XP_022790316_1	Syntaxin-5_N/SNARE/	syntaxin_5	9	1.05	3.08	no	neuron_10
Spis_XP_022792032_1	GRIP/	golgin_A4	17	0.36	3.08	no	neuron_10
Spis_XP_022780311_1	FCH/SH3_1/	formin_binding_protein_1	11	0.46	3.07	no	neuron_10
Spis_XP_022785958_1		protein_phosphatase_2_regulatory_subunit_Balpha	8	0.62	3.07	no	neuron_10
Spis_XP_022786995_1		uncharacterized protein LOC111327149	11	4.68	3.05	no	neuron_10
Spis_XP_022805587_1	Pkinase/	Pkinase.HG12.2:PIM1/PIM2/PIM3	6	3.16	3.05	no	neuron_10
Spis_XP_022780719_1	WD40/WD40/WD40/WD40/WD40/WD40/WD40/	receptor_for_activated_C_kinase_1	13	0.23	3.02	no	neuron_10
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	7	0.49	3.02	no	neuron_10
Spis_XP_022783845_1	DUF4612/	chromosome_1_open_reading_frame_21	5	0.43	3.01	no	neuron_10
Spis_XP_022781378_1	RS4NT/S4/Ribosomal_S4e/KOW/40S_S4_C/	ribosomal_protein_S4_X_linked	13	0.22	2.99	no	neuron_10
Spis_XP_022792178_1		uncharacterized protein LOC111331344 isoform X1	6	1.54	2.99	no	neuron_10
Spis_XP_022793108_1	PB1/ZZ/N_BRCA1_IG/	NBR1_autophagy_cargo_receptor	10	0.25	2.96	no	neuron_10
Spis_XP_022780365_1	zf-C2H2/zf-C2H2/zf-C2H2/	zf-C2H2.KLF13/KLF14/KLF16/KLF9	4	1.25	2.91	yes	neuron_10
Spis_XP_022807743_1		Yip1_domain_family_member_3	6	1.1	2.91	no	neuron_10
Spis_XP_022787668_1	ShK/CAP/	GLI_pathogenesis_related_2	9	4.21	2.89	no	neuron_10
Spis_XP_022789977_1	BTB_2/Ion_trans/	ion-NaKCa.HG1.25:like:KCNA1/KCNA2/KCNA3/KCNA4/KCNA5/KCNA6/KCNA7/KCNA10:likeclu:6	5	6.33	2.89	no	neuron_10
Spis_XP_022806066_1	PAN_1/EGF/EGF/	EGF_like_repeats_and_discoidin_domains_3	5	6.02	2.89	no	neuron_10
Spis_XP_022779645_1	PKD/PKD/REJ/GPS/PLAT/PKD_channel/	ion-NaKCa.HG2.5:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14	9	2.05	2.86	no	neuron_10
Spis_XP_022781270_1	GATA/GATA/	GATA.GATA1/GATA2/GATA3	6	0.84	2.86	yes	neuron_10
Spis_XP_022790064_1	Kinesin/WD40/WD40/WD40/	kinesin_family_member_21A	8	0.61	2.85	no	neuron_10
Spis_XP_022806742_1	hEGF/EGF_3/EGF_CA/	signal_peptide_CUB_domain_and_EGF_like_domain_containing_2	4	1.41	2.85	no	neuron_10
Spis_XP_022808401_1	EGF_CA/EGF_CA/	uromodulin	4	0.29	2.84	no	neuron_10
Spis_XP_022780262_1	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	5	0.29	2.82	no	neuron_10
Spis_XP_022803484_1	ubiquitin/Ribosomal_S30/	FAU_ubiquitin_like_and_ribosomal_protein_S30_fusion	15	0.28	2.81	no	neuron_10
Spis_XP_022809662_1	7tm_1/	GPCR-rhodopsin.HG17.4:like:OPN4:likeclu:9	4	6.35	2.8	no	neuron_10
Spis_XP_022786400_1	LRRNT/SEA/HRM/GPS/7tm_2/	GPCR-secretin.HG4.5:like:ADGRB1/ADGRB2/ADGRB3/ADGRF1/ADGRF2/ADGRF3/ADGRF4/ADGRF5:likeclu:3/7	5	0.65	2.79	no	neuron_10
Spis_XP_022801714_1	zf-C3HC4_2/RAWUL/	ring_finger_protein_2	4	0.91	2.79	no	neuron_10
Spis_XP_022786254_1	Trypsin/MAM/MAM/fn3/fn3/fn3/fn3/fn3/Trypsin/MAM/MAM/fn3/	fibronectin.HG8.0:F12/HGFAC/PLAT	4	0.33	2.78	no	neuron_10
Spis_XP_022778976_1	Ank_2/Ank_2/Ank/Ank_2/Ank_2/Ank_4/Ank_4/Ank_4/SAM_2/PARP/	SAM.HG16.0:TNKS/TNKS2	5	0.61	2.76	no	neuron_10
Spis_XP_022786807_1	CCDC66/	centrosome_and_spindle_pole_associated_protein_1	7	0.5	2.74	no	neuron_10
Spis_XP_022792148_1	Trypsin/	chymotrypsinogen_B2	5	0.49	2.74	no	neuron_10
Spis_XP_022790197_1	MRP-S24/	mitochondrial_ribosomal_protein_S24	5	1.17	2.72	no	neuron_10
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	8	0.09	2.71	no	neuron_10
Spis_XP_022786398_1	Band_7/	stomatin	4	0.4	2.71	no	neuron_10
Spis_XP_022786511_1	Suf/	cleavage_stimulation_factor_subunit_3	5	0.96	2.71	no	neuron_10
Spis10189_1			4	1.74	2.7	no	neuron_10
Spis10190_1			3	3.45	2.7	no	neuron_10
Spis_XP_022792146_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.5:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	3	2.36	2.7	no	neuron_10
Spis_XP_022794768_1	FACT-Spt16_Nlob/Peptidase_M24/SPT16/Rtt106/	Rtt106.HG2.0:SUPT16H	10	0.9	2.7	no	neuron_10
Spis_XP_022806077_1		uncharacterized protein LOC111343186	3	1.12	2.7	no	neuron_10
Spis_XP_022806266_1	7tm_1/	GPCR-rhodopsin.HG18.1:NA	4	7.02	2.7	no	neuron_10
Spis_XP_022779290_1	Cyclase/	uncharacterized protein LOC111320847	4	1.13	2.69	no	neuron_10
Spis_XP_022788946_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	6	0.26	2.69	no	neuron_10
Spis_XP_022780225_1	ANF_receptor/ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	3	1.2	2.68	no	neuron_10
Spis_XP_022800991_1	PIG-P/	phosphatidylinositol_glycan_anchor_biosynthesis_class_P	7	3.47	2.67	no	neuron_10
Spis_XP_022805129_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	3	0.58	2.67	no	neuron_10
Spis_XP_022783201_1	EXS/	xenotropic_and_polytropic_retrovirus_receptor_1	5	1.1	2.66	no	neuron_10
Spis_XP_022791135_1	DSL/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/	DSL.HG1.0:DLL1/DLL4/JAG1/JAG2	4	0.5	2.66	no	neuron_10
Spis_XP_022784051_1	Lipin_N/Lipin_mid/LNS2/	lipin_1	5	0.46	2.64	no	neuron_10
Spis_XP_022799872_1	Pkinase_Tyr/	Pkinase.HG18.2:AATK/LMTK2/LMTK3	10	0.18	2.64	no	neuron_10
Spis_XP_022807601_1	CBS/CBS/	chloride_voltage_gated_channel_5	4	1.27	2.64	no	neuron_10
Spis_XP_022796249_1	Ephrin_lbd/fn3/fn3/Pkinase_Tyr/SAM_1/Ephrin_lbd/	fibronectin.HG7.3:like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6:likeclu:0	4	0.48	2.63	no	neuron_10
Spis_XP_022801297_1	DCX/DCX/Pkinase/	Pkinase.HG58.2:DCLK1/DCLK2/DCLK3	6	0.24	2.63	no	neuron_10
Spis_XP_022785414_1	Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/	Spectrin.HG3.0:like:DMD/DRP2/UTRN:likeclu:2	11	0.13	2.61	no	neuron_10
Spis_XP_022787696_1	C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/	Synaptotagmin.HG10.2:FER1L6/OTOF	8	0.44	2.61	no	neuron_10
Spis_XP_022789645_1	Ribosomal_S24e/	ribosomal_protein_S24	12	0.19	2.61	no	neuron_10
Spis_XP_022794111_1	XRN_N/XRN_M/XRN1_D1/XRN1_D2_D3/SH3_12/	5_3_exoribonuclease_1	11	0.52	2.61	no	neuron_10
Spis_XP_022805490_1	HECA/Headcase/	hdc_homolog_cell_cycle_regulator	5	0.96	2.61	no	neuron_10
Spis_XP_022789891_1		aspartic and glutamic acid-rich protein-like isoform X2	3	0.71	2.59	no	neuron_10
Spis_YP_002149706_1	ATP-synt_A/	mitochondrially_encoded_ATP_synthase_membrane_subunit_6	4	0.61	2.58	no	neuron_10
Spis_XP_022781836_1	Proteasome_A_N/Proteasome/	proteasome_20S_subunit_alpha_1	4	0.45	2.57	no	neuron_10
Spis_XP_022782436_1	PLAT/PLAT/PLAT/PLAT/PLAT/PLAT/Arm/Arm/	catenin_delta_2	8	0.44	2.57	no	neuron_10
Spis_XP_022802602_1	zf-C3H1/	zinc_finger_C3H1_type_containing	8	0.41	2.57	no	neuron_10
Spis_XP_022792089_1		uncharacterized protein LOC111331281	6	0.36	2.56	no	neuron_10
Spis_XP_022785612_1	MM_CoA_mutase/B12-binding/	methylmalonyl_CoA_mutase	4	0.57	2.55	no	neuron_10
Spis_XP_022802412_1	zf-C3HC4/	ring_finger_protein_10	8	0.74	2.55	no	neuron_10
Spis_XP_022800545_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	7	0.27	2.54	no	neuron_10
Spis_XP_022781831_1	PDE8/PAS_9/PDEase_I/	phosphodiesterase_8B	7	0.32	2.53	no	neuron_10
Spis_XP_022782222_1	HSP20/HSP20/HSP20/HSP20/	crystallin_alpha_B	8	0.18	2.53	no	neuron_10
Spis_XP_022786399_1	Band_7/	stomatin	5	0.23	2.53	no	neuron_10
Spis_XP_022794118_1	Methyltr_RsmF_N/Methyltr_RsmB-F/	NOP2_nucleolar_protein	3	0.84	2.52	no	neuron_10
Spis_XP_022800718_1	TUSC2/	tumor_suppressor_2_mitochondrial_calcium_regulator	6	0.75	2.52	no	neuron_10
Spis_XP_022796987_1	Ank_2/Ank_2/Ank_2/	ankyrin_repeat_domain_55	4	0.88	2.51	no	neuron_10
Spis_XP_022785835_1	Ribosomal_S21e/	ribosomal_protein_S21	8	0.25	2.5	no	neuron_10
Spis_XP_022800825_1	CBF/	CCAAT_enhancer_binding_protein_zeta	5	0.62	2.5	no	neuron_10
Spis_XP_022794020_1	CP2/	Grainyhead_LSF.GRHL1/GRHL2/GRHL3	5	0.29	2.48	yes	neuron_10
Spis_XP_022796786_1	Pro_isomerase/	peptidylprolyl_isomerase_like_1	5	0.28	2.48	no	neuron_10
Spis_XP_022785083_1	Smg4_UPF3/	UPF3B_regulator_of_nonsense_mediated_mRNA_decay	8	1.23	2.47	no	neuron_10
Spis_XP_022782220_1		uncharacterized protein LOC111323182	3	1.49	2.45	no	neuron_10
Spis_XP_022783699_1	RasGEF_N/	kinase_non_catalytic_C_lobe_domain_containing_1	3	1.46	2.45	no	neuron_10
Spis_XP_022786289_1	Ion_trans/cNMP_binding/	ion-NaKCa.HG10.5:like:KCNH2/KCNH6/KCNH7:likeclu:3	3	1.8	2.45	no	neuron_10
Spis_XP_022786567_1	FERM_N/FERM_M/zf-C3HC4_3/	FERM_M.HG5.2:like:MYLIP:likeclu:1	3	1.92	2.45	no	neuron_10
Spis_XP_022790245_1	HEPN_DZIP3/	DAZ_interacting_zinc_finger_protein_3	3	1.8	2.45	no	neuron_10
Spis_XP_022794827_1	7tm_1/	GPCR-rhodopsin.HG8.12:like:ADORA2B:likeclu:11	3	1.36	2.45	no	neuron_10
Spis_XP_022802917_1	FAM53/	family_with_sequence_similarity_53_member_C	3	1.27	2.45	no	neuron_10
Spis_XP_022804409_1	ANF_receptor/	ANF_receptor.HG2.2:like:GABBR1/GABBR2:likeclu:6/12	3	1.38	2.45	no	neuron_10
Spis_XP_022807594_1	PhoLip_ATPase_N/E1-E2_ATPase/Cation_ATPase/PhoLip_ATPase_C/	ATPase_phospholipid_transporting_8A1	4	0.29	2.45	no	neuron_10
Spis_XP_022781207_1		importin_9	4	0.94	2.44	no	neuron_10
Spis_XP_022780809_1	DUF572/	YJU2_splicing_factor_homolog	5	0.6	2.43	no	neuron_10
Spis_XP_022793300_1	DOMON/	uncharacterized protein LOC111332266	3	0.29	2.43	no	neuron_10
Spis_XP_022795313_1	PMT/MIR/PMT_4TMC/	protein_O_mannosyltransferase_1	4	0.92	2.43	no	neuron_10
