aip_LOC	aip_cluster	nvec	nvec_cluster	spis	spis_cell_type	xenia	xenia_cluster
LOC110245503	NA	XP_001637866.3	NA	XP_022805945.1	NA	Xe_010022	NA
LOC110245504	NA	XP_048579250.1	NA	XP_022805947.1	NA	Xe_012700	NA
LOC110245505	NA	XP_032218339.2	NA	XP_022805937.1	neuron_2, neuron_4, neuron_5, neuron_6, neuron_8, neuron_9, gland_5	Xe_010021	10
LOC110245509	NA	XP_048578723.1	NA	XP_022786206.1	NA	Xe_022092	NA
LOC110245524	NA	XP_048584834.1	NA	XP_022781756.1	NA	Xe_023105	NA
LOC110245533	NA	XP_032236754.1	cnidocyte	XP_022781804.1	NA	Xe_004351	NA
LOC110245534	NA	XP_048587572.1	NA	XP_022781782.1	NA	Xe_001344	NA
LOC110245538	NA	XP_001629182.1	NA	XP_022781785.1	NA	Xe_023472	1, 4, 7
LOC110245542	1	XP_032240507.2	NA	XP_022799093.1	neuron_8, neuron_13	Xe_013168	5, 7, 14
LOC110245544	NA	XP_001641344.1	NA	XP_022805702.1	NA	Xe_013800	NA
LOC110245541	NA	XP_032240011.2	NA	XP_022786204.1	NA	Xe_008097	NA
LOC110245545	NA	XP_048585339.1	NA	XP_022799121.1	germline_sperm	Xe_013165	NA
LOC110245553	NA	XP_032222585.2	NA	XP_022779041.1	neuron_10	Xe_013241	NA
LOC110245563	NA	XP_032222584.1	NA	XP_022792727.1	NA	Xe_013983	NA
LOC110245561	NA	XP_032231319.2	NA	XP_022786120.1	germline_sperm, neuron_8	Xe_008207	NA
LOC110245568	NA	XP_001635165.2	NA	XP_022799091.1	NA	Xe_013167	NA
LOC110245570	NA	XP_048578483.1	NA	XP_022786127.1	NA	Xe_008433	16
LOC110245577	NA	XP_001635295.1	NA	XP_022806632.1	NA	Xe_020664	NA
LOC110245579	NA	XP_032240677.1	NA	XP_022806629.1	NA	Xe_011312	NA
LOC110245582	NA	XP_032220534.1	NA	XP_022778980.1	NA	Xe_013779	NA
LOC110245584	NA	XP_032240545.2	NA	XP_022799090.1	NA	Xe_013166	NA
LOC110245598	NA	XP_032222698.1	ectoderm.embryonic	XP_022791996.1	NA	Xe_013802	NA
LOC110245610	NA	XP_032222697.1	NA	XP_022791995.1	NA	Xe_013804	4
LOC110245612	NA	XP_032233862.1	NA	XP_022804144.1	NA	Xe_009629	NA
LOC110245614	NA	XP_032233883.2	NA	XP_022804165.1	NA	Xe_009360	NA
LOC110245615	NA	XP_048580037.1	NA	XP_022799041.1	neuron_5	Xe_009901	NA
LOC110245617	NA	XP_001629656.1	NA	XP_022804162.1	NA	Xe_009361	NA
LOC110245620	NA	XP_032239552.1	NA	XP_022804146.1	NA	Xe_009902	NA
LOC110245639	NA	XP_032239641.1	NA	XP_022778924.1	NA	Xe_002055	NA
LOC110245641	NA	XP_001637698.1	NA	XP_022808692.1	NA	Xe_003074	NA
LOC110245642	NA	XP_048584042.1	NA	XP_022808779.1	NA	Xe_002054	16
LOC110245643	NA	XP_048583562.1	NA	XP_022804154.1	NA	Xe_003037	NA
LOC110245648	NA	XP_001628446.2	NA	XP_022783499.1	NA	Xe_003036	NA
LOC110245652	NA	XP_048584005.1	NA	XP_022799284.1	NA	Xe_002910	NA
LOC110245654	NA	XP_001637625.1	NA	XP_022808528.1	NA	Xe_003075	NA
LOC110245655	NA	XP_001637765.2	NA	XP_022809325.1	NA	Xe_003073	NA
LOC110245658	NA	XP_001624626.3	NA	XP_022804051.1	NA	Xe_001775	NA
LOC110245662	NA	XP_048584050.1	NA	XP_022790140.1	NA	Xe_002057	NA
LOC110245663	NA	XP_032218100.2	NA	XP_022783227.1	NA	Xe_002990	NA
LOC110245665	NA	XP_032232472.2	NA	XP_022783404.1	NA	Xe_003035	10
LOC110245674	NA	XP_032218776.2	NA	XP_022798534.1	NA	Xe_001327	NA
LOC110245704	NA	XP_001632525.2	NA	XP_022800186.1	NA	Xe_014787	NA
LOC110245706	NA	XP_048589115.1	NA	XP_022781308.1	NA	Xe_016012	NA
LOC110245708	NA	XP_048589118.1	NA	XP_022787956.1	NA	Xe_014384	NA
LOC110245720	NA	XP_001627334.1	NA	XP_022796172.1	NA	Xe_014221	13, 15
LOC110245729	NA	XP_032231364.1	NA	XP_022792814.1	NA	Xe_012064	NA
LOC110245741	NA	XP_032241739.1	NA	XP_022810247.1	NA	Xe_011917	NA
LOC110245742	NA	XP_048586710.1	NA	XP_022778252.1	NA	Xe_012363	NA
LOC110245745	NA	XP_001627681.2	NA	XP_022803499.1	NA	Xe_011786	NA
LOC110245753	NA	XP_032221668.2	NA	XP_022798562.1	NA	Xe_004882	8
LOC110245755	NA	XP_001630227.2	NA	XP_022809343.1	NA	Xe_012258	NA
LOC110245760	NA	XP_001627692.3	gland.mucous	XP_022800466.1	NA	Xe_012477	NA
LOC110245759	NA	XP_032236583.2	NA	XP_022786165.1	NA	Xe_008727	NA
LOC110245765	NA	XP_001639307.3	NA	XP_022782800.1	NA	Xe_007478	14
LOC110245769	NA	XP_048586871.1	NA	XP_022790160.1	NA	Xe_007787	15, 16
LOC110245774	NA	XP_048586958.1	NA	XP_022782803.1	NA	Xe_007786	10
LOC110245775	NA	XP_001639255.2	NA	XP_022782804.1	NA	Xe_002618	NA
LOC110245791	NA	XP_048582176.1	NA	XP_022793448.1	NA	Xe_004491	NA
LOC110245798	NA	XP_001624884.1	NA	XP_022793442.1	NA	Xe_004505	NA
LOC110245799	NA	XP_048582182.1	NA	XP_022805630.1	NA	Xe_004419	NA
LOC110245802	NA	XP_048578703.1	NA	XP_022808433.1	NA	Xe_008205	NA
LOC110245809	NA	XP_001627713.2	NA	XP_022804449.1	NA	Xe_006647	NA
LOC110245812	NA	XP_032227725.2	NA	XP_022802699.1	NA	Xe_005329	NA
LOC110245815	NA	XP_001624565.1	NA	XP_022802683.1	germline_sperm	Xe_005330	NA
LOC110245821	NA	XP_001622521.1	NA	XP_022805481.1	NA	Xe_005250	NA
LOC110245823	NA	XP_001627712.2	NA	XP_022804462.1	NA	Xe_006687	NA
LOC110245825	NA	XP_048576986.1	NA	XP_022791714.1	neuron_13	Xe_007095	14
LOC110245827	NA	XP_001634045.3	NA	XP_022804454.1	neuron_10	Xe_007094	NA
LOC110245830	NA	XP_001628669.1	NA	XP_022802685.1	NA	Xe_005529	NA
LOC110245831	15	XP_032227727.1	NA	XP_022802703.1	NA	Xe_005727	NA
LOC110245839	NA	XP_032232692.2	NA	XP_022802684.1	NA	Xe_005729	12, 15
LOC110245846	NA	XP_032241302.1	NA	XP_022799621.1	NA	Xe_008140	NA
LOC110245860	NA	XP_032232702.1	NA	XP_022802700.1	NA	Xe_005728	NA
LOC110245865	NA	XP_032235984.2	NA	XP_022781031.1	NA	Xe_005289	2, 9, 15
LOC110245891	NA	XP_032230238.2	NA	XP_022778268.1	NA	Xe_003084	NA
LOC110245916	NA	XP_048577637.1	NA	XP_022794948.1	NA	Xe_010400	NA
LOC110245917	11, 14	XP_032235301.1	NA	XP_022783045.1	NA	Xe_010518	NA
LOC110245921	NA	XP_032234819.2	NA	XP_022794923.1	neuron_9, neuron_13	Xe_011440	NA
LOC110245923	NA	XP_001630406.1	NA	XP_022794955.1	NA	Xe_010401	NA
LOC110245952	NA	XP_001624510.2	NA	XP_022784064.1	NA	Xe_002259	NA
LOC110245953	NA	XP_032227676.1	NA	XP_022784075.1	NA	Xe_002260	NA
LOC110245966	NA	XP_032219485.2	NA	XP_022795308.1	neuron_13	Xe_010889	NA
LOC110246021	NA	XP_032234284.2	NA	XP_022801114.1	NA	Xe_014606	NA
LOC110246025	NA	XP_032243206.2	NA	XP_022797122.1	NA	Xe_014687	2
LOC110246026	NA	XP_048589102.1	NA	XP_022788619.1	NA	Xe_015613	NA
LOC110246027	NA	XP_001638100.2	NA	XP_022788626.1	germline_sperm	Xe_014548	NA
LOC110246030	NA	XP_001638086.2	NA	XP_022798210.1	NA	Xe_014153	2
LOC110246033	NA	XP_032225238.1	NA	XP_022801796.1	NA	Xe_014104	NA
LOC110246035	NA	XP_001638098.3	NA	XP_022802136.1	NA	Xe_015054	10, 16
LOC110246038	NA	XP_001638149.1	NA	XP_022801781.1	NA	Xe_014105	NA
LOC110246041	NA	XP_032236944.2	NA	XP_022790486.1	NA	Xe_015480	14
LOC110246048	NA	XP_001638084.3	NA	XP_022797590.1	NA	Xe_014252	16
LOC110246049	NA	XP_001626150.1	NA	XP_022798290.1	germline_sperm	Xe_015476	NA
LOC110246052	NA	XP_048588101.1	NA	XP_022797723.1	germline_sperm	Xe_014253	NA
LOC110246055	NA	XP_032236119.2	NA	XP_022796420.1	NA	Xe_014695	NA
LOC110246059	NA	XP_048588278.1	NA	XP_022796170.1	NA	Xe_014761	NA
LOC110246060	NA	XP_032226923.1	NA	XP_022796171.1	NA	Xe_014781	NA
LOC110246061	NA	XP_001631434.1	NA	XP_022788622.1	NA	Xe_015517	NA
LOC110246062	NA	XP_001631406.1	NA	XP_022788664.1	germline_sperm	Xe_014890	NA
LOC110246064	NA	XP_032237703.2	NA	XP_022779206.1	neuron_13	Xe_015002	NA
LOC110246069	NA	XP_032237686.2	NA	XP_022801109.1	NA	Xe_015498	10
LOC110246071	NA	XP_048588159.1	NA	XP_022790288.1	NA	Xe_014192	NA
LOC110246075	NA	XP_048588025.1	NA	XP_022805902.1	NA	Xe_015904	NA
LOC110246076	NA	XP_032227092.2	NA	XP_022805901.1	NA	Xe_016208	NA
LOC110246043	NA	XP_032240117.2	NA	XP_022804761.1	NA	Xe_013927	NA
LOC110246078	NA	XP_001624038.2	NA	XP_022805903.1	NA	Xe_015905	NA
LOC110246082	NA	XP_048589003.1	NA	XP_022790298.1	neuron_12	Xe_014464	1, 4, 7
LOC110246083	NA	XP_001633012.2	NA	XP_022791200.1	NA	Xe_014668	NA
LOC110246084	NA	XP_001632982.3	NA	XP_022791206.1	NA	Xe_014667	NA
LOC110246086	NA	XP_001632040.1	NA	XP_022790497.1	germline_sperm	Xe_015479	NA
LOC110246089	NA	XP_001635553.1	NA	XP_022801127.1	NA	Xe_014769	NA
LOC110246092	9	XP_032226585.2	cnidocyte	XP_022798055.1	NA	Xe_014152	NA
LOC110246100	NA	XP_048588679.1	NA	XP_022798300.1	NA	Xe_014664	NA
LOC110245770	NA	XP_032220987.2	NA	XP_022789742.1	NA	Xe_022267	NA
LOC110246112	NA	XP_001631435.2	NA	XP_022790267.1	NA	Xe_014889	NA
LOC110246114	NA	XP_032236103.1	NA	XP_022788587.1	NA	Xe_014887	NA
LOC110246118	NA	XP_001629982.1	NA	XP_022801116.1	NA	Xe_014598	NA
LOC110246128	NA	XP_032234304.1	NA	XP_022779145.1	germline_sperm	Xe_014275	NA
LOC110246131	NA	XP_048588028.1	NA	XP_022779189.1	NA	Xe_015424	NA
LOC110246140	NA	XP_032232561.2	NA	XP_022779146.1	NA	Xe_029009	NA
LOC110246144	NA	XP_001629988.1	NA	XP_022779149.1	NA	Xe_014273	NA
LOC110246142	NA	XP_032221955.2	NA	XP_022800095.1	NA	Xe_013682	NA
LOC110246183	NA	XP_001623805.2	NA	XP_022786026.1	NA	Xe_013233	NA
LOC110246190	NA	XP_032219313.2	NA	XP_022801265.1	neuron_10	Xe_021702	NA
LOC110246204	NA	XP_032239893.2	NA	XP_022783105.1	NA	Xe_000795	NA
LOC110246208	NA	XP_001636406.2	NA	XP_022779799.1	NA	Xe_000538	NA
LOC110246210	NA	XP_048584310.1	NA	XP_022786617.1	neuron_10	Xe_001193	NA
LOC110246225	NA	XP_048583467.1	NA	XP_022787866.1	NA	Xe_002960	NA
LOC110246229	NA	XP_001630770.2	NA	XP_022783362.1	NA	Xe_011513	NA
LOC110246234	NA	XP_001626710.3	NA	XP_022784926.1	NA	Xe_002947	NA
LOC110246245	NA	XP_032230240.1	NA	XP_022784905.1	NA	Xe_002948	NA
LOC110246253	NA	XP_032230304.2	NA	XP_022801313.1	neuron_13	Xe_014649	NA
LOC110246256	NA	XP_001636465.2	NA	XP_022798243.1	NA	Xe_014398	10
LOC110246258	NA	XP_048589225.1	NA	XP_022801293.1	NA	Xe_014968	NA
LOC110246259	NA	XP_032226750.1	NA	XP_022809268.1	germline_sperm	Xe_016150	NA
LOC110246265	NA	XP_001630045.1	NA	XP_022801323.1	NA	Xe_014970	NA
LOC110246264	NA	XP_048585069.1	NA	XP_022783711.1	NA	Xe_013226	NA
LOC110246268	NA	XP_032226749.1	NA	XP_022793475.1	NA	Xe_014694	NA
LOC110246269	NA	XP_032238998.1	NA	XP_022787149.1	NA	Xe_014723	NA
LOC110246279	9	XP_032226754.1	NA	XP_022786994.1	NA	Xe_016164	11
LOC110246282	NA	XP_001634844.2	NA	XP_022804775.1	NA	Xe_013244	2, 12
LOC110246285	NA	XP_001623818.3	NA	XP_022784625.1	NA	Xe_013871	NA
LOC110246287	NA	XP_048585447.1	NA	XP_022784627.1	NA	Xe_013826	NA
LOC110246291	8	XP_001635545.1	NA	XP_022805834.1	NA	Xe_014490	NA
LOC110246292	NA	XP_001634773.2	NA	XP_022804771.1	NA	Xe_013946	NA
LOC110246294	NA	XP_032230618.2	NA	XP_022792011.1	NA	Xe_013230	NA
LOC110246296	NA	XP_048585628.1	NA	XP_022802647.1	NA	Xe_013139	NA
LOC110246307	NA	XP_032221597.1	NA	XP_022800261.1	NA	Xe_025273	NA
LOC110246310	NA	XP_001629026.1	ectoderm.embryonic, endomesoderm.embryonic	XP_022782336.1	NA	Xe_018705	NA
LOC110246312	NA	XP_048580547.1	NA	XP_022799190.1	NA	Xe_012646	NA
LOC110246317	NA	XP_048575812.1	NA	XP_022802665.1	neuron_4, neuron_5, neuron_13	Xe_018619	NA
LOC110246321	NA	XP_001636281.2	NA	XP_022790161.1	NA	Xe_008071	NA
LOC110246325	NA	XP_001626865.2	NA	XP_022790127.1	NA	Xe_008069	NA
LOC110246326	NA	XP_048587027.1	NA	XP_022790128.1	NA	Xe_008070	NA
LOC110246345	NA	XP_048580084.1	NA	XP_022793659.1	NA	Xe_021983	NA
LOC110246346	NA	XP_048583156.1	NA	XP_022798031.1	NA	Xe_004474	NA
LOC110246348	NA	XP_001624500.3	NA	XP_022798014.1	NA	Xe_004487	NA
LOC110246349	NA	XP_048583166.1	NA	XP_022798015.1	NA	Xe_004621	NA
LOC110246352	NA	XP_032234130.2	NA	XP_022809336.1	NA	Xe_004944	NA
LOC110246354	NA	XP_032220395.1	NA	XP_022786786.1	NA	Xe_020754	NA
LOC110246351	NA	XP_032221917.1	NA	XP_022805708.1	NA	Xe_011686	NA
LOC110246373	NA	XP_001637856.1	NA	XP_022797398.1	NA	Xe_009660	NA
LOC110246385	NA	XP_048580362.1	NA	XP_022793651.1	NA	Xe_021559	NA
LOC110246388	NA	XP_001629065.3	NA	XP_022793664.1	NA	Xe_015810	NA
LOC110246398	NA	XP_032220315.1	NA	XP_022786774.1	NA	Xe_020040	NA
LOC110246420	NA	XP_048587565.1	ectoderm.embryonic	XP_022808234.1	neuron_10	Xe_008293	NA
LOC110246422	NA	XP_032240895.2	NA	XP_022806780.1	NA	Xe_007804	14
LOC110246449	8	XP_001641710.2	NA	XP_022797107.1	NA	Xe_015707	NA
LOC110246455	NA	XP_048584516.1	NA	XP_022781580.1	NA	Xe_013770	NA
LOC110246464	NA	XP_032222547.2	NA	XP_022781610.1	NA	Xe_014052	NA
LOC110246473	NA	XP_032227889.1	NA	XP_022787822.1	NA	Xe_002645	10
LOC110246476	NA	XP_001634869.2	NA	XP_022788143.1	neuron_10	Xe_002632	2, 16
LOC110246477	NA	XP_001634910.2	NA	XP_022788144.1	NA	Xe_002635	NA
LOC110246486	NA	XP_001636085.1	NA	XP_022788652.1	germline_sperm	Xe_011321	15
LOC110246491	NA	XP_048577371.1	cnidocyte, cnidocyte.mature	XP_022781205.1	NA	Xe_011282	NA
LOC110246503	NA	XP_048584434.1	NA	XP_022801273.1	NA	Xe_013976	2, 10
LOC110246504	NA	XP_001624448.1	NA	XP_022801277.1	neuron_13	Xe_013998	NA
LOC110246509	NA	XP_032232999.2	NA	XP_022792943.1	NA	Xe_013974	NA
LOC110246516	NA	XP_048589939.1	NA	XP_022795101.1	NA	Xe_002540	NA
LOC110246528	NA	XP_048582113.1	NA	XP_022780502.1	NA	Xe_004940	NA
LOC110246536	NA	XP_032234199.1	NA	XP_022804372.1	NA	Xe_021736	NA
LOC110246544	NA	XP_032232401.1	NA	XP_022792678.1	NA	Xe_021941	NA
LOC110246545	NA	XP_001642018.2	NA	XP_022801714.1	neuron_10	Xe_022294	NA
LOC110246573	NA	XP_032234196.2	NA	XP_022804346.1	NA	Xe_021737	NA
LOC110246591	NA	XP_032223515.2	NA	XP_022790122.1	NA	Xe_022331	NA
LOC110246592	NA	XP_001642062.2	NA	XP_022790065.1	NA	Xe_022382	NA
LOC110246597	NA	XP_001633885.1	NA	XP_022787509.1	NA	Xe_021843	4
LOC110246604	NA	XP_001632986.1	NA	XP_022797167.1	NA	Xe_014814	NA
LOC110246605	NA	XP_048579510.1	NA	XP_022782423.1	NA	Xe_021544	NA
LOC110246610	NA	XP_032228781.2	NA	XP_022782428.1	NA	Xe_021908	NA
LOC110246613	NA	XP_032228782.2	NA	XP_022782425.1	NA	Xe_022089	NA
LOC110246615	NA	XP_001633884.1	NA	XP_022787521.1	NA	Xe_021844	NA
LOC110246636	NA	XP_048588285.1	NA	XP_022798251.1	gland_9	Xe_014684	11
LOC110246641	NA	XP_032243109.2	NA	XP_022792432.1	NA	Xe_004692	NA
LOC110246654	NA	XP_032219309.2	NA	XP_022782416.1	NA	Xe_021097	10
LOC110246656	NA	XP_048580811.1	NA	XP_022782447.1	NA	Xe_021915	NA
LOC110246715	NA	XP_032230523.2	NA	XP_022795161.1	NA	Xe_004266	NA
LOC110246746	NA	XP_048588360.1	NA	XP_022799623.1	NA	Xe_013223	NA
LOC110246749	NA	XP_032234325.2	NA	XP_022791125.1	neuron_13	Xe_014064	NA
LOC110246753	NA	XP_048588600.1	NA	XP_022792794.1	NA	Xe_014011	NA
LOC110246756	NA	XP_048588288.1	NA	XP_022792530.1	neuron_10	Xe_014621	NA
LOC110246759	NA	XP_032232434.2	NA	XP_022792428.1	NA	Xe_014482	NA
LOC110246760	NA	XP_001628434.1	NA	XP_022792439.1	NA	Xe_014481	NA
LOC110246763	NA	XP_001635599.2	NA	XP_022792540.1	NA	Xe_014346	NA
LOC110246765	NA	XP_001630009.2	ectoderm.embryonic	XP_022791169.1	germline_sperm	Xe_014066	NA
LOC110246764	NA	XP_001625749.1	NA	XP_022797514.1	NA	Xe_003589	NA
LOC110246768	NA	XP_032237709.2	NA	XP_022801795.1	NA	Xe_014156	NA
LOC110246770	NA	XP_001632727.3	NA	XP_022791251.1	NA	Xe_014308	NA
LOC110246774	NA	XP_032225718.2	NA	XP_022800910.1	NA	Xe_014533	NA
LOC110246771	NA	XP_048584368.1	NA	XP_022784285.1	NA	Xe_003910	NA
LOC110246775	NA	XP_032232424.2	NA	XP_022792522.1	NA	Xe_014745	5, 15
LOC110246778	NA	XP_001627740.1	NA	XP_022791252.1	NA	Xe_014309	2, 4, 7, 12
LOC110246779	NA	XP_032218578.1	NA	XP_022792478.1	NA	Xe_014069	NA
LOC110246780	NA	XP_001638117.2	NA	XP_022792488.1	NA	Xe_014038	NA
LOC110246783	NA	XP_048589079.1	NA	XP_022805269.1	NA	Xe_014753	NA
LOC110246787	NA	XP_032225845.2	NA	XP_022791566.1	NA	Xe_014757	NA
LOC110246790	NA	XP_001622937.1	NA	XP_022791548.1	NA	Xe_014762	NA
LOC110246792	NA	XP_001622936.2	NA	XP_022791549.1	NA	Xe_014758	NA
LOC110246793	NA	XP_032224843.1	NA	XP_022790965.1	NA	Xe_014212	NA
LOC110246794	NA	XP_032234282.1	NA	XP_022791507.1	NA	Xe_014065	NA
LOC110246797	NA	XP_001628433.2	NA	XP_022784994.1	NA	Xe_005927	NA
LOC110246798	NA	XP_001628410.1	NA	XP_022785066.1	NA	Xe_014241	NA
LOC110246799	NA	XP_001621980.1	NA	XP_022790597.1	NA	Xe_014703	NA
LOC110246800	NA	XP_032232425.1	NA	XP_022809099.1	neuron_13	Xe_014354	NA
LOC110246802	NA	XP_048588391.1	NA	XP_022798224.1	NA	Xe_014734	NA
LOC110246804	NA	XP_032232419.1	NA	XP_022792453.1	NA	Xe_014483	5
LOC110246808	NA	XP_048589018.1	NA	XP_022791236.1	neuron_9	Xe_014155	NA
LOC110246810	NA	XP_001637495.3	NA	XP_022802313.1	NA	Xe_004680	2, 5, 13
LOC110246831	NA	XP_032230981.2	NA	XP_022801428.1	NA	Xe_014997	NA
LOC110246834	NA	XP_032229648.1	NA	XP_022790985.1	NA	Xe_014468	NA
LOC110246836	NA	XP_032217711.2	NA	XP_022807289.1	NA	Xe_004681	NA
LOC110246848	NA	XP_048590328.1	NA	XP_022788881.1	NA	Xe_002749	NA
LOC110246856	NA	XP_032217828.1	NA	XP_022798230.1	NA	Xe_002769	NA
LOC110246858	NA	XP_001637527.3	NA	XP_022798231.1	NA	Xe_002768	NA
LOC110246871	NA	XP_048580658.1	NA	XP_022789860.1	NA	Xe_012861	NA
LOC110246890	NA	XP_032229798.2	NA	XP_022801276.1	germline_sperm	Xe_013997	8
LOC110246927	NA	XP_032222629.2	NA	XP_022792966.1	NA	Xe_013607	14
LOC110246931	NA	XP_032240179.2	NA	XP_022785961.1	NA	Xe_013231	NA
LOC110246933	NA	XP_048584987.1	NA	XP_022785954.1	NA	Xe_013711	NA
LOC110246939	10, 16	XP_001640882.2	NA	XP_022805743.1	neuron_10	Xe_013022	10
LOC110246940	9	XP_032221913.2	cnidocyte	XP_022785880.1	NA	Xe_013225	11
LOC110246937	NA	XP_032242067.2	NA	XP_022795166.1	germline_sperm	Xe_004271	NA
LOC110246941	NA	XP_048584820.1	NA	XP_022785879.1	NA	Xe_013070	NA
LOC110246942	NA	XP_001634847.2	NA	XP_022785969.1	NA	Xe_013810	NA
LOC110246963	NA	XP_001631234.1	NA	XP_022786134.1	NA	Xe_008658	14
LOC110246965	NA	XP_032238918.1	NA	XP_022786145.1	NA	Xe_008642	NA
LOC110247037	NA	XP_048581392.1	NA	XP_022784264.1	neuron_10	Xe_001241	NA
LOC110247048	NA	XP_048580057.1	NA	XP_022802747.1	NA	Xe_003434	3, 13
LOC110247053	NA	XP_001632567.1	NA	XP_022787146.1	NA	Xe_012188	NA
LOC110247054	NA	XP_001641660.3	NA	XP_022786034.1	NA	Xe_015884	16
LOC110247055	NA	XP_048589373.1	NA	XP_022787990.1	NA	Xe_014933	NA
LOC110247056	NA	XP_048589525.1	NA	XP_022786043.1	NA	Xe_016116	NA
LOC110247059	NA	XP_001632566.1	NA	XP_022795913.1	NA	Xe_014378	NA
LOC110247067	NA	XP_048584804.1	NA	XP_022784615.1	NA	Xe_013894	NA
LOC110247068	NA	XP_001637128.3	NA	XP_022783984.1	NA	Xe_003265	5
LOC110247075	NA	XP_032238532.1	NA	XP_022783942.1	NA	Xe_004877	NA
LOC110247085	NA	XP_048583150.1	NA	XP_022792132.1	NA	Xe_004636	9
LOC110247086	NA	XP_001629498.2	NA	XP_022805614.1	NA	Xe_004448	NA
LOC110247088	NA	XP_032238514.1	NA	XP_022783935.1	germline_sperm	Xe_004858	15
LOC110246769	NA	XP_032238621.1	NA	XP_022789471.1	NA	Xe_029081	NA
LOC110247104	NA	XP_048588522.1	NA	XP_022795167.1	NA	Xe_004272	NA
LOC110247124	NA	XP_032242075.2	NA	XP_022781046.1	NA	Xe_004273	NA
LOC110247147	NA	XP_001622369.2	NA	XP_022791146.1	NA	Xe_012153	2
LOC110247150	NA	XP_032235824.1	NA	XP_022778023.1	NA	Xe_011891	16
LOC110247153	NA	XP_032238355.2	NA	XP_022782231.1	NA	Xe_011838	NA
LOC110247155	11	XP_048586716.1	NA	XP_022779449.1	NA	Xe_011717	NA
LOC110247156	NA	XP_032237182.2	NA	XP_022779452.1	NA	Xe_000842	2
LOC110247159	NA	XP_032219631.2	NA	XP_022780624.1	NA	Xe_011990	NA
LOC110247161	NA	XP_048586586.1	NA	XP_022784370.1	NA	Xe_012212	NA
LOC110247166	NA	XP_032240458.2	NA	XP_022790324.1	NA	Xe_012316	14
LOC110247167	NA	XP_001636123.1	NA	XP_022792840.1	NA	Xe_000975	10
LOC110247170	NA	XP_032232649.1	NA	XP_022777713.1	NA	Xe_011819	NA
LOC110247171	NA	XP_048586455.1	NA	XP_022777641.1	NA	Xe_012345	NA
LOC110247172	NA	XP_032229336.1	NA	XP_022777650.1	germline_sperm	Xe_011820	NA
LOC110247174	NA	XP_032232650.1	NA	XP_022777658.1	NA	Xe_011821	NA
LOC110247178	NA	XP_032217708.2	NA	XP_022807304.1	NA	Xe_004682	NA
LOC110247181	NA	XP_001638891.2	NA	XP_022799069.1	neuron_10	Xe_011808	NA
LOC110247184	NA	XP_001633283.3	NA	XP_022786239.1	NA	Xe_011965	NA
LOC110247187	NA	XP_001637381.1	NA	XP_022796544.1	NA	Xe_003925	16
LOC110247194	NA	XP_032237099.1	NA	XP_022804038.1	NA	Xe_011804	NA
LOC110247195	NA	XP_001638835.1	NA	XP_022804027.1	NA	Xe_028942	NA
LOC110247200	NA	XP_032241691.2	NA	XP_022784347.1	NA	Xe_012215	NA
LOC110247202	NA	XP_048585977.1	NA	XP_022789407.1	NA	Xe_011881	9
LOC110247204	NA	XP_001625346.2	NA	XP_022789447.1	NA	Xe_011764	NA
LOC110247208	NA	XP_001624179.2	NA	XP_022787162.1	NA	Xe_011776	NA
LOC110247209	NA	XP_001628824.1	NA	XP_022777668.1	NA	Xe_012037	NA
LOC110247210	NA	XP_032237119.2	NA	XP_022788908.1	NA	Xe_011912	NA
LOC110247211	NA	XP_001632226.2	NA	XP_022796874.1	NA	Xe_011909	NA
LOC110247213	NA	XP_001627768.1	NA	XP_022789416.1	NA	Xe_012131	NA
LOC110247216	NA	XP_032231504.1	NA	XP_022807175.1	NA	Xe_012132	NA
LOC110247219	NA	XP_001632211.2	NA	XP_022803488.1	NA	Xe_012307	NA
LOC110247223	NA	XP_032237214.2	NA	XP_022777470.1	NA	Xe_012079	NA
LOC110247224	NA	XP_032237144.2	NA	XP_022803489.1	NA	Xe_012298	NA
LOC110247225	NA	XP_001638882.1	NA	XP_022777630.1	NA	Xe_011814	NA
LOC110247228	NA	XP_048585995.1	NA	XP_022791145.1	NA	Xe_011767	NA
LOC110247229	NA	XP_001625363.1	ectoderm.embryonic, endomesoderm.embryonic	XP_022789449.1	NA	Xe_011765	NA
LOC110247233	NA	XP_032237239.2	NA	XP_022784406.1	NA	Xe_012214	NA
LOC110247237	NA	XP_048586061.1	NA	XP_022784307.1	NA	Xe_012217	NA
LOC110247240	NA	XP_001636121.1	NA	XP_022788015.1	neuron_10	Xe_012018	NA
LOC110247241	NA	XP_048586264.1	NA	XP_022783254.1	NA	Xe_011784	NA
LOC110247244	NA	XP_032227229.2	NA	XP_022787152.1	neuron_13	Xe_011778	NA
LOC110247246	NA	XP_001624180.3	NA	XP_022787198.1	NA	Xe_011775	NA
LOC110247249	NA	XP_032232890.2	NA	XP_022791183.1	NA	Xe_011957	10
LOC110247250	NA	XP_001628834.2	NA	XP_022791153.1	NA	Xe_011768	NA
LOC110247252	NA	XP_032240463.2	NA	XP_022794331.1	NA	Xe_012318	NA
LOC110247256	NA	XP_032237118.2	NA	XP_022796906.1	NA	Xe_012443	11
LOC110247258	NA	XP_001633322.2	NA	XP_022802784.1	NA	Xe_012170	16
LOC110247262	NA	XP_001632345.3	NA	XP_022789465.1	NA	Xe_011998	7
LOC110247265	NA	XP_001632227.3	NA	XP_022788909.1	NA	Xe_011711	NA
LOC110247268	NA	XP_001635065.3	NA	XP_022782276.1	NA	Xe_011817	NA
