Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0005521	XP_020896764.1	XP_032237128.1
OG0005522	XP_020896765.1	XP_032227227.2
OG0005523	XP_020896769.1	XP_032235767.1
OG0005524	XP_020896775.1	XP_048580735.1
OG0005525	XP_020896777.1	XP_001625120.2
OG0005526	XP_020896778.2	XP_048576357.1
OG0005527	XP_020896781.1	XP_001625345.1
OG0005528	XP_020896787.1	XP_032221661.2
OG0005529	XP_020896790.1	XP_001640605.1
OG0005530	XP_020896792.1	XP_032227506.1
OG0005531	XP_020896794.1	XP_001624361.1
OG0005532	XP_020896801.1	XP_001632316.3
OG0005533	XP_020896820.2	XP_032239841.2
OG0005534	XP_020896821.1	XP_001631143.3
OG0005535	XP_020896823.1	XP_032221803.1, XP_001640600.1
OG0005536	XP_020896834.1	XP_001640651.1
OG0005537	XP_020896841.1	XP_001624055.1
OG0005538	XP_020896843.1	XP_048585854.1
OG0005539	XP_020896847.1	XP_032227239.2
OG0005540	XP_020896848.1	XP_001632270.2
OG0005541	XP_020896849.1	XP_001632224.2
OG0005542	XP_020896867.1	XP_048585919.1
OG0005543	XP_020896877.1	XP_001634252.2
OG0005544	XP_020896886.1	XP_001624181.2
OG0005545	XP_020896887.1	XP_048579486.1
OG0005546	XP_020896889.1	XP_001632254.2
OG0005547	XP_020896898.1	XP_001641161.2
OG0005548	XP_020896902.1	XP_048586353.1
OG0005549	XP_020896903.1	XP_032234545.2, XP_032233626.2
OG0005550	XP_020896904.1	XP_001631203.1
OG0005551	XP_020896905.1	XP_001632219.1
OG0005552	XP_020896910.1	XP_048585923.1
OG0005553	XP_020896916.1	XP_032228667.2
OG0005554	XP_020896919.1	XP_032237143.1
OG0005555	XP_020896926.1	XP_001630201.2
OG0005557	XP_020896953.1	XP_032221663.2
OG0005558	XP_020896957.1	XP_001622870.2
OG0005559	XP_020896964.1	XP_001638817.3
OG0005560	XP_020896969.1	XP_001634972.2
OG0005561	XP_020896976.1	XP_048586566.1
OG0005562	XP_020896988.1	XP_048579484.1
OG0005563	XP_020896994.1	XP_048585707.1
OG0005564	XP_020897002.1	XP_032221707.2
OG0005565	XP_028513941.1, XP_020897018.1	XP_048576617.1, XP_048576614.1
OG0005566	XP_020897026.1	XP_001635706.2
OG0005567	XP_020897029.1	XP_048584967.1
OG0005568	XP_020897033.2	XP_048585179.1
OG0005569	XP_020897034.1	XP_001635169.1
OG0005570	XP_020897037.1	XP_001634826.2
OG0005571	XP_020897049.1	XP_032233030.2
OG0005572	XP_020897051.1	XP_032240642.2
OG0005573	XP_020897052.1	XP_001635272.1
OG0005574	XP_020897112.2, XP_020897056.2	XP_001624437.2
OG0005575	XP_020897057.1	XP_032222537.2
OG0005576	XP_020897059.1	XP_001625640.1
OG0005577	XP_020897060.1	XP_001623179.1
OG0005578	XP_020897061.1	XP_032222071.2
OG0005579	XP_020897062.1, XP_020910324.1, XP_020911642.2	XP_001626521.2
OG0005580	XP_020897065.1	XP_001640776.3
OG0005581	XP_020897071.1	XP_048584811.1
OG0005582	XP_020897074.1	XP_001635219.2
OG0005583	XP_020897076.1	XP_001630958.2
OG0005584	XP_020897078.1	XP_048578232.1
OG0005586	XP_020897083.1	XP_048584835.1
OG0005587	XP_020897084.1	XP_001639706.3
OG0005588	XP_020897086.1	XP_001623190.1
OG0005589	XP_020897088.1	XP_032233214.2
OG0005590	XP_020897089.1	XP_032233227.2
OG0005591	XP_020897091.1	XP_001624451.1
OG0005592	XP_020897092.1	XP_032227612.2
OG0005593	XP_020897093.2	XP_032229401.1
OG0005594	XP_020897106.1	XP_001635239.2
OG0005595	XP_020897124.1	XP_048581696.1
OG0005596	XP_020897131.1	XP_001633140.1
OG0005597	XP_020897132.1	XP_032241117.1
OG0005598	XP_020897134.1	XP_001627541.3
OG0005599	XP_020897140.1	XP_001626005.3
OG0005600	XP_020897141.1	XP_001631281.1
OG0005601	XP_020897142.1	XP_032220240.1
OG0005602	XP_020897144.1	XP_032235982.1
OG0005603	XP_020897149.1	XP_032238811.2
OG0005604	XP_020897161.1	XP_032229617.1
OG0005605	XP_020897164.1	XP_001630546.3
OG0005606	XP_020897165.1	XP_001630509.1
OG0005607	XP_020897166.1	XP_001630545.1
OG0005608	XP_020897169.1	XP_032242823.2
OG0005609	XP_020897172.1	XP_032239113.1
OG0005610	XP_020897174.1	XP_032236115.2
OG0005611	XP_020897180.1	XP_001633504.1
OG0005612	XP_020897181.1	XP_048580934.1
OG0005613	XP_020897183.2	XP_032234165.1
OG0005614	XP_020897184.1, XP_020897185.1	XP_001634477.3
OG0005615	XP_020897188.1	XP_032237382.2
OG0005616	XP_020897197.1	XP_001633488.1
OG0005618	XP_020897219.1	XP_032236861.1
OG0005619	XP_020897223.1	XP_032236866.1
OG0005620	XP_020897225.1	XP_032240996.2
OG0005621	XP_020897228.1	XP_001632995.2
OG0005622	XP_020897229.1	XP_048588564.1
OG0005623	XP_020897230.1	XP_032240995.2
OG0005624	XP_020897239.1	XP_001633026.1
OG0005625	XP_020897243.1	XP_048581905.1
OG0005626	XP_020897246.1	XP_032239754.1
OG0005627	XP_020897254.1	XP_048584396.1
OG0005628	XP_020897262.1	XP_048584399.1
OG0005629	XP_020897272.1	XP_048577368.1
OG0005630	XP_020897279.1	XP_032228357.2
OG0005631	XP_020897280.1	XP_001625126.2
OG0005632	XP_020897281.2	XP_001628741.2
OG0005633	XP_020897283.1	XP_032229560.1
OG0005634	XP_020897287.1	XP_048590317.1
OG0005635	XP_020897288.1	XP_001628728.3
OG0005636	XP_020897295.1	XP_001624985.1
OG0005637	XP_020897296.1, XP_020897298.1	XP_048590644.1
OG0005638	XP_020897300.1	XP_001628715.1
OG0005639	XP_020897303.1	XP_032232779.2
OG0005640	XP_020897316.1	XP_032228219.2
OG0005641	XP_020897324.1	XP_048584980.1
OG0005642	XP_020897330.1	XP_048584547.1
OG0005643	XP_028514033.1, XP_020897334.1	XP_048585416.1
OG0005644	XP_020897336.1	XP_001640887.3
OG0005645	XP_020897339.1	XP_001628947.3
OG0005646	XP_020897347.1	XP_032237257.2
OG0005647	XP_020897350.1	XP_048585245.1
OG0005648	XP_020897351.1	XP_032222101.1
OG0005649	XP_020897355.1	XP_001629159.2
OG0005650	XP_020897358.1	XP_048585454.1
OG0005651	XP_020900159.1, XP_020897363.1	XP_048584877.1
OG0005652	XP_020897372.1	XP_032231801.2
OG0005653	XP_020897374.1	XP_001630988.2
OG0005654	XP_020897377.1	XP_001640799.2
OG0005655	XP_020897380.1	XP_048585473.1
OG0005656	XP_020897385.1	XP_001632414.3
OG0005657	XP_020897389.1	XP_001624593.2
OG0005659	XP_020897397.1	XP_048583909.1
OG0005660	XP_020897400.1	XP_048584059.1
OG0005661	XP_020897401.1	XP_001631596.1
OG0005662	XP_020897402.1	XP_001638185.2
OG0005663	XP_020897403.1	XP_032218673.2
OG0005664	XP_020897406.1	XP_048584047.1
OG0005665	XP_020897410.1	XP_032218544.2
OG0005666	XP_020897419.1	XP_001626398.1
OG0005667	XP_020897422.1	XP_001626409.1
OG0005668	XP_020897423.1	XP_032229863.2
OG0005669	XP_020897424.1	XP_001638180.2
OG0005670	XP_020897430.1, XP_028519575.1	XP_048583518.1
OG0005671	XP_020897434.1	XP_001637830.2
OG0005672	XP_020897435.1	XP_048583838.1
OG0005673	XP_020897443.2	XP_048584045.1
OG0005674	XP_020897447.1	XP_001634343.1
OG0005675	XP_020897455.1	XP_048584061.1
OG0005676	XP_020897458.1	XP_032218692.2
OG0005677	XP_020897465.1	XP_048587400.1
OG0005678	XP_020897472.1	XP_048587854.1
OG0005679	XP_020897474.1	XP_032241548.2
OG0005680	XP_020897475.1	XP_001635970.1
OG0005681	XP_020897476.1	XP_032243149.2
OG0005682	XP_020897486.1	XP_032243030.1
OG0005683	XP_020897488.1	XP_001632622.1
OG0005684	XP_020897491.1	XP_032232152.2
OG0005685	XP_020897493.1	XP_001637219.1
OG0005686	XP_020897494.1	XP_048582720.1
OG0005687	XP_020897495.1	XP_032237610.1
OG0005688	XP_020897496.1	XP_001637164.2
OG0005689	XP_020897498.1	XP_048581610.1
OG0005690	XP_020897504.1	XP_048585992.1
OG0005691	XP_020897514.1	XP_001637198.2
OG0005692	XP_020897537.1	XP_032243085.2
OG0005693	XP_020897538.1	XP_032243089.2
OG0005694	XP_020897547.1	XP_048581599.1
OG0005695	XP_020897552.1	XP_001627837.2
OG0005696	XP_020897553.1	XP_048581786.1
OG0005697	XP_020897561.1	XP_048581604.1
OG0005698	XP_020897564.1	XP_032236225.1
OG0005699	XP_020897565.1	XP_048581694.1
OG0005700	XP_020897573.1	XP_048580628.1
OG0005701	XP_020897582.1	XP_001633510.1
OG0005702	XP_020897584.1	XP_032238121.2
OG0005703	XP_020897586.1	XP_048581298.1
OG0005704	XP_020897591.1, XP_028514074.1	XP_032220969.2
OG0005705	XP_020897597.1	XP_032238634.2
OG0005706	XP_020897601.1	XP_001630564.2
OG0005707	XP_020897613.1	XP_001636251.2
OG0005708	XP_020897615.1	XP_032220321.2
OG0005709	XP_020897623.1	XP_001636648.2
OG0005710	XP_020897628.1	XP_001639597.3
OG0005711	XP_020897630.1	XP_048582264.1
OG0005712	XP_020897634.1	XP_001639581.1
OG0005713	XP_020897635.1	XP_001622276.2
OG0005714	XP_020897638.1	XP_001633233.2
OG0005715	XP_020897644.1	XP_032234162.2
OG0005716	XP_020897647.1	XP_032225548.1
OG0005717	XP_020897655.1	XP_032242293.2
OG0005718	XP_020897657.1	XP_032225538.2
OG0005719	XP_020897658.1	XP_048581906.1
OG0005720	XP_020897665.2	XP_001636710.2
OG0005721	XP_020897666.1	XP_001636645.1
OG0005722	XP_020897668.1	XP_048582833.1
OG0005723	XP_020897670.1	XP_001633234.1
OG0005725	XP_020897675.2	XP_048582315.1
OG0005726	XP_020897680.1	XP_048582926.1
OG0005727	XP_020897690.1	XP_048580033.1
OG0005728	XP_020897696.1	XP_032232865.1
OG0005729	XP_020897705.1	XP_048576895.1
OG0005730	XP_020897708.1	XP_048576403.1
OG0005731	XP_020897711.1	XP_032230121.1
OG0005732	XP_020897716.1	XP_048577153.1
OG0005733	XP_020897719.1	XP_001638465.1
OG0005734	XP_020897720.1	XP_048577170.1
OG0005735	XP_020897722.1	XP_048576852.1
OG0005736	XP_020901352.1, XP_020897724.1	XP_032221122.1
OG0005737	XP_020897725.1	XP_001641269.1
OG0005738	XP_020897731.1	XP_032232726.2
OG0005739	XP_020897732.1	XP_001639413.2
OG0005740	XP_020897737.1	XP_001639383.2
OG0005741	XP_020897739.1	XP_001639373.1
OG0005742	XP_020897744.1, XP_028517772.1	XP_032228936.1
OG0005743	XP_020897745.1	XP_032218471.1
OG0005744	XP_020897747.1	XP_001628780.2
OG0005745	XP_020897749.1	XP_032222487.1
OG0005746	XP_020897752.1	XP_048576768.1
OG0005747	XP_020897753.1	XP_001628027.2
OG0005748	XP_020897754.1	XP_001638076.1
OG0005749	XP_020897755.1	XP_001628047.1
OG0005750	XP_020897758.1	XP_048576900.1
OG0005751	XP_020897765.1	XP_032224813.1
OG0005752	XP_020897766.1	XP_032224816.1
OG0005753	XP_020897768.1	XP_032237522.1
OG0005754	XP_020897769.1	XP_001622522.2
OG0005755	XP_020897771.1	XP_001633642.3
OG0005756	XP_020897780.1	XP_048577001.1
OG0005757	XP_020897781.1	XP_032242037.2
OG0005758	XP_020897782.1	XP_001622095.2
OG0005759	XP_020897788.1	XP_001641389.2
OG0005760	XP_020897791.1	XP_032220204.2
OG0005761	XP_020897794.1	XP_001625135.2
OG0005762	XP_020897807.1	XP_001638414.2
OG0005763	XP_020897808.1	XP_048576853.1
OG0005764	XP_020897815.2	XP_048577160.1
OG0005765	XP_020897819.1	XP_032225428.2
OG0005766	XP_020897833.1	XP_001628789.3
OG0005767	XP_020897840.1	XP_048590208.1
OG0005768	XP_020897844.1	XP_001631305.1
OG0005769	XP_020897845.1	XP_001641401.2
OG0005770	XP_020897847.1	XP_001624482.1
OG0005771	XP_020897860.2	XP_032217893.2
OG0005772	XP_020897864.1	XP_048576453.1
OG0005773	XP_020897866.1	XP_048576995.1
OG0005774	XP_020897867.1	XP_032232689.2
OG0005775	XP_020897868.1	XP_048589915.1
OG0005776	XP_020897873.1, XP_028514115.1	XP_001636053.1
OG0005777	XP_020897876.1	XP_001629227.2
OG0005778	XP_020897879.1	XP_032243023.2
OG0005779	XP_020897882.1	XP_001640903.2
OG0005780	XP_020897889.1	XP_032236645.1
OG0005781	XP_020897895.1, XP_020897897.1	XP_032221204.1
OG0005782	XP_020897898.1	XP_048587887.1
OG0005783	XP_020897899.1	XP_048587871.1
OG0005784	XP_020897905.1	XP_001637143.2
OG0005785	XP_020897906.1	XP_001637201.1
OG0005786	XP_020897913.2	XP_001625017.2
OG0005787	XP_020897930.1	XP_001631135.3
OG0005788	XP_020897931.1	XP_032235701.2
OG0005789	XP_020897935.1	XP_032221253.1
OG0005790	XP_020897936.1	XP_032221257.1
OG0005791	XP_020897937.1	XP_048588225.1
OG0005792	XP_020897939.1	XP_001637488.1
OG0005793	XP_020897941.1	XP_032234722.1
OG0005794	XP_020897947.1	XP_001624605.1
OG0005795	XP_020897951.1	XP_032221217.2
OG0005796	XP_020897954.1	XP_048590037.1
OG0005797	XP_020897960.1	XP_048580198.1
OG0005798	XP_020897965.2	XP_001639015.2
OG0005799	XP_020897968.1	XP_001638943.1
OG0005800	XP_020897971.1	XP_048584382.1
OG0005801	XP_020897979.1	XP_032221969.2
OG0005802	XP_020897980.1	XP_032219706.2
OG0005803	XP_020897983.1	XP_001631110.1
OG0005804	XP_020897992.1	XP_032221256.1
OG0005805	XP_020897994.1	XP_048590612.1
OG0005806	XP_020898259.1, XP_020897995.1	XP_001628549.2
OG0005807	XP_020897996.1	XP_048590656.1
OG0005808	XP_020897999.1	XP_032242055.1
OG0005809	XP_020898009.1	XP_032218836.2
OG0005810	XP_020898011.1	XP_032218838.2
OG0005812	XP_020898026.1	XP_032225598.2
OG0005813	XP_020898040.2	XP_048575776.1
OG0005814	XP_020898043.1	XP_001632873.3
OG0005815	XP_020898044.1	XP_001632824.2
OG0005816	XP_020898045.1	XP_048589132.1
OG0005817	XP_020898048.1	XP_032238922.1
OG0005818	XP_020898053.2	XP_032240202.1
OG0005819	XP_020898054.1	XP_048589386.1
OG0005820	XP_020898060.1	XP_001633840.2
OG0005821	XP_020898064.1	XP_032242252.1
OG0005822	XP_020898075.1	XP_001627521.1
OG0005823	XP_020898076.1	XP_032219060.2
OG0005824	XP_020898078.1	XP_001627520.2
OG0005825	XP_020898080.1	XP_001633851.1
OG0005826	XP_020898089.1	XP_001638696.3
OG0005827	XP_020898099.1	XP_048579971.1
OG0005828	XP_020898115.1	XP_032221329.2
OG0005829	XP_020898120.1	XP_001637454.2
OG0005830	XP_020898130.1	XP_032219765.2
OG0005831	XP_020898152.1	XP_032231870.2
OG0005832	XP_020898153.1	XP_001628016.3
OG0005833	XP_020898160.1	XP_048584818.1
OG0005834	XP_020898162.1	XP_048585614.1
OG0005835	XP_020898163.1	XP_001627979.2
OG0005836	XP_020898164.1	XP_032231865.2
OG0005837	XP_020898166.1	XP_001624444.2
OG0005838	XP_020898170.1	XP_032233256.1
OG0005839	XP_020898174.1	XP_032233279.1
OG0005840	XP_020898175.1	XP_032233281.1
OG0005841	XP_020898176.1	XP_048584784.1
OG0005842	XP_020898180.1	XP_001627384.1
OG0005843	XP_020898187.1	XP_001629167.1
OG0005844	XP_020898195.1	XP_048584853.1
OG0005845	XP_020898198.1	XP_048584952.1
OG0005846	XP_020898199.1	XP_001627370.2
OG0005847	XP_020898221.1	XP_001641292.2
OG0005848	XP_020898223.1	XP_032222517.2
OG0005849	XP_020898226.1	XP_032219083.1
OG0005850	XP_020898228.1	XP_001641179.2
OG0005851	XP_020898233.1	XP_048583449.1
OG0005852	XP_020898241.1	XP_048583687.1
OG0005853	XP_020898242.2, XP_020902404.1	XP_048583733.1, XP_048583735.1
OG0005854	XP_020898244.1	XP_032239403.2
OG0005855	XP_020898246.1	XP_001624074.2
OG0005856	XP_020898252.1	XP_048584106.1
OG0005857	XP_020898255.1	XP_048583922.1
OG0005858	XP_020898285.1	XP_032221366.2
OG0005859	XP_020898292.1	XP_001640222.3
OG0005860	XP_020898293.1	XP_001640298.2
OG0005861	XP_020898295.1	XP_001640296.3
OG0005862	XP_020898332.1	XP_048590138.1
OG0005863	XP_020898340.1	XP_048589947.1
OG0005864	XP_020898351.1	XP_048583591.1
OG0005865	XP_020898379.1	XP_048589959.1
OG0005866	XP_020898380.1	XP_032228876.1
OG0005867	XP_020898381.1	XP_001625547.1
OG0005868	XP_020898391.2	XP_032236403.2
OG0005869	XP_020898400.1	XP_032221483.2, XP_032229861.1
OG0005870	XP_020898401.1	XP_001626402.1
OG0005871	XP_020898402.1	XP_032242974.1
OG0005872	XP_020898405.1	XP_032242939.1
OG0005873	XP_020898422.1	XP_001639803.2
OG0005874	XP_020905127.1, XP_020898425.1	XP_001635905.3
OG0005875	XP_020898426.1	XP_032239658.1
OG0005876	XP_020898430.1	XP_001639836.2
OG0005877	XP_020898439.1	XP_001636999.1
OG0005878	XP_020898441.1	XP_001626487.2
OG0005879	XP_020898443.1	XP_032236473.2
OG0005880	XP_020898453.1, XP_020904069.1	XP_032242439.2
OG0005882	XP_020898460.1	XP_048583487.1
OG0005883	XP_020898462.1	XP_001637069.2
OG0005884	XP_020898464.2	XP_048583814.1
OG0005885	XP_020898465.1	XP_032218103.1
OG0005886	XP_020898470.1	XP_032236415.2
OG0005887	XP_020898477.1	XP_001626503.1
OG0005888	XP_020898478.1	XP_001637663.1
OG0005890	XP_020898484.1	XP_048583331.1
OG0005891	XP_020898486.1	XP_048584072.1
OG0005892	XP_020898488.1	XP_032229891.2
OG0005893	XP_020898493.1	XP_001631645.2
OG0005894	XP_020898495.1	XP_032236434.1
OG0005895	XP_020898511.1	XP_032236419.1
OG0005896	XP_020898512.1	XP_001632761.2
OG0005897	XP_020898513.1	XP_032236424.2
OG0005898	XP_020898516.1	XP_032219446.2
OG0005899	XP_028513855.1, XP_020898521.1, XP_028513601.1	XP_048590654.1
OG0005900	XP_020898533.2	XP_032241546.2
OG0005902	XP_020898558.1	XP_001622758.3
OG0005903	XP_028515589.1, XP_020898574.1, XP_020912294.1	XP_048578376.1
OG0005904	XP_020898579.1	XP_032234656.1
OG0005905	XP_020898584.1	XP_032236297.1
OG0005906	XP_020898586.2	XP_032236147.2
OG0005907	XP_020898588.1	XP_001627036.1
OG0005908	XP_020898589.2	XP_001630324.1
OG0005909	XP_020898617.1	XP_032222179.2
OG0005910	XP_020898619.1	XP_032220013.1, XP_048578377.1, XP_048576434.1
OG0005911	XP_020898624.1	XP_001625014.1
OG0005912	XP_020898627.1	XP_032230453.1
OG0005913	XP_020898629.1	XP_032219247.2
OG0005914	XP_020898635.1	XP_001639950.3
OG0005915	XP_020898654.1	XP_032222050.1
OG0005916	XP_020898661.1	XP_001634615.1
OG0005917	XP_020898669.1	XP_032239870.1
OG0005918	XP_020898684.1	XP_048579969.1
OG0005919	XP_020898686.1	XP_001629616.1
OG0005920	XP_020898687.1	XP_001637876.1
OG0005921	XP_020898688.1	XP_032228774.2
OG0005922	XP_020898689.1	XP_032222365.2
OG0005923	XP_020898695.1	XP_048580183.1
OG0005924	XP_020898696.1	XP_048580185.1
OG0005925	XP_020898702.1	XP_001641625.2
OG0005926	XP_020898704.1	XP_048579482.1, XP_032241939.2
OG0005927	XP_020898705.1	XP_048585673.1
OG0005928	XP_020898706.1	XP_032240273.1
OG0005929	XP_020898708.1	XP_048579532.1
OG0005930	XP_020898711.1	XP_001634486.1
OG0005931	XP_020898714.1	XP_032228413.2
OG0005932	XP_020916909.2, XP_020898715.1	XP_048583057.1
OG0005933	XP_020898721.1	XP_001640999.2
OG0005934	XP_020898723.1	XP_032239572.1
OG0005935	XP_020898727.1	XP_001636389.3
OG0005936	XP_020898735.1	XP_032239848.2
OG0005937	XP_020898738.1	XP_001626809.3
OG0005938	XP_020898739.1	XP_001634303.3
OG0005939	XP_020898741.1	XP_032222924.1
OG0005940	XP_020898742.1	XP_001634294.2
OG0005941	XP_020898743.1	XP_001634245.1
OG0005942	XP_020898747.1	XP_048580136.1
OG0005943	XP_020898749.1	XP_032242095.2
OG0005944	XP_020898752.1	XP_048579826.1
OG0005945	XP_020898754.1	XP_001641635.1
OG0005946	XP_020898764.1	XP_032238825.2, XP_001634493.3
OG0005947	XP_020898768.1	XP_032221185.2
OG0005948	XP_020898770.1	XP_032228420.1
OG0005949	XP_020898772.2	XP_032241395.2
OG0005950	XP_020898775.1	XP_001629681.1
OG0005951	XP_020898776.1	XP_048583590.1
OG0005952	XP_020898778.1	XP_032242153.1, XP_001641633.2
OG0005953	XP_020898787.1	XP_001629608.1
OG0005954	XP_020898788.1	XP_032241163.1
OG0005955	XP_020898789.1	XP_001635718.1
OG0005956	XP_020898792.1	XP_032218264.2
OG0005957	XP_020898796.1	XP_001641608.3
OG0005958	XP_020898800.1	XP_001637913.1
OG0005959	XP_020898804.1	XP_001641011.1
OG0005960	XP_020898833.1	XP_032240216.1
OG0005961	XP_020898847.1	XP_048590595.1
OG0005962	XP_020898856.1	XP_001635956.1
OG0005963	XP_020898860.2, XP_020906288.2	XP_032242729.2
OG0005964	XP_020898862.1	XP_048581574.1
OG0005965	XP_020898864.1	XP_001633096.1
OG0005966	XP_020898865.1	XP_001639966.3
OG0005967	XP_020898879.1, XP_020914113.1	XP_048581266.1
OG0005968	XP_020898880.1	XP_048581704.1
OG0005969	XP_020898888.1	XP_001630516.2
OG0005970	XP_020898891.1	XP_048580559.1
OG0005971	XP_020898896.1	XP_048575703.1
OG0005972	XP_020901531.1, XP_020898897.1	XP_001634470.1
OG0005974	XP_020898902.1	XP_048580401.1
OG0005975	XP_020898905.1	XP_032226562.2
OG0005976	XP_020898908.1	XP_001639848.2
OG0005977	XP_020898909.1	XP_048575762.1
OG0005978	XP_020898910.1	XP_048575372.1
OG0005979	XP_020898915.2	XP_048575852.1
OG0005980	XP_020898918.1	XP_001640072.1
OG0005981	XP_020903768.1, XP_020898919.1	XP_001622432.2
OG0005982	XP_020898922.1	XP_048575935.1
OG0005983	XP_020898933.1	XP_048576151.1
OG0005984	XP_020898934.1	XP_001625271.1
OG0005985	XP_020898941.1	XP_001637007.1
OG0005986	XP_020898943.1	XP_048581657.1
OG0005987	XP_020898950.1	XP_001633519.1
OG0005988	XP_020898953.1	XP_048580636.1
OG0005989	XP_020898957.1	XP_001640499.1
OG0005990	XP_020898963.1	XP_048581653.1
OG0005991	XP_020898970.1	XP_048575826.1
OG0005992	XP_028514492.1, XP_028512946.1, XP_020898971.1	XP_032227721.2
OG0005993	XP_028514194.1, XP_020903267.1, XP_020898977.1	XP_032242097.1
OG0005994	XP_020898982.1	XP_001637114.1
OG0005995	XP_020898984.1, XP_020899003.1	XP_048580523.1
OG0005996	XP_020899012.2	XP_032239061.1
OG0005997	XP_020899013.1	XP_032236440.1
OG0005998	XP_020899022.1	XP_001630160.1
OG0005999	XP_020899024.1, XP_028515355.1	XP_048585336.1
OG0006000	XP_020899025.1	XP_048575705.1
OG0006001	XP_020899038.1	XP_001635398.3
OG0006002	XP_020899042.1	XP_048587241.1
OG0006003	XP_020899044.1	XP_032234210.1
OG0006004	XP_020899046.1	XP_048587064.1
OG0006005	XP_020899060.1	XP_001627073.2, XP_048579130.1
OG0006006	XP_020899067.1	XP_032237759.2
OG0006007	XP_020899090.1	XP_032222513.1
OG0006010	XP_020899107.1	XP_032240044.2
OG0006011	XP_020899109.1	XP_032240058.2
OG0006012	XP_020899112.1	XP_048581338.1
OG0006013	XP_020899117.1	XP_001638623.2
OG0006014	XP_020899118.1	XP_001633065.1
OG0006015	XP_020899119.1, XP_028517979.1	XP_001637893.3
OG0006016	XP_020899121.1	XP_001642015.1
OG0006017	XP_020899123.1	XP_032223470.1
OG0006018	XP_020899125.1	XP_048575697.1
OG0006019	XP_020899129.1	XP_048575297.1
OG0006020	XP_020899130.1	XP_048575301.1
OG0006021	XP_020899131.1	XP_048580940.1
OG0006022	XP_020899133.1	XP_032218374.1
OG0006023	XP_020899139.1	XP_032219487.1
OG0006024	XP_020899143.1	XP_032242849.2
OG0006025	XP_020899145.1	XP_048581505.1
OG0006027	XP_020899158.1	XP_048581193.1
OG0006028	XP_020899162.1	XP_048581169.1
OG0006029	XP_020899165.1	XP_001638645.1
OG0006030	XP_020899170.1	XP_032223495.2
OG0006031	XP_020899171.1	XP_048581154.1
OG0006032	XP_020899179.1	XP_001639977.3
