Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0004861	XP_020893813.1	Xe_021659-T1
OG0004862	XP_020893815.1	Xe_000306-T1
OG0004863	XP_020893819.1	Xe_000292-T1
OG0004864	XP_020893822.1	Xe_019334-T1
OG0004865	XP_020893839.1	Xe_000310-T1
OG0004866	XP_020893840.1	Xe_021272-T1
OG0004869	XP_020893852.1	Xe_004856-T1
OG0004870	XP_020893855.1	Xe_004475-T1
OG0004872	XP_020893864.1	Xe_008882-T1
OG0004873	XP_020893865.1	Xe_008604-T1
OG0004874	XP_020893867.1	Xe_008773-T1
OG0004875	XP_020893868.1	Xe_014517-T1
OG0004877	XP_020893873.1	Xe_008772-T1
OG0004878	XP_020893875.1	Xe_011432-T1
OG0004879	XP_020893877.1	Xe_022337-T1
OG0004880	XP_020893878.1	Xe_008110-T1
OG0004881	XP_020893888.1	Xe_008513-T2
OG0004882	XP_020893891.1	Xe_008478-T1
OG0004883	XP_020893896.1	Xe_008374-T1
OG0004884	XP_020893913.1	Xe_006273-T1
OG0004885	XP_020893933.1	Xe_004477-T1
OG0004886	XP_020893943.1	Xe_004427-T1
OG0004887	XP_020893951.1	Xe_021785-T1
OG0004888	XP_020893952.1	Xe_004742-T1
OG0004889	XP_020893953.1	Xe_008457-T1
OG0004890	XP_020893954.1	Xe_008373-T1
OG0004891	XP_020893956.1	Xe_008378-T1
OG0004892	XP_020893959.1	Xe_008371-T1
OG0004893	XP_020893962.1	Xe_008380-T1
OG0004894	XP_020893965.1	Xe_005424-T1
OG0004895	XP_020893970.1	Xe_008375-T1
OG0004896	XP_020893971.1	Xe_008558-T1
OG0004897	XP_020893988.1	Xe_004784-T1
OG0004898	XP_020893991.1	Xe_021654-T1
OG0004899	XP_020893996.1	Xe_002658-T1
OG0004900	XP_020894002.1	Xe_002659-T1
OG0004901	XP_020894003.1	Xe_002547-T1
OG0004902	XP_020894004.1	Xe_021664-T1
OG0004903	XP_020894019.1	Xe_002425-T1
OG0004904	XP_020894032.1	Xe_002802-T1
OG0004905	XP_020894048.1	Xe_002660-T1
OG0004906	XP_020894054.1	Xe_021775-T1
OG0004908	XP_020894068.1	Xe_012618-T1
OG0004909	XP_020894076.1	Xe_012906-T1
OG0004910	XP_020894084.1	Xe_012722-T1
OG0004911	XP_020894096.1	Xe_015508-T1
OG0004913	XP_020894098.2	Xe_009848-T1
OG0004914	XP_020894101.1	Xe_021986-T1
OG0004915	XP_020894102.1	Xe_005319-T1
OG0004916	XP_020894103.1	Xe_005501-T1
OG0004917	XP_020894104.1	Xe_007171-T1
OG0004918	XP_020894106.2	Xe_005500-T1
OG0004919	XP_020894107.1	Xe_005606-T1
OG0004920	XP_020894120.1	Xe_007186-T1
OG0004921	XP_020894122.1	Xe_007170-T1
OG0004922	XP_020894123.1	Xe_007184-T1
OG0004923	XP_020894127.1	Xe_006988-T1
OG0004924	XP_020894129.1	Xe_005358-T1
OG0004925	XP_020894130.1	Xe_005502-T1
OG0004926	XP_020894137.1	Xe_002441-T1
OG0004927	XP_020894155.1	Xe_005614-T1, Xe_005616-T1
OG0004928	XP_020894157.1	Xe_021663-T1
OG0004929	XP_020894172.1	Xe_005704-T1
OG0004930	XP_020894174.1	Xe_005231-T1
OG0004931	XP_020894177.1	Xe_005359-T1
OG0004934	XP_020894189.1	Xe_021856-T1
OG0004936	XP_020894196.1	Xe_021618-T1
OG0004937	XP_020894200.1	Xe_022234-T1
OG0004938	XP_020894202.1	Xe_021517-T1
OG0004939	XP_020894203.1	Xe_022168-T1
OG0004940	XP_020894204.1	Xe_009626-T1
OG0004941	XP_020894212.1	Xe_001091-T1
OG0004942	XP_020894218.1	Xe_001310-T1
OG0004943	XP_020894223.1	Xe_000741-T1
OG0004944	XP_020894224.1	Xe_009997-T1
OG0004945	XP_020894225.1	Xe_009995-T1
OG0004947	XP_020894227.1	Xe_021982-T1
OG0004948	XP_020894228.1	Xe_002995-T1
OG0004949	XP_020894229.1	Xe_021379-T1
OG0004950	XP_020894233.1	Xe_009994-T1
OG0004951	XP_020894245.1	Xe_021583-T1
OG0004952	XP_020894253.1	Xe_022160-T1
OG0004953	XP_020894255.1	Xe_022161-T1
OG0004956	XP_020894271.1	Xe_011705-T1
OG0004957	XP_020894272.1	Xe_011847-T1
OG0004958	XP_020894279.1	Xe_011787-T1
OG0004959	XP_020894281.1	Xe_012439-T1
OG0004960	XP_020894283.1	Xe_011802-T1
OG0004961	XP_020894284.1	Xe_008224-T1
OG0004962	XP_020894285.1	Xe_012490-T1
OG0004963	XP_020894289.1	Xe_012138-T1
OG0004964	XP_020894291.1	Xe_005332-T1
OG0004965	XP_020894292.1	Xe_012444-T1
OG0004966	XP_020894309.2	Xe_012127-T1
OG0004967	XP_020894315.1	Xe_011757-T1
OG0004968	XP_020894320.1	Xe_011758-T1
OG0004969	XP_020894323.1	Xe_012194-T1
OG0004970	XP_020894324.1	Xe_011789-T1
OG0004971	XP_020894325.1	Xe_011827-T1
OG0004972	XP_020894333.1	Xe_012199-T1
OG0004973	XP_020894334.1	Xe_011929-T1
OG0004974	XP_020894336.1	Xe_011927-T1
OG0004975	XP_020894337.1	Xe_011743-T1
OG0004976	XP_020894347.2	Xe_012445-T1, Xe_011812-T1
OG0004977	XP_020894349.1	Xe_011828-T1
OG0004979	XP_020894361.1	Xe_006980-T1
OG0004980	XP_020894368.1	Xe_006991-T1
OG0004981	XP_020894369.1	Xe_006986-T1
OG0004982	XP_020894370.1	Xe_006985-T1
OG0004983	XP_020894371.1	Xe_006825-T1
OG0004984	XP_020894372.1	Xe_005528-T1
OG0004986	XP_020894391.1	Xe_005996-T1
OG0004987	XP_020894399.1	Xe_006336-T1
OG0004988	XP_020894400.2	Xe_005599-T1
OG0004989	XP_020894401.1	Xe_005236-T1
OG0004990	XP_020906464.1, XP_020894403.1	Xe_006995-T1
OG0004991	XP_020894411.1	Xe_006335-T1
OG0004992	XP_020894416.1	Xe_005521-T1
OG0004993	XP_020894418.1	Xe_005498-T1
OG0004994	XP_020894423.1	Xe_005582-T1
OG0004995	XP_020894431.1	Xe_005269-T1
OG0004996	XP_020894433.1	Xe_005228-T1
OG0004997	XP_020894437.1	Xe_005516-T1
OG0004998	XP_020894448.1	Xe_011479-T1
OG0004999	XP_020894452.1	Xe_022341-T1
OG0005000	XP_020894460.1	Xe_016142-T1
OG0005001	XP_020894466.1	Xe_021780-T1
OG0005003	XP_020894481.1	Xe_021645-T1
OG0005004	XP_020894483.2	Xe_003917-T1
OG0005005	XP_020894484.1	Xe_022281-T1
OG0005006	XP_020894518.1	Xe_004497-T1
OG0005007	XP_020894520.1	Xe_005043-T1
OG0005008	XP_020894526.1	Xe_020763-T1
OG0005009	XP_020894535.1	Xe_004712-T1
OG0005010	XP_020894537.1	Xe_005017-T1
OG0005011	XP_020894539.1	Xe_004970-T1
OG0005012	XP_020894540.1	Xe_015974-T1
OG0005013	XP_020894543.1	Xe_005079-T1
OG0005014	XP_020894550.1	Xe_000300-T1
OG0005015	XP_020894557.1	Xe_020772-T1
OG0005016	XP_020894558.1	Xe_004948-T1
OG0005017	XP_020894559.2	Xe_004479-T1
OG0005018	XP_020894560.1	Xe_004973-T1
OG0005019	XP_020894561.1	Xe_004974-T1
OG0005020	XP_020894563.1	Xe_019280-T1
OG0005021	XP_020894566.1	Xe_004388-T1
OG0005022	XP_020894585.1	Xe_004378-T1
OG0005023	XP_020894590.1	Xe_004638-T1
OG0005024	XP_020894591.1	Xe_004864-T1
OG0005025	XP_020894592.1	Xe_004865-T1
OG0005026	XP_020894593.1	Xe_003904-T1
OG0005027	XP_020894594.2	Xe_012866-T1
OG0005028	XP_020894595.1	Xe_005080-T1
OG0005029	XP_020894600.1	Xe_004827-T1
OG0005030	XP_020894603.1	Xe_011724-T1
OG0005031	XP_020894604.1	Xe_005138-T1
OG0005032	XP_020894605.1	Xe_004828-T1
OG0005033	XP_020894613.1	Xe_004377-T1
OG0005034	XP_020894615.1	Xe_004511-T1
OG0005035	XP_020894619.1	Xe_004835-T1
OG0005036	XP_020894620.1	Xe_014178-T1
OG0005038	XP_020894624.1	Xe_004513-T1
OG0005039	XP_020894627.1	Xe_004524-T1
OG0005040	XP_020894628.1	Xe_004963-T1
OG0005041	XP_020894631.1	Xe_023295-T1
OG0005043	XP_020894636.1	Xe_000224-T1
OG0005044	XP_020894637.1	Xe_004714-T1
OG0005045	XP_020894659.2	Xe_004734-T1
OG0005046	XP_020894662.1	Xe_004866-T1
OG0005047	XP_020894664.2	Xe_004512-T1
OG0005048	XP_020894667.1	Xe_005025-T1
OG0005049	XP_020894675.1	Xe_014720-T1
OG0005050	XP_020894676.1	Xe_010166-T1
OG0005051	XP_020894677.1	Xe_005027-T1
OG0005052	XP_020894685.1	Xe_004861-T1
OG0005053	XP_020894693.1	Xe_004962-T1
OG0005054	XP_020894694.1	Xe_004516-T1
OG0005055	XP_020894698.1	Xe_010538-T1
OG0005056	XP_020894699.1	Xe_021667-T1
OG0005057	XP_020894705.1	Xe_009190-T1
OG0005058	XP_020894707.1	Xe_026010-T1
OG0005059	XP_020894711.1	Xe_023490-T1
OG0005060	XP_020894712.1	Xe_023501-T1
OG0005061	XP_020894713.1	Xe_000932-T1
OG0005062	XP_020894715.1	Xe_023244-T1
OG0005064	XP_020894722.1	Xe_027430-T1
OG0005065	XP_020894723.1	Xe_015803-T1
OG0005066	XP_020894725.1	Xe_024224-T1
OG0005067	XP_020894734.1	Xe_018493-T1
OG0005068	XP_020894739.1	Xe_012706-T1
OG0005069	XP_020894753.1	Xe_023650-T1
OG0005071	XP_020894761.2	Xe_013603-T1
OG0005072	XP_020894767.1	Xe_001147-T1
OG0005073	XP_020894772.1	Xe_000793-T1
OG0005074	XP_020894773.1	Xe_000602-T1
OG0005075	XP_020894774.1	Xe_001204-T1
OG0005076	XP_020894777.1	Xe_028814-T1
OG0005077	XP_020894782.1	Xe_001146-T1
OG0005078	XP_020894803.1	Xe_002604-T1
OG0005079	XP_020894804.1	Xe_002606-T1
OG0005080	XP_020894805.1	Xe_002706-T1
OG0005081	XP_020894806.1	Xe_002707-T1
OG0005082	XP_020894808.1	Xe_002798-T1
OG0005083	XP_020894811.1	Xe_002607-T1
OG0005084	XP_020894816.1	Xe_002633-T1
OG0005085	XP_020894819.1	Xe_002711-T1
OG0005086	XP_020894821.1	Xe_002712-T1
OG0005087	XP_020894828.2	Xe_002513-T1
OG0005088	XP_020894830.1	Xe_002548-T1
OG0005089	XP_020894836.1	Xe_002708-T1
OG0005090	XP_020894837.1	Xe_025834-T1
OG0005091	XP_020894838.1	Xe_002797-T1
OG0005092	XP_020894840.2	Xe_002501-T1
OG0005094	XP_020894850.1	Xe_002584-T1
OG0005095	XP_020894862.1	Xe_002739-T1
OG0005096	XP_020894870.1	Xe_028951-T1
OG0005097	XP_020894876.1	Xe_011704-T1
OG0005098	XP_020894877.1	Xe_012264-T1
OG0005099	XP_020894880.1	Xe_023651-T1
OG0005100	XP_020894881.1	Xe_012183-T1
OG0005101	XP_020894883.1	Xe_012412-T1
OG0005102	XP_020894884.1	Xe_012415-T1
OG0005103	XP_020894896.1	Xe_012327-T1
OG0005104	XP_020894900.1	Xe_012111-T1
OG0005105	XP_020894902.1	Xe_012377-T1
OG0005106	XP_020894903.1	Xe_012378-T1
OG0005107	XP_020894904.1	Xe_012220-T1
OG0005108	XP_020894909.1	Xe_012526-T1
OG0005109	XP_020894912.1	Xe_012529-T1
OG0005110	XP_020894915.1	Xe_028941-T1
OG0005115	XP_020894928.1	Xe_012060-T1
OG0005116	XP_020894929.1	Xe_012388-T1
OG0005117	XP_020894930.1	Xe_012389-T1
OG0005118	XP_020894931.1	Xe_012219-T1, Xe_012221-T1
OG0005119	XP_020894934.1	Xe_012108-T1
OG0005120	XP_020894942.1	Xe_012416-T1
OG0005121	XP_020894945.1	Xe_012182-T1
OG0005122	XP_020894952.1	Xe_012411-T1
OG0005123	XP_020894953.1	Xe_012409-T1
OG0005124	XP_020894954.1	Xe_012410-T1
OG0005125	XP_020894961.1	Xe_012181-T1
OG0005126	XP_020894964.1	Xe_012184-T1
OG0005127	XP_020894966.1	Xe_025827-T1
OG0005128	XP_020894974.1	Xe_015862-T1
OG0005129	XP_020894975.1	Xe_015863-T1
OG0005130	XP_020894979.1	Xe_029003-T1
OG0005131	XP_020894980.1	Xe_015757-T1
OG0005133	XP_020894986.1	Xe_014966-T1
OG0005134	XP_020894990.1	Xe_015869-T1
OG0005135	XP_020894998.1	Xe_004277-T1
OG0005136	XP_020895006.1	Xe_015487-T1
OG0005137	XP_020895008.1	Xe_016146-T1
OG0005138	XP_020895016.1	Xe_024261-T1
OG0005139	XP_020895020.1	Xe_015048-T1
OG0005140	XP_020895027.1	Xe_022720-T1
OG0005141	XP_020895037.1	Xe_016194-T1
OG0005143	XP_020895047.1	Xe_014184-T1
OG0005144	XP_020895054.1	Xe_011080-T1
OG0005145	XP_020895058.2	Xe_022784-T1
OG0005146	XP_020895062.1	Xe_009788-T1
OG0005147	XP_020895072.2	Xe_009698-T1
OG0005149	XP_020895075.1	Xe_010186-T1
OG0005150	XP_020895078.1	Xe_021510-T1
OG0005151	XP_020895083.1	Xe_022241-T1
OG0005152	XP_020895090.1	Xe_010187-T1
OG0005153	XP_020895092.1	Xe_025014-T1
OG0005154	XP_020895096.1	Xe_021506-T1
OG0005155	XP_020895098.1	Xe_022240-T1
OG0005156	XP_020895103.1	Xe_025161-T1
OG0005157	XP_020895106.1	Xe_010016-T1
OG0005158	XP_020895107.1	Xe_021461-T1
OG0005159	XP_020895108.1	Xe_009432-T1
OG0005161	XP_020895125.2	Xe_001300-T1
OG0005162	XP_020895130.1	Xe_024263-T1
OG0005163	XP_020895131.1	Xe_009821-T1
OG0005164	XP_020895142.2	Xe_022147-T1
OG0005168	XP_020895156.1	Xe_008251-T1
OG0005169	XP_020895158.1	Xe_020702-T1
OG0005170	XP_020895169.1	Xe_018606-T1
OG0005171	XP_020895180.1	Xe_014536-T1
OG0005172	XP_020895184.1	Xe_015759-T1
OG0005175	XP_020895189.1	Xe_009363-T1
OG0005176	XP_020895190.1	Xe_015306-T1
OG0005177	XP_020895191.1	Xe_015018-T1
OG0005178	XP_020895197.1	Xe_015700-T1
OG0005179	XP_020895205.1	Xe_015340-T1
OG0005180	XP_020895206.1	Xe_014725-T1
OG0005182	XP_020895212.1	Xe_015698-T1
OG0005184	XP_020895215.1	Xe_011318-T1
OG0005185	XP_020895220.1	Xe_015341-T1
OG0005186	XP_020895224.1	Xe_015435-T1
OG0005187	XP_020895230.1	Xe_014910-T1
OG0005188	XP_020895235.1	Xe_014721-T1
OG0005189	XP_020895237.1	Xe_015577-T1
OG0005190	XP_020895241.1	Xe_014789-T1
OG0005191	XP_020895243.1	Xe_008395-T1
OG0005192	XP_020895244.1	Xe_014487-T1
OG0005193	XP_020895246.1	Xe_014486-T1
OG0005195	XP_020895268.1	Xe_023253-T1
OG0005197	XP_020895288.1	Xe_012550-T1
OG0005198	XP_020895290.1	Xe_012904-T1
OG0005199	XP_020895292.1	Xe_013007-T1
OG0005200	XP_020895304.1	Xe_012928-T1
OG0005201	XP_020895323.2	Xe_012903-T1
OG0005202	XP_020895327.1	Xe_012637-T1
OG0005203	XP_020895336.1	Xe_002892-T1
OG0005204	XP_020895337.1	Xe_026779-T1
OG0005205	XP_020895338.1	Xe_002764-T1
OG0005206	XP_020895342.1	Xe_002787-T1
OG0005207	XP_020895347.1	Xe_002387-T1
OG0005208	XP_020895350.1	Xe_002741-T1
OG0005209	XP_020895352.1	Xe_002762-T1
OG0005210	XP_020895353.1	Xe_002746-T1
OG0005211	XP_020895358.1	Xe_002676-T1
OG0005212	XP_020895359.1	Xe_002428-T1
OG0005213	XP_020895361.1	Xe_002677-T1
OG0005214	XP_020895362.1	Xe_002755-T1
OG0005215	XP_020895364.1	Xe_002786-T1
OG0005216	XP_020895366.1	Xe_002399-T1
OG0005217	XP_020895368.1	Xe_002679-T1
OG0005218	XP_020895371.1	Xe_002398-T1
OG0005219	XP_020895375.1	Xe_002610-T1
OG0005220	XP_020895378.1	Xe_012497-T1
OG0005221	XP_020895379.1	Xe_002545-T2
OG0005222	XP_020895384.1	Xe_002443-T1
OG0005223	XP_020895388.1	Xe_002840-T1
OG0005224	XP_020895389.1	Xe_002611-T1
OG0005225	XP_020895390.1	Xe_002573-T1
OG0005226	XP_020895393.1	Xe_015886-T1
OG0005227	XP_020895402.1	Xe_002867-T1
OG0005228	XP_020895409.1	Xe_002841-T1
OG0005230	XP_020895413.1	Xe_002576-T1
OG0005231	XP_020895414.1	Xe_002666-T1
OG0005232	XP_020895415.1	Xe_028838-T1
OG0005233	XP_020895417.1	Xe_002436-T1
OG0005234	XP_020895418.1	Xe_002368-T1
OG0005235	XP_020895420.1	Xe_002765-T1
OG0005236	XP_020895421.1	Xe_012751-T1
OG0005237	XP_020895425.1	Xe_002376-T1
OG0005239	XP_020895428.1	Xe_002574-T1
OG0005240	XP_020895429.1	Xe_015423-T1
OG0005241	XP_020895431.2	Xe_002378-T1
OG0005242	XP_020895434.1	Xe_002891-T1
OG0005243	XP_020895438.1	Xe_002577-T1
OG0005244	XP_020895449.1	Xe_019811-T1
OG0005245	XP_020895462.1	Xe_002722-T1
OG0005246	XP_020895463.1	Xe_002375-T1
OG0005248	XP_020895473.1	Xe_002881-T1
OG0005250	XP_020895487.1	Xe_002820-T1
OG0005251	XP_020895489.1	Xe_002372-T1
OG0005252	XP_020895496.1	Xe_002580-T1
OG0005253	XP_020895498.1	Xe_002393-T1
OG0005254	XP_020895501.1	Xe_002535-T1
OG0005255	XP_020895514.1	Xe_002515-T1
OG0005256	XP_020895516.1	Xe_002516-T1
OG0005257	XP_020895524.1	Xe_002476-T1
OG0005258	XP_020895526.1	Xe_002852-T1
OG0005259	XP_020895527.1	Xe_002514-T1
OG0005260	XP_020895529.1	Xe_002551-T1
OG0005261	XP_020895540.1	Xe_013250-T1
OG0005262	XP_020895541.1	Xe_013251-T1
OG0005263	XP_020895543.1	Xe_013401-T1
OG0005264	XP_020895546.1	Xe_013872-T1
OG0005265	XP_020895566.1	Xe_013186-T1
OG0005266	XP_020895571.1	Xe_003400-T1
OG0005267	XP_020895574.1	Xe_013874-T1
OG0005268	XP_020895575.1	Xe_013873-T1
OG0005269	XP_020895577.1	Xe_013178-T1
OG0005270	XP_020895578.1	Xe_021914-T1
OG0005271	XP_020895579.1	Xe_013318-T1
OG0005272	XP_020895581.1	Xe_017700-T1
OG0005273	XP_020895590.1	Xe_013249-T1
OG0005274	XP_020895591.1	Xe_009617-T1
OG0005275	XP_020895601.1	Xe_013513-T1
OG0005276	XP_020895608.2	Xe_013177-T1
OG0005277	XP_020895614.1	Xe_011438-T1
OG0005278	XP_020895615.1	Xe_011451-T1
OG0005279	XP_020895616.1	Xe_011471-T1
OG0005280	XP_020895622.1	Xe_011320-T1
OG0005281	XP_020895623.1	Xe_011215-T1
OG0005282	XP_020895624.1	Xe_011214-T1
OG0005283	XP_020895625.1	Xe_010636-T1
OG0005284	XP_020895633.1	Xe_011677-T1
OG0005285	XP_020895635.1	Xe_011404-T1
OG0005286	XP_020895636.1	Xe_011627-T1
OG0005287	XP_020895640.1	Xe_011668-T1
OG0005288	XP_020895642.1	Xe_011626-T1
OG0005289	XP_020895644.1	Xe_010529-T1
OG0005290	XP_020895650.1	Xe_011326-T1
OG0005291	XP_020895658.1	Xe_011334-T1
OG0005292	XP_020895670.1	Xe_011363-T1
OG0005293	XP_020895671.1	Xe_010513-T1
OG0005294	XP_020895672.1	Xe_011675-T1
OG0005295	XP_020895677.1	Xe_009822-T1
OG0005296	XP_020895679.1	Xe_011371-T1
OG0005298	XP_020895684.1	Xe_010947-T1
OG0005299	XP_020895686.1	Xe_011621-T1
OG0005301	XP_020895724.1	Xe_005125-T1
OG0005302	XP_020895730.1	Xe_004811-T1
OG0005303	XP_020895731.1	Xe_001162-T1
OG0005304	XP_020895733.1	Xe_004810-T1
OG0005305	XP_020895744.1	Xe_001164-T1
OG0005306	XP_020895749.1	Xe_011485-T1
OG0005307	XP_020895753.1	Xe_001163-T1
OG0005308	XP_020895763.1	Xe_000412-T1
OG0005309	XP_020895766.1	Xe_004939-T1
OG0005310	XP_020895768.1	Xe_000610-T1
OG0005311	XP_020895777.1	Xe_028913-T1
OG0005312	XP_020895779.1	Xe_001160-T1
OG0005313	XP_020895780.1	Xe_023068-T1
OG0005314	XP_020895782.1	Xe_009705-T1
OG0005315	XP_020895788.1	Xe_000921-T1
OG0005316	XP_020895790.1	Xe_018648-T1
OG0005317	XP_020895791.1	Xe_000611-T1
OG0005318	XP_020895793.1	Xe_009603-T1
OG0005319	XP_020895800.1	Xe_021464-T1
OG0005320	XP_020895803.1	Xe_022028-T1
OG0005322	XP_020895805.1	Xe_021841-T1
OG0005323	XP_020895806.1	Xe_000509-T1
OG0005324	XP_020895807.1	Xe_009706-T1
OG0005325	XP_020895809.1	Xe_021840-T1
OG0005326	XP_020895811.1	Xe_025186-T1
OG0005327	XP_020895820.1	Xe_009674-T1
OG0005328	XP_020895821.1	Xe_000990-T1
OG0005329	XP_020895823.1	Xe_001105-T1
OG0005330	XP_020895827.1	Xe_001104-T1
OG0005331	XP_020895828.1	Xe_025185-T1
OG0005332	XP_020895831.1	Xe_001316-T1
OG0005333	XP_020895833.1	Xe_000798-T1
OG0005334	XP_028519294.1, XP_020895847.1	Xe_000442-T1
OG0005335	XP_020895849.1	Xe_021846-T1
OG0005336	XP_020895850.1	Xe_009820-T1
OG0005337	XP_020895857.1	Xe_015901-T1
OG0005338	XP_020895865.1	Xe_015771-T1
OG0005339	XP_020895868.1	Xe_015736-T1
OG0005341	XP_020895872.1	Xe_014349-T1
OG0005342	XP_020895876.1	Xe_015715-T1
OG0005343	XP_020895888.1	Xe_015770-T1
OG0005344	XP_020895891.1	Xe_015902-T1
OG0005345	XP_020895902.1	Xe_020469-T1
OG0005346	XP_020895904.1	Xe_020491-T1
OG0005347	XP_020895907.1	Xe_020467-T1
OG0005348	XP_020895913.1	Xe_020701-T1
OG0005349	XP_020895920.1	Xe_016382-T1
OG0005350	XP_020895922.1	Xe_020489-T1
OG0005351	XP_020895934.1	Xe_020499-T1
OG0005353	XP_020895962.1	Xe_001365-T1
OG0005354	XP_020895963.1	Xe_000517-T1
OG0005355	XP_020895965.1	Xe_009322-T1
OG0005356	XP_020895969.1	Xe_003371-T1
OG0005358	XP_020895993.1	Xe_000293-T1
OG0005359	XP_020895994.1	Xe_006134-T1
OG0005360	XP_020895997.1	Xe_000513-T1
OG0005361	XP_020895998.1	Xe_004392-T1
OG0005362	XP_020896001.1	Xe_019262-T1
OG0005363	XP_020896009.1	Xe_004393-T1
OG0005364	XP_020896014.2	Xe_001028-T1
OG0005366	XP_020896047.1	Xe_019775-T1
OG0005367	XP_020896056.1	Xe_020625-T1
OG0005368	XP_020896058.1	Xe_004966-T1
OG0005369	XP_020896059.1	Xe_005082-T1
OG0005370	XP_020896061.1	Xe_005085-T1
OG0005371	XP_020896063.1	Xe_005042-T1
OG0005372	XP_020896067.1	Xe_004490-T1
OG0005373	XP_020896068.1	Xe_004449-T2
OG0005374	XP_020896069.1	Xe_019278-T1
OG0005375	XP_020896070.1	Xe_019277-T1
OG0005376	XP_020896071.1	Xe_000269-T1
OG0005377	XP_020896072.1	Xe_004431-T1
OG0005378	XP_020896075.1	Xe_019283-T1
OG0005379	XP_020896076.1	Xe_000299-T1
OG0005380	XP_020896077.1	Xe_000855-T1
OG0005381	XP_020896079.1	Xe_005084-T1
OG0005382	XP_020896080.1	Xe_019450-T1
OG0005383	XP_020896082.1	Xe_005034-T1
OG0005384	XP_020896086.1	Xe_019332-T1
OG0005385	XP_020896093.1	Xe_003057-T1
OG0005386	XP_020896094.1	Xe_002454-T1
OG0005388	XP_020896103.1	Xe_005031-T1
OG0005389	XP_020896111.1	Xe_000355-T1
OG0005390	XP_020896112.2	Xe_004414-T1
OG0005391	XP_020896118.1	Xe_004845-T2
OG0005392	XP_020896121.1	Xe_001055-T1
OG0005393	XP_020896133.1	Xe_002828-T1
OG0005394	XP_020896135.1	Xe_014546-T1
OG0005395	XP_020896137.1	Xe_001380-T1
OG0005396	XP_020896139.1	Xe_002463-T1
OG0005397	XP_020896143.1	Xe_009585-T1
OG0005398	XP_020896145.1	Xe_002444-T1
OG0005399	XP_020896161.1	Xe_002464-T1
OG0005400	XP_020896166.1	Xe_000356-T1
OG0005401	XP_020896177.1	Xe_008594-T1
OG0005402	XP_020896178.1	Xe_002878-T1
OG0005403	XP_020896179.1	Xe_002510-T1
OG0005404	XP_020896181.1	Xe_002509-T1
OG0005405	XP_020896184.1	Xe_002471-T1
OG0005406	XP_020896185.1	Xe_003606-T1
OG0005407	XP_020896187.1	Xe_002433-T1
OG0005408	XP_020896188.1	Xe_016004-T1
OG0005409	XP_020896194.1	Xe_002617-T1
OG0005410	XP_020896197.1	Xe_002473-T1
OG0005411	XP_020896199.1	Xe_002474-T1
OG0005412	XP_020896200.1	Xe_002496-T1
OG0005413	XP_028513697.1, XP_020896201.1, XP_028513690.1	Xe_022737-T1
OG0005414	XP_020896202.1	Xe_002719-T1
OG0005415	XP_020896215.1	Xe_001051-T1
OG0005416	XP_020896224.1	Xe_011196-T1
OG0005417	XP_020896225.1	Xe_001052-T1
OG0005418	XP_020896231.1	Xe_001067-T1
OG0005419	XP_020896234.1	Xe_001068-T1
OG0005420	XP_020896235.1	Xe_000850-T1
OG0005421	XP_020896246.1	Xe_001262-T1
OG0005422	XP_020896256.1	Xe_010083-T1
OG0005423	XP_020896258.1	Xe_000623-T1
OG0005424	XP_020896259.1	Xe_001066-T1
OG0005425	XP_020896261.1	Xe_000853-T1
OG0005426	XP_020896263.1	Xe_015747-T1
OG0005427	XP_020896281.1	Xe_000417-T1
OG0005428	XP_020896285.1	Xe_009591-T1
OG0005429	XP_020896288.1	Xe_011967-T1
OG0005430	XP_020896289.1	Xe_000952-T1
OG0005431	XP_020896291.1	Xe_000951-T1
OG0005432	XP_020896298.1	Xe_003372-T1
OG0005433	XP_020896306.2	Xe_000525-T1
OG0005434	XP_020896311.1	Xe_000374-T1
OG0005435	XP_020896314.1, XP_020896313.1	Xe_000488-T1
OG0005436	XP_020896317.1	Xe_000384-T1
OG0005437	XP_020896319.1	Xe_025042-T1
OG0005438	XP_020896320.1	Xe_000418-T1
OG0005439	XP_020896321.1	Xe_001246-T1
OG0005440	XP_020896322.1	Xe_001089-T1
OG0005441	XP_020896325.2	Xe_009716-T1
OG0005442	XP_020896326.1	Xe_000799-T1
OG0005443	XP_020896331.1	Xe_008320-T1
OG0005444	XP_020896343.1	Xe_008014-T1
OG0005445	XP_020896347.1	Xe_008318-T1
OG0005446	XP_020896348.1	Xe_007006-T1
OG0005447	XP_020896351.1	Xe_008317-T1
OG0005448	XP_020896355.2	Xe_008085-T1
OG0005449	XP_020896357.1	Xe_008792-T1
OG0005450	XP_020896358.1	Xe_008321-T1
OG0005451	XP_020896391.1	Xe_008322-T1
OG0005453	XP_020896400.1	Xe_000400-T1
OG0005454	XP_020896405.2	Xe_007480-T1
OG0005455	XP_020896406.1	Xe_007433-T1
OG0005456	XP_020896430.1	Xe_009679-T1
OG0005457	XP_020896436.1	Xe_026747-T1
OG0005458	XP_020896439.1	Xe_023245-T1
OG0005460	XP_020896461.1	Xe_014008-T1
OG0005461	XP_020896466.2	Xe_021990-T1
OG0005462	XP_020896467.1	Xe_021569-T1
OG0005463	XP_020896469.1	Xe_021473-T1
OG0005464	XP_020896470.1	Xe_011807-T1
OG0005465	XP_020896472.1	Xe_014106-T1
OG0005466	XP_020896474.1	Xe_000398-T1
