Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0006228	XP_032219163.2	Xe_006918-T1
OG0006229	XP_032238828.2	Xe_005302-T1
OG0006230	XP_048576564.1	Xe_007065-T1
OG0006231	XP_032221486.2	Xe_018742-T1
OG0006232	XP_032230364.2	Xe_011841-T1
OG0006233	XP_001627048.1	Xe_000391-T1
OG0006234	XP_001640235.1	Xe_000365-T1
OG0006235	XP_001637141.3	Xe_000540-T1
OG0006236	XP_032219718.2	Xe_000524-T1
OG0006237	XP_032239657.1	Xe_021747-T1
OG0006238	XP_001621593.2	Xe_021746-T1
OG0006239	XP_032221100.1	Xe_017697-T1
OG0006240	XP_001638697.2	Xe_022400-T1
OG0006241	XP_032238073.2	Xe_021651-T1
OG0006242	XP_001629559.2	Xe_022365-T1
OG0006243	XP_001623365.2	Xe_014979-T1
OG0006244	XP_032221676.2	Xe_012280-T1
OG0006245	XP_032237237.2	Xe_011857-T1
OG0006246	XP_001640663.2	Xe_011910-T1
OG0006247	XP_001625362.3	Xe_011771-T1
OG0006248	XP_032221713.2	Xe_012340-T1
OG0006249	XP_001633346.2	Xe_012504-T1
OG0006251	XP_032240428.2	Xe_011873-T1
OG0006252	XP_001633312.1	Xe_012283-T1
OG0006253	XP_032232515.1	Xe_012164-T1
OG0006254	XP_032238362.1	Xe_012521-T1
OG0006256	XP_032221674.1	Xe_012279-T1
OG0006257	XP_032232870.2	Xe_011908-T1
OG0006258	XP_001640650.2	Xe_011803-T1
OG0006259	XP_032221683.2	Xe_012479-T1
OG0006261	XP_001640525.1	Xe_012278-T1
OG0006262	XP_048585775.1	Xe_011772-T1
OG0006263	XP_001640594.2	Xe_011951-T1
OG0006265	XP_001640538.2	Xe_012139-T1
OG0006266	XP_032219521.2	Xe_012474-T1
OG0006267	XP_048586221.1	Xe_011950-T1
OG0006269	XP_001627390.2	Xe_013905-T1
OG0006270	XP_032222102.1	Xe_013920-T1
OG0006271	XP_048585263.1	Xe_013518-T1
OG0006273	XP_001634821.1	Xe_013025-T1
OG0006274	XP_001623571.3	Xe_020749-T1
OG0006275	XP_032225902.1	Xe_013949-T1
OG0006276	XP_001640831.1	Xe_013922-T1
OG0006277	XP_032225904.2	Xe_013923-T1
OG0006278	XP_032221093.2	Xe_018692-T1
OG0006279	XP_032220675.1	Xe_013947-T1
OG0006280	XP_001634828.2	Xe_011914-T1
OG0006281	XP_032226082.2	Xe_002489-T1
OG0006282	XP_032222645.2	Xe_013786-T1
OG0006283	XP_032233236.1	Xe_013948-T1
OG0006284	XP_001628909.2	Xe_016535-T1
OG0006285	XP_001624530.3	Xe_011328-T1
OG0006286	XP_001632651.2	Xe_003483-T1
OG0006287	XP_032219842.1	Xe_003607-T1
OG0006288	XP_001631051.2	Xe_011309-T1
OG0006289	XP_032223124.1	Xe_015936-T1
OG0006290	XP_032238065.2	Xe_020557-T1
OG0006292	XP_048575748.1	Xe_018472-T1
OG0006293	XP_001634069.3	Xe_020449-T1
OG0006296	XP_032241400.1	Xe_020594-T1
OG0006297	XP_032230790.1	Xe_020661-T1
OG0006298	XP_048581108.1	Xe_020555-T1
OG0006299	XP_032223640.1	Xe_000364-T1
OG0006300	XP_001623377.1	Xe_016508-T1
OG0006304	XP_048581037.1	Xe_012956-T1
OG0006305	XP_032237923.1	Xe_012674-T1
OG0006306	XP_001639951.3	Xe_012888-T1
OG0006307	XP_001638674.1	Xe_012887-T1
OG0006309	XP_001628393.2	Xe_013335-T1
OG0006310	XP_001629547.1	Xe_012627-T1
OG0006311	XP_032228848.1	Xe_005279-T1
OG0006313	XP_001634423.2	Xe_013815-T1
OG0006314	XP_048581748.1	Xe_012723-T1
OG0006315	XP_001628369.2	Xe_012663-T1
OG0006316	XP_032220915.1	Xe_012741-T1
OG0006317	XP_001634904.1	Xe_002543-T1
OG0006318	XP_032234952.1	Xe_002623-T1
OG0006319	XP_048590006.1	Xe_002687-T1
OG0006321	XP_032235104.2	Xe_018647-T1
OG0006323	XP_048575811.1	Xe_018746-T1
OG0006324	XP_032229024.2	Xe_012523-T1
OG0006325	XP_001628894.1	Xe_018610-T1
OG0006326	XP_001628893.2	Xe_018498-T1
OG0006327	XP_048581131.1	Xe_020665-T2
OG0006328	XP_032226432.1	Xe_020961-T1
OG0006329	XP_001625688.1	Xe_012512-T1
OG0006330	XP_032226428.2	Xe_020670-T1
OG0006331	XP_001638591.3	Xe_020337-T1
OG0006333	XP_048580558.1	Xe_029071-T1
OG0006334	XP_001638656.1	Xe_020962-T1
OG0006335	XP_032240047.2	Xe_012676-T1
OG0006336	XP_048586356.1	Xe_012331-T1
OG0006337	XP_001634070.2	Xe_020614-T1
OG0006338	XP_001638675.2	Xe_020707-T1
OG0006339	XP_032238878.2	Xe_008214-T1
OG0006340	XP_032221058.2	Xe_018481-T1
OG0006341	XP_048576283.1	Xe_018778-T1
OG0006342	XP_001630155.1	Xe_018776-T1
OG0006343	XP_001630131.3	Xe_018642-T1
OG0006344	XP_048575693.1	Xe_018416-T1
OG0006346	XP_001630132.3	Xe_018777-T1
OG0006347	XP_048575690.1	Xe_018412-T1
OG0006349	XP_048578453.1	Xe_022206-T2
OG0006350	XP_032222848.1	Xe_009857-T1
OG0006351	XP_048580176.1	Xe_009858-T1
OG0006352	XP_001641548.3	Xe_009849-T1
OG0006353	XP_001635617.1	Xe_021548-T1
OG0006354	XP_001635674.1	Xe_022034-T1
OG0006355	XP_001634271.1	Xe_001249-T1
OG0006356	XP_001634554.1	Xe_009859-T1
OG0006358	XP_032233336.2	Xe_002455-T1
OG0006359	XP_001638435.2	Xe_018657-T1
OG0006360	XP_001634895.3	Xe_002770-T1
OG0006362	XP_048575860.1	Xe_017382-T1
OG0006363	XP_032232468.2	Xe_011397-T1
OG0006364	XP_048578174.1	Xe_011260-T1
OG0006365	XP_048578172.1	Xe_011259-T1
OG0006366	XP_032242815.2	Xe_020688-T1
OG0006367	XP_048576084.1	Xe_018733-T1
OG0006368	XP_001624274.3	Xe_011255-T1
OG0006369	XP_001624263.1	Xe_011256-T1
OG0006370	XP_048577383.1	Xe_011648-T1
OG0006371	XP_001630352.1	Xe_008357-T1
OG0006373	XP_048578492.1	Xe_008387-T1
OG0006374	XP_001642112.2	Xe_008493-T1
OG0006375	XP_048586780.1	Xe_020613-T1
OG0006376	XP_032232306.1	Xe_003411-T1
OG0006377	XP_032232305.1	Xe_003392-T1
OG0006378	XP_032217766.1	Xe_004253-T1
OG0006381	XP_048575571.1	Xe_018544-T1
OG0006382	XP_001634603.1	Xe_014102-T1
OG0006383	XP_048581532.1	Xe_003408-T1
OG0006384	XP_032217738.1	Xe_004251-T1
OG0006385	XP_001628288.1	Xe_003409-T1
OG0006386	XP_001637426.1	Xe_001151-T1
OG0006387	XP_001637375.1	Xe_001150-T1
OG0006388	XP_001637377.3	Xe_001149-T1
OG0006389	XP_032217770.1	Xe_014092-T1
OG0006390	XP_032239693.2	Xe_012679-T2
OG0006391	XP_048579556.1	Xe_002869-T1
OG0006392	XP_001638992.2	Xe_000844-T1
OG0006393	XP_001626899.1	Xe_012609-T1
OG0006394	XP_032234765.2	Xe_012610-T1
OG0006395	XP_032234197.1	Xe_012974-T1
OG0006396	XP_048581041.1	Xe_012766-T1
OG0006398	XP_032234200.1	Xe_012842-T1
OG0006399	XP_032236949.2	Xe_018471-T1
OG0006400	XP_001628401.3	Xe_012843-T1
OG0006401	XP_001635497.3	Xe_014489-T1
OG0006402	XP_048581669.1	Xe_012806-T1
OG0006404	XP_048581459.1	Xe_020894-T1
OG0006405	XP_032228852.1	Xe_013010-T1
OG0006407	XP_048581564.1	Xe_021917-T1
OG0006410	XP_001626088.2	Xe_000580-T2
OG0006411	XP_032221425.2	Xe_016470-T1
OG0006413	XP_032217806.1	Xe_000780-T1
OG0006414	XP_001637505.2	Xe_013128-T1
OG0006415	XP_032243341.1	Xe_000476-T1
OG0006416	XP_048583977.1	Xe_000477-T1
OG0006418	XP_032238503.2	Xe_007058-T1
OG0006419	XP_048583001.1	Xe_004732-T1
OG0006420	XP_048582050.1	Xe_014347-T1
OG0006421	XP_032223516.2	Xe_000267-T1
OG0006422	XP_001628179.1, XP_048582733.1	Xe_000243-T1
OG0006424	XP_048582205.1	Xe_000254-T1
OG0006425	XP_001629699.1	Xe_002283-T1
OG0006427	XP_048587137.1	Xe_008353-T1
OG0006428	XP_001639975.1	Xe_025935-T1
OG0006429	XP_001639232.1	Xe_008315-T1
OG0006430	XP_032231688.2	Xe_007817-T1
OG0006431	XP_032234644.1	Xe_000770-T1
OG0006432	XP_048575990.1	Xe_018475-T1
OG0006433	XP_001636384.2	Xe_009937-T1
OG0006434	XP_032242026.2	Xe_000936-T1
OG0006435	XP_048587293.1	Xe_000890-T1
OG0006436	XP_048587315.1	Xe_000349-T1
OG0006437	XP_001628890.2	Xe_016536-T1
OG0006438	XP_048590299.1	Xe_002381-T1
OG0006439	XP_032221554.2	Xe_018740-T1
OG0006440	XP_048584936.1	Xe_013933-T1
OG0006441	XP_032237303.2	Xe_013988-T1
OG0006442	XP_032222110.1	Xe_013214-T1
OG0006443	XP_001640888.1	Xe_013213-T1
OG0006444	XP_048585264.1	Xe_013164-T1
OG0006445	XP_048584616.1	Xe_015739-T1
OG0006447	XP_032242467.2	Xe_008039-T1
OG0006449	XP_001628997.1	Xe_008339-T1
OG0006450	XP_032242451.2	Xe_008632-T1
OG0006451	XP_001626466.2	Xe_007837-T1
OG0006452	XP_032229654.2	Xe_007880-T1
OG0006453	XP_001639234.1	Xe_008340-T1
OG0006455	XP_001639970.3	Xe_018685-T1
OG0006456	XP_048575429.1	Xe_018027-T1
OG0006457	XP_032234422.1	Xe_016499-T1
OG0006458	XP_001640326.1	Xe_018474-T1
OG0006459	XP_001640442.2	Xe_018028-T1
OG0006460	XP_032221121.2	Xe_018664-T1
OG0006461	XP_001636958.3	Xe_016506-T1
OG0006462	XP_001640097.3	Xe_018489-T1
OG0006463	XP_032228005.1	Xe_016539-T1
OG0006464	XP_001630036.2	Xe_018576-T1
OG0006465	XP_048575416.1	Xe_018618-T1
OG0006466	XP_048575698.1	Xe_016498-T1
OG0006467	XP_048575417.1	Xe_016500-T1
OG0006468	XP_048575943.1	Xe_018774-T1
OG0006469	XP_048575982.1	Xe_016386-T1
OG0006470	XP_032233122.2	Xe_017509-T1
OG0006471	XP_032232672.2	Xe_014577-T1
OG0006472	XP_048575683.1	Xe_017698-T1
OG0006473	XP_048575600.1	Xe_027538-T1
OG0006474	XP_032229824.2	Xe_016522-T1
OG0006475	XP_048575921.1	Xe_026993-T1
OG0006476	XP_001637061.1	Xe_020673-T1
OG0006477	XP_048576223.1	Xe_018748-T1
OG0006479	XP_048581102.1	Xe_020682-T1
OG0006480	XP_048590583.1	Xe_020684-T1
OG0006481	XP_048576013.1	Xe_018491-T1
OG0006482	XP_032242854.2	Xe_020948-T1
OG0006483	XP_001632119.3	Xe_016505-T1
OG0006484	XP_048575972.1	Xe_018624-T1
OG0006485	XP_032221383.2	Xe_016847-T1
OG0006486	XP_001626386.2	Xe_018556-T1
OG0006487	XP_032226527.2	Xe_020692-T1
OG0006490	XP_001624836.3	Xe_016564-T1
OG0006491	XP_048575695.1	Xe_017188-T1
OG0006492	XP_001626831.1	Xe_018663-T1
OG0006493	XP_048575435.1	Xe_016302-T1
OG0006495	XP_001640393.3	Xe_016327-T1
OG0006496	XP_048576341.1	Xe_018607-T1
OG0006497	XP_032228542.1	Xe_020913-T1
OG0006498	XP_048580851.1	Xe_012034-T1
OG0006499	XP_032221134.2	Xe_016570-T1
OG0006500	XP_001641928.1	Xe_003364-T1
OG0006501	XP_001642051.1	Xe_020447-T1
OG0006502	XP_032223351.2	Xe_020957-T1
OG0006503	XP_032230451.2	Xe_011832-T1
OG0006504	XP_001640069.1	Xe_018189-T1
OG0006506	XP_048575850.1	Xe_018599-T1
OG0006507	XP_001642026.2	Xe_020959-T1
OG0006508	XP_032223512.2	Xe_020727-T2
OG0006509	XP_032230127.1	Xe_005229-T1
OG0006510	XP_032225466.2	Xe_005383-T1
OG0006511	XP_001626623.1	Xe_005547-T1
OG0006512	XP_032225463.2	Xe_005384-T1
OG0006513	XP_001639423.1	Xe_006079-T1
OG0006514	XP_032220230.1	Xe_006078-T1
OG0006515	XP_001627005.1	Xe_012944-T1
OG0006517	XP_001629890.2	Xe_022383-T1
OG0006518	XP_048581402.1	Xe_021892-T1
OG0006519	XP_001629891.1	Xe_022386-T1
OG0006520	XP_032243221.2	Xe_021900-T1
OG0006521	XP_048580714.1	Xe_021723-T1
OG0006523	XP_048583207.1	Xe_010091-T1
OG0006524	XP_001630483.1	Xe_002552-T1
OG0006525	XP_048581500.1	Xe_022399-T1
OG0006526	XP_001634420.1	Xe_020485-T1
OG0006527	XP_048590123.1	Xe_002628-T1
OG0006528	XP_001638925.2	Xe_003244-T1
OG0006529	XP_048582040.1	Xe_003359-T1
OG0006530	XP_001635981.1	Xe_003258-T1
OG0006532	XP_048587799.1	Xe_003301-T1
OG0006533	XP_032236237.2	Xe_004684-T1
OG0006534	XP_001640158.3	Xe_004674-T1
OG0006535	XP_048587946.1	Xe_003440-T1
OG0006536	XP_032219734.2	Xe_004046-T1
OG0006537	XP_001629230.2	Xe_002879-T1
OG0006538	XP_048587983.1	Xe_003439-T1
OG0006539	XP_032221433.2	Xe_004264-T1
OG0006540	XP_032233335.2	Xe_002629-T1
OG0006542	XP_032236234.2	Xe_004685-T1
OG0006543	XP_032237629.2	Xe_004673-T1
OG0006544	XP_048578890.1	Xe_008222-T1
OG0006545	XP_048579124.1	Xe_008536-T1
OG0006546	XP_032237788.1	Xe_008427-T1
OG0006547	XP_048578436.1	Xe_008531-T1
OG0006548	XP_048578795.1	Xe_008414-T1
OG0006549	XP_001629215.2	Xe_002880-T1
OG0006550	XP_032241234.2	Xe_008583-T1
OG0006551	XP_001625848.1	Xe_008483-T1
OG0006552	XP_001622434.1	Xe_008576-T1
OG0006553	XP_048577858.1	Xe_011413-T1
OG0006554	XP_001626100.1	Xe_002554-T1
OG0006555	XP_001632252.1	Xe_012262-T1
OG0006556	XP_048586466.1	Xe_028947-T1
OG0006557	XP_048585822.1	Xe_012520-T1
OG0006558	XP_001635089.3	Xe_004792-T1
OG0006559	XP_032240405.2	Xe_012428-T1
OG0006560	XP_048585824.1	Xe_012427-T1
OG0006561	XP_032240412.1	Xe_012016-T1
OG0006562	XP_001624176.2	Xe_000970-T1
OG0006563	XP_032240420.1	Xe_000967-T1
OG0006564	XP_032240406.2	Xe_012430-T1
OG0006565	XP_048585972.1	Xe_012433-T1
OG0006567	XP_048586758.1	Xe_012381-T1
OG0006568	XP_032240411.2	Xe_012494-T1
OG0006569	XP_032240410.1	Xe_011971-T1
OG0006570	XP_001635076.2	Xe_011940-T1
OG0006571	XP_001635120.1	Xe_011939-T1
OG0006572	XP_032240399.2	Xe_012493-T1
OG0006573	XP_001624177.1	Xe_000965-T1
OG0006574	XP_032225116.1	Xe_002778-T1
OG0006575	XP_048589932.1	Xe_002417-T1
OG0006576	XP_001624331.2	Xe_002571-T1
OG0006577	XP_001622225.1	Xe_002777-T1
OG0006578	XP_001638386.2	Xe_002651-T1
OG0006579	XP_001625239.3	Xe_011850-T2
OG0006580	XP_001625224.1	Xe_011849-T1
OG0006581	XP_032240396.1	Xe_012498-T1
OG0006582	XP_032231498.1	Xe_012257-T1
OG0006583	XP_001631200.2	Xe_012470-T1
OG0006584	XP_032228652.2	Xe_011759-T1
OG0006585	XP_048585778.1	Xe_011968-T1
OG0006586	XP_001627790.2	Xe_012522-T1
OG0006587	XP_032231493.2	Xe_012273-T1
OG0006589	XP_001624158.3	Xe_012333-T1
OG0006590	XP_001638874.2	Xe_012272-T1
OG0006591	XP_032233303.2	Xe_002888-T1
OG0006592	XP_032227235.1	Xe_012465-T1
OG0006594	XP_001631227.1	Xe_012480-T1
OG0006597	XP_001625368.3	Xe_012068-T1
OG0006598	XP_001625352.2	Xe_012471-T1
OG0006599	XP_001641860.2	Xe_015684-T1
OG0006600	XP_001633777.3	Xe_016136-T1
OG0006601	XP_032234355.1	Xe_014641-T1
OG0006602	XP_001633827.2	Xe_014971-T2
OG0006603	XP_001630018.2	Xe_014967-T1
OG0006604	XP_001628073.1	Xe_015731-T1
OG0006605	XP_032223074.2	Xe_014033-T1
OG0006606	XP_001625444.1	Xe_014032-T1
OG0006607	XP_001636546.2	Xe_016109-T1
OG0006608	XP_032231172.1	Xe_016088-T1
OG0006609	XP_032231955.2	Xe_014722-T1
OG0006610	XP_032219892.1	Xe_015766-T1
OG0006611	XP_048589344.1	Xe_015767-T1
OG0006612	XP_032238963.2	Xe_014731-T1
OG0006613	XP_032237864.2	Xe_016072-T1
OG0006614	XP_048589401.1	Xe_015970-T1
OG0006615	XP_001631063.3	Xe_016085-T1
OG0006616	XP_001626253.2	Xe_015764-T1
OG0006617	XP_032231183.1	Xe_015975-T1
OG0006618	XP_032231181.1	Xe_015885-T1
OG0006619	XP_032238982.1	Xe_016186-T1
OG0006620	XP_048589447.1	Xe_015008-T2
OG0006621	XP_032242237.1	Xe_015762-T1
OG0006623	XP_032223252.2	Xe_029014-T1
OG0006624	XP_001625431.3	Xe_014168-T1
OG0006625	XP_032218193.2	Xe_015981-T1
OG0006626	XP_001637733.1	Xe_015982-T1
OG0006627	XP_032218195.2	Xe_015980-T1
OG0006629	XP_032238953.2	Xe_016102-T1
OG0006630	XP_032235657.2	Xe_015005-T1
OG0006631	XP_032235677.2	Xe_015561-T1
OG0006632	XP_032242238.2	Xe_015761-T1
OG0006633	XP_048589398.1	Xe_004472-T1
OG0006634	XP_048589428.1	Xe_015763-T1
OG0006635	XP_048589248.1	Xe_015977-T1
OG0006637	XP_001630423.2	Xe_014225-T1
OG0006638	XP_032230994.2	Xe_013601-T1
OG0006640	XP_001635227.2	Xe_013594-T1
OG0006642	XP_032231019.2	Xe_013823-T1
OG0006645	XP_032233586.1	Xe_020027-T1
OG0006647	XP_001628175.3	Xe_019273-T1
OG0006648	XP_001639523.1	Xe_004824-T1
OG0006649	XP_001629442.1	Xe_020775-T1
OG0006650	XP_001629420.2	Xe_020774-T1
OG0006651	XP_048582006.1	Xe_020445-T1
OG0006653	XP_032240935.1	Xe_025413-T1
OG0006655	XP_001628096.2	Xe_011048-T2
OG0006656	XP_032235330.2	Xe_010505-T1
OG0006657	XP_001630809.2	Xe_010535-T1
OG0006658	XP_032239292.2	Xe_010043-T1
OG0006659	XP_001630794.2	Xe_011514-T1
OG0006660	XP_001628469.1	Xe_011410-T1
OG0006661	XP_032228991.1	Xe_022152-T1
OG0006662	XP_048577731.1	Xe_011368-T1
OG0006663	XP_032235365.1	Xe_011688-T1
OG0006664	XP_001626843.3	Xe_018627-T1
OG0006666	XP_048577331.1	Xe_011416-T1
OG0006667	XP_001625647.2	Xe_011612-T1
OG0006668	XP_032228989.1	Xe_011614-T1
OG0006669	XP_001628902.1	Xe_017699-T1
OG0006670	XP_001629887.3	Xe_022338-T1
OG0006671	XP_032227153.2	Xe_022377-T1
OG0006672	XP_048575615.1	Xe_018042-T1
OG0006673	XP_032239270.2	Xe_010506-T1
OG0006674	XP_032239288.2	Xe_011681-T1
OG0006675	XP_001632105.2	Xe_017171-T1
OG0006678	XP_048588592.1	Xe_015056-T1
OG0006680	XP_001640019.2	Xe_025325-T1
OG0006681	XP_048588819.1	Xe_015529-T1
OG0006682	XP_032225849.2	Xe_015744-T1
OG0006683	XP_001632723.2	Xe_015281-T1
OG0006684	XP_032236100.2	Xe_014795-T1
OG0006685	XP_048588596.1	Xe_015705-T1
OG0006686	XP_048588478.1	Xe_015271-T1
OG0006687	XP_001624761.2	Xe_015620-T1
OG0006688	XP_032227931.2	Xe_015619-T1
OG0006689	XP_032225847.2	Xe_015745-T1
OG0006690	XP_032236090.2	Xe_014756-T1
OG0006691	XP_001637338.1	Xe_015618-T1
OG0006692	XP_001631426.2	Xe_014388-T1
OG0006694	XP_032227939.2	Xe_000533-T1
OG0006695	XP_001632055.2	Xe_014390-T1
OG0006696	XP_001628439.1	Xe_015516-T1
OG0006697	XP_048587972.1	Xe_015612-T1
OG0006699	XP_032230115.2	Xe_005246-T1
OG0006700	XP_048575829.1	Xe_021647-T1
OG0006701	XP_048576675.1	Xe_005703-T1
OG0006702	XP_001622745.3	Xe_005702-T1
OG0006703	XP_001626000.1	Xe_006291-T1
OG0006704	XP_001622549.1	Xe_017553-T1
OG0006706	XP_001635530.3	Xe_014690-T1
OG0006707	XP_032236080.1	Xe_015451-T1
OG0006708	XP_032240980.2	Xe_014492-T1
OG0006709	XP_001641099.1	Xe_009852-T1
OG0006710	XP_001626956.3	Xe_016025-T2
OG0006711	XP_032233788.2	Xe_009346-T1
OG0006712	XP_032242767.2	Xe_018650-T1
OG0006713	XP_001631440.3	Xe_014605-T1
OG0006714	XP_032238582.1	Xe_021388-T1
OG0006716	XP_001641627.3	Xe_022216-T1
OG0006717	XP_001637891.1	Xe_022007-T1
OG0006718	XP_032236125.1	Xe_014183-T1
OG0006719	XP_032227453.2	Xe_014179-T1
OG0006720	XP_048577140.1	Xe_021180-T1
OG0006721	XP_001629686.1	Xe_009302-T1
OG0006723	XP_001635865.2	Xe_009868-T1
OG0006724	XP_001640932.2	Xe_021182-T1
OG0006725	XP_001630206.3	Xe_008839-T1
OG0006726	XP_032229903.1	Xe_021270-T1
OG0006727	XP_001635506.2	Xe_015617-T1
OG0006728	XP_048589100.1	Xe_021882-T1
OG0006730	XP_032242629.2	Xe_021394-T1
OG0006731	XP_048579872.1	Xe_009347-T1
OG0006732	XP_048576003.1	Xe_018604-T1
OG0006733	XP_001625733.1	Xe_015624-T1
OG0006735	XP_032236077.2	Xe_014702-T1
OG0006736	XP_048580134.1	Xe_022004-T1
OG0006737	XP_032229898.1	Xe_016356-T1
OG0006739	XP_048576764.1	Xe_021474-T1
OG0006740	XP_032241371.1	Xe_022131-T1
OG0006741	XP_032243171.2	Xe_014230-T1
OG0006742	XP_032240950.1	Xe_014214-T1
OG0006743	XP_032243232.2	Xe_015586-T1
OG0006744	XP_001635546.1	Xe_014715-T2
OG0006745	XP_001635608.1	Xe_014557-T1
OG0006746	XP_048576101.1	Xe_016521-T1
OG0006747	XP_048588272.1	Xe_015507-T1
OG0006748	XP_032218538.1	Xe_014894-T1
OG0006750	XP_001623507.1	Xe_015500-T1
OG0006751	XP_048587984.1	Xe_014213-T1
OG0006752	XP_048578912.1	Xe_022200-T1
OG0006753	XP_001638151.2	Xe_015690-T1
OG0006754	XP_032236081.1	Xe_014119-T1
OG0006755	XP_032227457.1	Xe_014180-T1
OG0006756	XP_032234875.2	Xe_014685-T1
OG0006757	XP_001624026.1	Xe_016480-T1
OG0006758	XP_048579401.1	Xe_009345-T1
OG0006759	XP_032239845.1	Xe_009309-T1
OG0006760	XP_032241111.1	Xe_021269-T1
OG0006761	XP_032231425.2	Xe_014538-T1
OG0006762	XP_032221033.1	Xe_025326-T1
OG0006763	XP_032234876.1	Xe_015368-T1
OG0006764	XP_048588076.1	Xe_014895-T1
OG0006765	XP_048577409.1	Xe_022087-T1
OG0006766	XP_001631787.2	Xe_008232-T1
OG0006767	XP_001627081.1	Xe_008404-T1
OG0006768	XP_048578534.1	Xe_008405-T1
OG0006769	XP_001624063.3	Xe_016563-T1
OG0006770	XP_048578514.1	Xe_008402-T1
OG0006771	XP_001627091.1	Xe_008403-T1
OG0006773	XP_001627080.3	Xe_008401-T1
OG0006774	XP_032238867.2	Xe_008174-T1
OG0006775	XP_032227199.1	Xe_008127-T1
OG0006776	XP_001635767.2	Xe_008409-T1
OG0006777	XP_048576627.1	Xe_000832-T1
OG0006778	XP_001623778.3	Xe_001877-T1
OG0006779	XP_032225570.1	Xe_008491-T1
OG0006780	XP_048578845.1	Xe_009700-T1
OG0006781	XP_032223585.1	Xe_008440-T1
OG0006782	XP_001635741.2	Xe_008124-T1
OG0006783	XP_048578967.1	Xe_008112-T2
OG0006785	XP_048575357.1	Xe_014075-T1
OG0006786	XP_001622436.2	Xe_008475-T1
OG0006787	XP_048578618.1	Xe_008490-T1
OG0006789	XP_032230387.2	Xe_016493-T1
OG0006790	XP_032226501.2	Xe_008108-T1
OG0006791	XP_032223490.1	Xe_008756-T1
OG0006792	XP_048578747.1	Xe_008667-T1
OG0006793	XP_001635787.2	Xe_008148-T1
OG0006794	XP_048578831.1	Xe_008543-T2
OG0006795	XP_001640410.2	Xe_016619-T1
OG0006796	XP_032238861.2	Xe_008638-T1
OG0006797	XP_048578751.1	Xe_008410-T1
OG0006798	XP_001636981.2	Xe_000433-T1
OG0006799	XP_048578471.1	Xe_008591-T1
OG0006800	XP_001632786.1	Xe_008875-T1
OG0006801	XP_048578344.1	Xe_008415-T1
OG0006804	XP_001636932.1	Xe_018646-T1
OG0006805	XP_001630168.1	Xe_016579-T1
OG0006806	XP_032220388.2	Xe_020446-T1
OG0006807	XP_001636897.2	Xe_008509-T1
OG0006808	XP_048582829.1	Xe_004981-T1
OG0006809	XP_001633915.1	Xe_020493-T1
OG0006810	XP_001633196.2	Xe_004979-T1
OG0006811	XP_001629410.3	Xe_005092-T1
OG0006812	XP_001639512.3	Xe_000308-T1
OG0006813	XP_001624116.2	Xe_000236-T1
OG0006814	XP_001636205.3	Xe_019269-T1
OG0006815	XP_001631342.1	Xe_019266-T1
OG0006816	XP_001641979.1	Xe_000180-T1
OG0006818	XP_032220832.2	Xe_012578-T1
OG0006820	XP_048580718.1	Xe_012628-T1
OG0006821	XP_001639931.3	Xe_012873-T1
OG0006822	XP_001639932.3	Xe_012872-T1
OG0006823	XP_048585251.1	Xe_023274-T1
OG0006824	XP_048585252.1	Xe_007113-T1
OG0006826	XP_001635284.3	Xe_021608-T1
OG0006827	XP_001635544.1	Xe_025416-T1
OG0006828	XP_001630435.1	Xe_014261-T1
OG0006829	XP_032221475.1	Xe_016476-T1
OG0006830	XP_048590332.1	Xe_002481-T1
OG0006831	XP_032229284.2	Xe_002671-T1
OG0006832	XP_001638352.1	Xe_002732-T1
OG0006834	XP_001625872.2	Xe_002685-T1
OG0006836	XP_048575894.1	Xe_029121-T1
OG0006837	XP_048577225.1	Xe_004696-T1
OG0006838	XP_048581555.1	Xe_021939-T1
OG0006840	XP_001631091.2	Xe_000620-T1
OG0006841	XP_001640190.3	Xe_000518-T1
OG0006842	XP_032221201.2	Xe_000603-T1
OG0006843	XP_048584133.1	Xe_000836-T1
OG0006844	XP_032221232.2	Xe_009697-T1
OG0006845	XP_032221231.1	Xe_000516-T1
OG0006846	XP_001633631.1	Xe_005676-T1
OG0006848	XP_032231229.1	Xe_007024-T1
OG0006849	XP_032238768.2	Xe_006921-T1
OG0006850	XP_001624644.3	Xe_005736-T1
OG0006851	XP_032218426.2	Xe_005890-T1
OG0006852	XP_048576862.1	Xe_005362-T1
OG0006853	XP_032231230.1	Xe_005363-T1
OG0006855	XP_032220207.1	Xe_005631-T1
OG0006856	XP_048584160.1	Xe_003153-T1
OG0006857	XP_032217946.2	Xe_002197-T1
OG0006858	XP_001630632.2	Xe_014648-T1
OG0006859	XP_001626406.2	Xe_027250-T1
OG0006860	XP_001626491.3	Xe_002196-T1
OG0006861	XP_032239413.2	Xe_003040-T1
OG0006862	XP_001622332.1	Xe_003164-T2
OG0006863	XP_048583440.1	Xe_003039-T1
OG0006864	XP_001638710.3	Xe_011210-T1
OG0006865	XP_001626707.2	Xe_002154-T1
OG0006866	XP_032228882.1	Xe_002983-T1
OG0006867	XP_001633110.3	Xe_011191-T1
OG0006868	XP_048583731.1	Xe_002271-T1
OG0006869	XP_048575733.1	Xe_016588-T1
OG0006870	XP_001636939.3	Xe_018035-T1
OG0006871	XP_032225225.2	Xe_022008-T1
